"0","FF","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"1","0","力量","影響單手劍、大斧、雙手劍、槍刃、格鬥武器、長槍、武士刀、雙手鐮刀、咒具、魔法書、刺劍、幻具、天球儀、賢具、青魔杖的物理攻擊力。","12","100","40","85","135","85","0","135","85","67","67","67","67","140","70","220","440","0","220","525","355","355","220","90","100","100","100","70","70","70","100","70","100","100","70","70","False"
"2","1","敏捷","影響雙劍、弓、火槍、投擲武器的物理攻擊力。","13","100","40","85","135","85","0","135","85","67","67","67","67","140","70","220","440","0","220","525","355","355","220","90","70","70","70","100","70","70","100","70","100","70","100","100","False"
"3","2","耐力","影響最大體力。","14","100","40","85","135","85","0","135","85","67","67","67","67","140","70","220","440","0","220","525","355","355","220","90","100","100","100","100","90","90","100","90","100","100","100","100","False"
"4","3","智力","影響進攻職業的攻擊魔法威力。","15","100","40","85","135","85","0","135","85","67","67","67","67","140","70","220","440","0","220","525","355","355","220","90","70","70","70","70","100","70","70","100","100","70","70","70","False"
"5","4","精神","影響治療魔法威力和治療職業的攻擊魔法威力。","16","100","40","85","135","85","0","135","85","67","67","67","67","140","70","220","440","0","220","525","355","355","220","90","70","70","70","70","70","100","70","100","100","70","70","70","False"
"6","5","信仰","影響魔力的自然恢復量。<hex:02100103>信仰越高自然恢復量越高。<hex:02100103>僅在治療職業處於戰鬥狀態時生效。","25","100","40","85","135","85","0","135","85","67","67","67","67","140","70","220","440","0","220","525","355","355","220","90","70","70","70","70","70","100","70","70","100","70","70","70","False"
"7","6","體力","","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"8","7","魔力","","49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"9","8","技力","","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"10","9","採集力","","35","20","20","20","20","20","0","20","40","250","250","250","130","20","20","40","80","0","40","100","60","60","40","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"11","A","製作力","","32","20","20","30","20","30","30","30","30","250","250","250","130","20","20","50","110","0","60","140","80","80","50","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"12","FF","物理基本性能","","1","1000","0","0","0","0","0","0","0","0","0","0","0","1000","500","0","0","0","0","0","0","0","0","100","100","100","100","100","100","100","100","100","50","100","100","100","False"
"13","FF","魔法基本性能","","2","1000","0","0","0","0","0","0","0","0","0","0","0","1000","500","0","0","0","0","0","0","0","0","50","50","50","50","50","100","100","50","100","30","50","50","50","False"
"14","B","攻擊間隔","","52","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
