"1000","過期棉布褲襪（天藍）","0","","0","0","1","0","0","","過期棉布褲襪（天藍）","45056","14","1","4","0","36","0","7","5","64990","1","False","True","False","True","285","6","True","False","False","0","2","0","13","2","21800","0","False","False","0","14","0","1","1","0","0","0","5, 58, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","16","28","0","0","0","0","0","0","0","0","0","0","0","0","1","0","21","3","24","1","0","0","0","0","0","0","0","0","1","0","False","False","0","True"
"1001","過期棉布工作褲","0","","0","0","1","0","0","","過期棉布工作褲","45005","16","1","4","0","36","0","7","5","64990","1","False","True","False","True","391","7","True","False","False","0","2","0","13","2","21800","0","False","False","0","16","0","1","1","0","0","0","2, 54, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","17","30","0","0","0","0","0","0","0","0","0","0","0","0","1","0","21","3","24","2","0","0","0","0","0","0","0","0","1","0","False","False","0","True"
"1002","過期棉布工作褲（淡黃）","0","","0","0","1","0","0","","過期棉布工作褲（淡黃）","45007","16","1","4","0","36","0","7","5","64990","1","False","True","False","True","391","7","True","False","False","0","2","0","13","2","21800","0","False","False","0","16","0","1","1","0","0","0","2, 56, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","17","30","0","0","0","0","0","0","0","0","0","0","0","0","1","0","21","3","24","2","0","0","0","0","0","0","0","0","1","0","False","False","0","True"
"1003","過期棉布工作褲（橄欖綠）","0","","0","0","1","0","0","","過期棉布工作褲（橄欖綠）","45008","16","1","4","0","36","0","7","5","64990","1","False","True","False","True","391","7","True","False","False","0","2","0","13","2","21800","0","False","False","0","16","0","1","1","0","0","0","2, 57, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","17","30","0","0","0","0","0","0","0","0","0","0","0","0","1","0","21","3","24","2","0","0","0","0","0","0","0","0","1","0","False","False","0","True"
"1004","過期棉布工作褲（天藍）","0","","0","0","1","0","0","","過期棉布工作褲（天藍）","45009","16","1","4","0","36","0","7","5","64990","1","False","True","False","True","391","7","True","False","False","0","2","0","13","2","21800","0","False","False","0","16","0","1","1","0","0","0","2, 58, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","17","30","0","0","0","0","0","0","0","0","0","0","0","0","1","0","21","3","24","2","0","0","0","0","0","0","0","0","1","0","False","False","0","True"
"1005","過期棉布工作褲（朱紅）","0","","0","0","1","0","0","","過期棉布工作褲（朱紅）","45006","16","1","4","0","36","0","7","5","64990","1","False","True","False","True","391","7","True","False","False","0","2","0","13","2","21800","0","False","False","0","16","0","1","1","0","0","0","2, 55, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","17","30","0","0","0","0","0","0","0","0","0","0","0","0","1","0","21","3","24","2","0","0","0","0","0","0","0","0","1","0","False","False","0","True"
"1006","過期棉布緊身褲","0","","0","0","1","0","0","","過期棉布緊身褲","45083","16","1","4","0","36","0","7","5","64990","1","False","True","False","True","342","7","True","False","False","0","2","0","13","2","21800","0","False","False","0","16","0","1","1","0","0","0","7, 63, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","17","30","0","0","0","0","0","0","0","0","0","0","0","0","1","0","21","3","24","2","0","0","0","0","0","0","0","0","1","0","False","False","0","True"
"1007","過期棉布緊身褲（淡黃）","0","","0","0","1","0","0","","過期棉布緊身褲（淡黃）","45084","16","1","4","0","36","0","7","5","64990","1","False","True","False","True","342","7","True","False","False","0","2","0","13","2","21800","0","False","False","0","16","0","1","1","0","0","0","7, 64, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","17","30","0","0","0","0","0","0","0","0","0","0","0","0","1","0","21","3","24","2","0","0","0","0","0","0","0","0","1","0","False","False","0","True"
"1008","過期棉布緊身褲（橄欖綠）","0","","0","0","1","0","0","","過期棉布緊身褲（橄欖綠）","45085","16","1","4","0","36","0","7","5","64990","1","False","True","False","True","342","7","True","False","False","0","2","0","13","2","21800","0","False","False","0","16","0","1","1","0","0","0","7, 65, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","17","30","0","0","0","0","0","0","0","0","0","0","0","0","1","0","21","3","24","2","0","0","0","0","0","0","0","0","1","0","False","False","0","True"
"1009","過期棉布緊身褲（天藍）","0","","0","0","1","0","0","","過期棉布緊身褲（天藍）","45086","16","1","4","0","36","0","7","5","64990","1","False","True","False","True","342","7","True","False","False","0","2","0","13","2","21800","0","False","False","0","16","0","1","1","0","0","0","7, 66, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","17","30","0","0","0","0","0","0","0","0","0","0","0","0","1","0","21","3","24","2","0","0","0","0","0","0","0","0","1","0","False","False","0","True"
"1010","過期棉布緊身褲（朱紅）","0","","0","0","1","0","0","","過期棉布緊身褲（朱紅）","45087","16","1","4","0","36","0","7","5","64990","1","False","True","False","True","342","7","True","False","False","0","2","0","13","2","21800","0","False","False","0","16","0","1","1","0","0","0","7, 67, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","17","30","0","0","0","0","0","0","0","0","0","0","0","0","1","0","21","3","24","2","0","0","0","0","0","0","0","0","1","0","False","False","0","True"
"1011","過期羊皮及膝褲","0","","0","0","1","0","0","","過期羊皮及膝褲","45237","17","1","4","0","36","0","7","5","64990","1","False","True","False","True","534","8","True","False","False","0","2","0","12","2","21800","0","False","False","0","17","0","1","1","0","0","0","6, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","18","31","0","0","0","0","0","0","0","0","0","0","0","0","1","0","21","3","24","2","0","0","0","0","0","0","0","0","1","0","False","False","0","True"
"1012","過期羊皮及膝褲（鉛灰）","0","","0","0","1","0","0","","過期羊皮及膝褲（鉛灰）","45127","17","1","4","0","36","0","7","5","64990","1","False","True","False","True","534","8","True","False","False","0","2","0","12","2","21800","0","False","False","0","17","0","1","1","0","0","0","6, 60, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","18","31","0","0","0","0","0","0","0","0","0","0","0","0","1","0","21","3","24","2","0","0","0","0","0","0","0","0","1","0","False","False","0","True"
