"0","False","無效","關閉"
"100","True","冒險","吉 宜冒險 信步而行 信馬由韁 長風破浪"
"101","True","","吉 宜冒險 天空海闊 無邊無涯 氣象一新"
"102","True","","吉 宜冒險 探索筆記 追憶之地 感今懷昔"
"103","True","","吉 宜冒險 天高氣爽 晴空萬里 風和日麗"
"104","True","","吉 宜冒險 市井尋蹤 人潮洶湧 天賜良機"
"105","False","",""
"106","False","",""
"200","True","關係","英雄般的成就獲得的榮耀與信賴將會為你帶來答案"
"201","True","","永結同心的誓言將會為你帶來好運"
"202","True","","旅途中常有好友相助 切莫忘記時刻心懷感激"
"203","True","","星星將指引你與命中註定的人相遇"
"204","True","","和夥伴們並肩同行吧 好運將常伴你的身邊"
"300","True","財產","清心寡慾 好運伴你 快把戰利品帶回家吧！"
"301","True","","發財致富 現在就去金碟遊樂場吧！"
"302","True","","好運當頭 機不可失 快去開個寶箱吧！"
"303","True","","心隨意動 想開門便開門！ 想稱霸就稱霸！"
"304","True","","大好商機 你的生意即將大賺一筆！"
"400","True","戰鬥","去戰鬥吧！每個強敵都將成為你登上高峰的墊腳石"
"401","True","","去鍛鍊吧！練習技術將帶你找到通往勝利的真理"
"402","True","","去交友吧！戰友或將是你成長的契機"
"403","True","","去學習吧！學習新的職業新的技術將帶給你質的飛躍"
"404","True","","去鍛鍊吧！練習技術將帶你找到通往勝利的真理"
"500","True","運勢","戰爭神般的求勝之心將引你獲得無數的勝利"
"501","True","","月亮神般的慈愛之心將引你獲得眾人的喜愛"
"502","True","","太陽神般的熱情之心將引你尋得通往目標的捷徑"
"503","True","","海洋神般的決斷之心將引你乘風破浪取得飛躍"
"504","True","","放浪神般的好奇之心將引你在旅途中獲得無數愉快的邂逅"
"1100","True","冒險","宜獨行 浪跡天涯 踏遍天下 獨享寧靜"
"1101","True","","宜回憶 追憶往昔 昨日重現 常看常新"
"1102","True","","宜節慶 冬去春來 萬家歡喜 普天同慶"
"1103","True","","宜群集 大街小巷 人聲鼎沸 邂逅相逢"
"1104","True","","宜遠行 勇者不懼 一往無前 功成名立"
"1105","False","",""
"1106","False","",""
"1200","True","關係","你應當做好心理準備迎接一場不期而遇"
"1201","True","","重視你的每一次邂逅 緣分就在不經意之間"
"1202","True","","帶頭尋找夥伴吧 你的良緣就在其中"
"1203","True","","有好友相助 滴水之恩也值得你湧泉相報"
"1204","True","","驟然的相遇或許沒有結果 但時間將為你帶來答案"
"1300","True","財產","靜待良機 遊樂場裡將有大賺頭！"
"1301","True","","乘風破浪 海釣將有大豐收！"
"1302","True","","安家置業 造房子將帶來好運！"
"1303","True","","放手一搏 舊的不去新的不來！"
"1304","True","","積少成多 賺大錢先要攢小錢！"
"1400","True","戰鬥","跨過障礙吧！和夥伴們攜手熱戰一場"
"1401","True","","維持現狀吧！靜心努力打下紮實的基礎"
"1402","True","","馳騁牌桌吧！運籌帷幄成為偉大的謀士"
"1403","True","","追捕魔物吧！踏遍各地追捕邪惡魔物將為你帶來好運"
"1404","True","","維持現狀吧！靜心努力打下紮實的基礎"
"1500","True","運勢","你如行星神般的智慧之力將引你跨越難關轉危為安"
"1501","True","","你如破壞神般的勇氣之力將引你打倒勁敵日益強大"
"1502","True","","你如工匠神般的想像之力將引你在工匠之路上步步成長"
"1503","True","","你如商貿神般的敏銳眼力將引你發現商機賺得財富"
"1504","True","","你如地母神般的包容之力將引你締結嶄新的關係"
"2100","True","冒險","堅忍不拔 自信自勵 前路為開"
"2101","True","","蛛絲馬跡 疑蹤探案 請調查員 吉"
"2102","True","","風土人情 民俗習慣 耳目一新"
"2103","True","","良師益友 結伴同遊 稱心快活"
"2104","True","","投身洪流 隨潮浪湧 天命所歸"
"2105","False","",""
"2106","False","",""
"2200","True","關係","時刻勿忘感恩 感恩將帶給你緣分"
"2201","True","","身邊的好友就是你的至寶 務必珍惜與你同行的好友"
"2202","True","","同好雖來自異國他鄉 但你的勇氣將成就你們的緣分"
"2203","True","","勇敢地表達自己吧 磕巴地瞎比劃也總比閉口不談強"
"2204","True","","裹足不前哪有良緣 快去參加冒險者們舉辦的活動吧"
"2300","True","財產","日積月累 哪怕金額不大賺了就是賺了"
"2301","True","","遷地為良 莫要錯失商機"
"2302","True","","山珍異草 在山野地區採集有商機"
"2303","True","","夥伴關係 朋友的介紹將帶來商機"
"2304","True","","空海奇珍 潛水艇與飛空艇可能帶來財寶"
"2400","True","戰鬥","贏啦！ 多虧你帶夠了藥和食物"
"2401","True","","艱難取勝！ 調整一下裝備會更好"
"2402","True","","贏啦！ 但不能驕傲 不然下次就過不了了"
"2403","True","","你們能贏！ 和同伴們調整好步調一起上吧！"
"2404","True","","你們能贏！ 和同伴們調整好步調一起上吧！"
"2500","True","運勢","你如光陰神般的信念將引你避開他人的誘惑"
"2501","True","","你如知識神般的學識將引你從災難中脫身"
"2502","True","","你如戰爭神般的雄心將引你在戰鬥中堅持到最後"
"2503","True","","你如月亮神般的眼光將引你高瞻遠矚縱觀全局"
"2504","True","","你如太陽神般的豪爽將引你和同伴走向前路"
"3100","True","冒險","千里之行 始於足下 謀而後動"
"3101","True","","異族相會 親仁善鄰 天下一家"
"3102","True","","前路無阻 徘徊歧路 因禍得福"
"3103","True","","獨行險阻 前路有難 同朋相助"
"3104","True","","故地重遊 他鄉歸客 時來運轉"
"3105","False","",""
"3106","False","",""
"3200","True","關係","沒消息或算是好消息 但也別忘了常聯繫"
"3201","True","","舊朋友也可結新緣 別忘了聯繫老朋友"
"3202","True","","你的緣分或許會遲到 但只要耐心堅持相遇不會不到"
"3203","True","","在危機中伸出援手 或將成就你的緣分"
"3204","True","","重視你如今的關係吧 鞏固關係總是好的"
"3300","True","財產","退步抽身 越是遲疑損失越大"
"3301","True","","如數家珍 你應當檢查自己財產"
"3302","True","","福禍相依 不懼損失便能取得一定的利益"
"3303","True","","揮金如土 便能得到自己真正想要的東西"
"3304","True","","金蘭之交 好友將助你一臂之力"
"3400","True","戰鬥","別放棄！每次倒下都會讓你變得更強大"
"3401","True","","別掉以輕心！每場戰鬥都要全力以赴"
"3402","True","","別胡思亂想！每次練習都要專心致志"
"3403","True","","鍛鍊吧！和夥伴們齊心協力繼續練習"
"3404","True","","鍛鍊吧！和夥伴們齊心協力繼續練習"
"3500","True","運勢","你如海洋神般的粗獷將引你對抗命運的驚濤駭浪"
"3501","True","","你如放浪神般的溫良將引你面對失敗的挫折"
"3502","True","","你如行星神般的樂觀將引你從容應對命運起伏"
"3503","True","","你如破壞神般的嚴厲將引你突破難關走向勝利"
"3504","True","","你如工匠神般的技巧將引你靈活應對武器裝備的損毀"
"4100","True","冒險","鋪謀定計 精打細算 小心翼翼"
"4101","True","","肆意妄為 身形交瘁 防微慮遠"
"4102","True","","大頭鯰鯰 攔路搶劫 虛驚一場"
"4103","True","","前路多阻 沉心靜氣 金石為開"
"4104","True","","禍迫眉睫 救死扶傷 大慈大悲"
"4105","False","",""
"4106","False","",""
"4200","True","關係","舊友中就有良緣在 但需謹防小人"
"4201","True","","對方與你兩心相應 但你們之間的道路多有崎嶇"
"4202","True","","要相信你的好友 切莫聽信流言蜚語"
"4203","True","","你或將捲入紛爭亂戰 但切莫忘記你的溫柔體貼"
"4204","True","","你或將被人誤解 但你的真誠必將得到理解"
"4300","True","財產","小心謹慎 切莫隨意投資眼下所見並非商機"
"4301","True","","時運不濟 且待時來運轉再看仙人彩"
"4302","True","","囤貨居奇 雖不能大賺一筆卻絕不會浪費"
"4303","True","","入不敷出 改變雇員的裝扮或許有效"
"4304","True","","海中撈月 認準時間天氣釣魚"
"4400","True","戰鬥","要寬心！著眼同伴面對戰鬥"
"4401","True","","後退就是失敗！下定決心再加入戰鬥"
"4402","True","","不要著急！越著急越花時間"
"4403","True","","再試一次！雖然取得了勝利 但沒拿到想要的東西"
"4404","True","","再試一次！雖然取得了勝利 但沒拿到想要的東西"
"4500","True","運勢","你將遭遇破壞神的雷鳴般的厄運 做好準備面對它吧"
"4501","True","","你將遭遇戰爭神的大盾般的障礙 下定決心跨越它吧"
"4502","True","","你將遭遇月亮神的獵犬般的強敵 制定對策挑戰它吧"
"4503","True","","你將遭遇海洋神的巨浪般的困境 尋找機會應對它吧"
"4504","True","","你將遭遇知識神的卷軸般的難題 學習知識回答它吧"
"5100","True","冒險","天不作美 雨恨雲愁 稍安勿躁"
"5101","True","","疏忽大意 降神祭祭 險些忘記"
"5102","True","","當前繁忙 需要排隊 耐心等待"
"5103","True","","陌迪翁獄 守法無情 謹言慎行"
"5104","True","","小心隕石 謹防擊退 按時踩塔"
"5105","False","",""
"5106","False","",""
"5200","True","關係","有回應 但表達感情時必須注意語氣"
"5201","True","","心繫之人遙不可及 建議及早放棄"
"5202","True","","莫要繼續深入 再深入將陷入泥沼不可自拔"
"5203","True","","言談間需注意 說出不該說的話將追悔莫及"
"5204","True","","有崩毀離散的跡象時 應以最大的誠意應對"
"5300","True","財產","有心無算 越想要的東西就越拿不到 放下執念吧"
"5301","True","","時運乖蹇 朋友們的傳送魔紋可以進寶庫的 對吧？"
"5302","True","","快樂至上 這裡不過是遊樂場而已 對物慾別太執著"
"5303","True","","焚香掃地 淨身洗禮 禁斷昂貴魔晶石前做好準備"
"5304","True","","丟三落四 忘刷神典石 早幹嘛去了"
"5400","True","戰鬥","多鍛鍊！三腳貓的本事臨陣磨槍怎能獲勝"
"5401","True","","雜念太多！戰鬥必須全力以赴才能取勝"
"5402","True","","別放棄！苦戰連連時換個方向努力或許有效"
"5403","True","","不要怕！連戰不勝的時候記得和同伴們互相鼓勵"
"5404","True","","多鍛鍊！三腳貓的本事臨陣磨槍怎能獲勝"
"5500","True","運勢","放下你行星神般沒有結果的愛戀 否則你將走向毀滅"
"5501","True","","放下你商貿神般人前人後的多變 否則你將失去信譽"
"5502","True","","放下你地母神般天崩地裂的怒火 否則你將陷入爭端"
"5503","True","","放下你光陰神般混沌難測的處事 否則你將惹出大禍"
"5504","True","","放下你太陽神般肆意妄為的豪氣 否則你將傷害親朋"
