"0","0","0","",""
"1","70501","70401","使魔的主人","　曾經擔任王宮清潔工作的「絲羽鼠」，竟然是母后的使魔。如果是對生前的母后非常瞭解的帕帕夏恩的話，也許知道其中的故事。當然，朕在詢問他時很謹慎，以免他知道朕的地下探索……吧。<hex:02100103>　帕帕夏恩曾說過，母后非常喜歡乾淨，進入王宮後也自己親手打掃衛生。看到這個情形驚慌失措的侍女們，據說為了不讓母后的手弄髒，甚至把掃除工具藏了起來。於是母后邀請知識之都出身的魔法師學習法術，一起製作了可以不用自己的手打掃的巨大清掃用使魔。一旦看到有汙漬，就連銀盔團的近衛騎士的甲冑會都被追著打掃，雖然是很值得一看的東西，但不知從什麼時候起就從王宮裡消失了。<hex:02100103>　恐怕是在與共和派的衝突越來越嚴重的情況下，因為很難抽出時間去回憶之地，就交給了它來看守吧。但是，母后真是個愛做大膽的事的人啊。製作清掃用的使魔就算了，還讓它擁有那樣的力量……奔放過頭也是有限度的吧！"
"2","70502","70402","榮耀戰士的作風","　為了對今後的探索有所幫助，朕決定在王宮的書庫中查詢有關希拉狄哈的記錄。但是，因為是在王宮保管的記錄，所以只出現了已經知道的資訊。硬要說眼前一亮的東西，大概就是在殭屍掃蕩的時候，與蜥蜴人族並肩戰鬥的烏爾達哈的士兵寫的報告書吧。上面寫著，蜥蜴人族的勇士和烏爾達哈的士兵在戰鬥方式上有差異，很難聯合起來。<hex:02100103>　據說當時，希拉狄哈水道中充斥的殭屍數量眾多，實力參差不齊。那個士兵認為應該從適合的個體開始攻擊，首先盡力減少總數，但是蜥蜴人族卻向看起來很強大的個體發起了挑戰。於是，戰鬥結束後，他向蜥蜴人族詢問了為什麼要採用這種戰鬥方式。答曰，我認為從強大的敵人開始是顯示自己實力的最佳戰術，從弱小的敵人開始進攻是沒有自信的表現。<hex:02100103>　結果，他們互相尊重對方的意願，採取了各自喜歡的戰術。也就是說，烏爾達哈的士兵從弱小的個體開始戰鬥。雖然不知道這些資訊是否真的有用，但還是記住吧。"
"3","70503","70403","陽光之下","　作為王族的父王和小商人家出身的母后相遇，是在王宮舉辦的以與商人們交流為目的的晚宴上。一見鍾情，這是多麼浪漫的故事啊。據說他們兩人婚前幽會的地方，是不用在意別人目光的「秘密的花園」。那裡是一個雖然深埋在地下，卻有陽光照射進來的花園……沒錯，就是這次探索時去過的地方吧。<hex:02100103>　在二人發表婚約的時候，關於父王向母后求婚的地方是哪裡，有各種各樣的傳言。也有傳言說有好多利用這場風波做起生意來的傢伙，烏爾達哈商人的商業之魂從古至今都沒有變過吧。據說真相一直沒有查明，但這次來到這裡，才明白了找不到的原因。<hex:02100103>　雖然被薩納蘭的幹沙掩埋，但在花朵發芽的陽光下，眼前自然浮現出年輕時父王和母后和睦相處的情景、展露出的笑容。朕花了很長時間才能夠回憶起他們的笑顏……"
"4","70504","70404","鑰匙與約定","　用銀製成的鑰匙是在5歲生日的時候，從父王和母后那裡得到的，但是他們沒有告訴朕應該在哪裡使用。母后只說，如果你成長為一位優秀的女士，我會帶你去這個被鑰匙保護的「回憶之地」。而父王說，烏爾達哈的「回憶」也沉睡在那裡，但對年幼的朕來說，「不能馬上打開的禮物」讓朕感到焦慮。雖然當時鬧了彆扭，但現在看來，那也成了重要的回憶。<hex:02100103>　那之後不久，父王和母后就去到了札爾神的身邊。毫無預兆地與父母分離的朕，在各種各樣的想法旋渦中繼承了王位，過著被悲傷和不安折磨的日子。時而熾熱，時而冰冷的沙子絆住了朕的腳步，在這過程中，朕已經完全忘記了約定、忘記了鑰匙、忘記了記憶中的地方。<hex:02100103>　剛滿5歲還不成熟的女兒，為什麼會收到這把鑰匙呢。是預感到不久會有「事故」降臨，還是……雖然已經無從得知他們的想法，但現在留在朕手上的鑰匙，一定有它的意義吧。"
"5","70505","70405","父王的悲願","　在希拉狄哈水道的殭屍掃蕩之際，並肩戰鬥的蜥蜴人族設定了不悔戰陣。如果那是大本營的話，這次搜索發現的據點就是前哨基地。如果是被父王和母后贈予的鑰匙鎖保存的話，應該和父王留下的日記中的「與蜥蜴人族並肩戰鬥的證明」有什麼關係吧。<hex:02100103>　據說父王生前曾反對頒布「獸人排斥令」。而另一方面，為了透過排斥獸人來確保權力的共和派，借助沙蠍眾的支援，違背了父王的意願強行公布新法。對此，父親似乎想發動輿論進行抗爭。不是靠容易捏造的文獻和記錄，而是透過物質的「與蜥蜴人族的並肩戰鬥的證明」，向人們呼籲共存。但是，這個計劃因為父王的「意外死亡」而未能實現。<hex:02100103>　那個「證據」是什麼，現在在哪裡，朕現在還不知道。但是，如果那個據點中有線索的話……雖然連一件孝敬父母的事都沒能來得及做到，但在與蜥蜴人族和平共存的時機成熟的現在，朕能實現父王的夙願嗎。要是能在那裡得知「證明」的去向就好了。"
"6","70506","70406","烏爾達哈應承擔的罪","　棺材裡的蜥蜴人族勇士竟然變成了殭屍。恐怕是因為在和殭屍的戰鬥中受到的傷，導致肉體被侵蝕了吧。<hex:02100103>　將人化為死靈的禁忌秘藥「來生神之淚」。曾經，烏爾達哈將本國咒術師製作的這種殘忍的秘藥，實用在了與希拉狄哈的戰爭中。而且，當時的國王薩薩加恩三世還散布了「希拉狄哈為了將國民化作不死之兵而開發秘藥」的虛假資訊。因為這一罪行，後來薩薩加恩三世受到了索恩家族的揭發，第一代烏爾王朝就此迎來了終結……可這種謊言，至今仍是普遍流傳的說法。<hex:02100103>　王族想要保持烏爾王朝權威的意圖，以及與咒術師緊密聯繫在一起的納爾札爾教團的意圖，各種各樣的想法使歷史被謊言所掩蓋。自己居住的都城是建立在因非法之行而遭到破壞的都城之上的事實，對於大多數烏爾達哈的百姓來說都是難以接受的吧。但是，如果不回顧過去，就無法正確地走向未來。想起那蜥蜴人族的身姿，朕作為繼承了烏爾之名的女王，不得不感到責任重大。就像伊修加爾德那樣，即使痛苦不堪，也應該要重新正確地書寫歷史。"
"7","70507","70407","祈禱的沒藥","　關於在希拉狄哈水道發生的事，朕想向蜥蜴人族詢問一下，但不能作為在與他們的例公會議上作為議題提出。如果朕偷偷溜出王宮進行調查的事情敗露的話，會給協助朕的那個人帶來麻煩。<hex:02100103>　因此，朕決定在會議結束後，與出席會議的酋長進行短暫的「閒聊」。朕說明了在烏爾達哈地下發現的棺木中，出現了變為殭屍的蜥蜴人族勇士，因為不知道應該以什麼方式去弔唁他，想瞭解一下蜥蜴人族的習俗。酋長告訴朕，重要的是不要妨礙勇士的安眠。應當先對著棺材祈禱，而不是打開蓋子確認裡面的情況。「向猛者的靈魂行禮、默哀，為勝利的武勳而喜悅，並滿懷敬意地跪下」……這是獻給在戰場上凋零的同胞的弔唁。最後點燃沒藥香，就能淨化靈魂。<hex:02100103>　每次聽到這樣的事，都深切地感到關於蜥蜴人族應該知道的事情還有很多。必須接觸他們的文化和習慣，加深相互的理解。"
"8","70508","70408","烏爾達哈與希拉狄哈","　從貝拉哈迪亞分裂出來的烏爾達哈和希拉狄哈的深重矛盾，其結局正如歷史所述，是以來生神之淚導致的希拉狄哈的滅亡而落幕。後來，烏爾達哈遷都到希拉狄哈的都城所在的地方，所以在現在的都城周邊和地下深處，還留有那個國家的遺跡。據說因為在整頓上下水道的時候也利用了遺跡，所以被命名為「希拉狄哈水道」……一想到兩國的矛盾是因水源之爭而激化，就不能不感到其中的諷刺意味。<hex:02100103>　如果是利用了遺跡的水道的話，連接到其他的遺跡也不奇怪，但沒想到會連接到希拉狄哈王宮那樣的地方。如果是暴露在地面上，被薩納蘭熾熱的陽光暴曬和含沙的風吹拂下，想必早就會風化了。但是因為深埋在地下，彷彿時間停止了一般被保存了下來。<hex:02100103>　那麼完好的遺跡，應該不容易找到吧。因此，對史學家來說，應該是重要的調查對象。只是，如果被那錯綜複雜的水道所迷惑的話，恐怕很難到達那個遺跡。所以首先要把路給整理出來。"
"9","70509","70409","掛在國旗上的東西","　看到希拉狄哈的國旗時，不禁讓人想起烏爾達哈和希拉狄哈的開國國王是雙胞胎這件事。但是兩國的國旗之所以相似，卻並不是因為這個。在貝拉哈迪亞的時代，審理的天秤上並排擺放著聖火和葡萄。後來，烏爾達哈繼承了象徵武力的聖火，希拉狄哈繼承了象徵智慧的葡萄，透過象徵財富的寶石和象徵力量的頭盔，分別使天秤達到平衡。兩國懸掛與貝拉哈迪亞類似的國旗，也是為了主張自己才是貝拉哈迪亞的正統繼承人。<hex:02100103>　雖然雙方都把「力量」掛在國旗上，但烏爾達哈的力量是「魔法」，希拉狄哈的力量是「武術」，性質大不相同。聚集在本國競技場的武者們，或許與那個國家所標榜的「力量」更加接近吧。<hex:02100103>　現在回想起來，最後等待著的粗魯的守護者，是那個國家特有的面貌。保護頭部的頭盔上裝飾著纖細的葡萄。並且，和希拉狄哈的天稱一樣的白銀色的身體，即使在昏暗的地底也耀眼地發著光。但是，希拉狄哈早已滅亡，失去了侍奉的主人，還要繼續守護王宮……真是令人感到悲傷。"
