"35000","邊境禦敵耳墜","0","","0","0","1","0","0","","邊境禦敵耳墜","55473","580","3","4","0","41","0","9","5","8020","1","True","True","False","True","99999","776","False","False","False","0","2","0","11","8","21800","6376","False","False","0","90","0","1","59","0","0","1","133, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","1","1","1","127","3","130","27","121","19","85","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","False","False","0","True"
"35001","邊境強攻耳墜","0","","0","0","1","0","0","","邊境強攻耳墜","55473","580","3","4","0","41","0","9","5","19020","1","True","True","False","True","99999","776","False","False","False","0","2","0","11","8","21800","6376","False","False","0","90","0","1","84","0","0","10","133, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","1","1","1","127","3","130","22","121","44","85","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","False","False","0","True"
"35002","邊境精準耳墜","0","","0","0","1","0","0","","邊境精準耳墜","55473","580","3","4","0","41","0","9","5","30020","1","True","True","False","True","99999","776","False","False","False","0","2","0","11","8","21800","6376","False","False","0","90","0","1","105","0","0","12","133, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","1","1","2","127","3","130","22","121","44","85","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","1","False","False","0","True"
"35003","邊境治癒耳墜","0","","0","0","1","0","0","","邊境治癒耳墜","55473","580","3","4","0","41","0","9","5","47020","1","True","True","False","True","99999","776","False","False","False","0","2","0","11","8","21800","6376","False","False","0","90","0","1","64","0","0","6","133, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","1","1","5","127","3","117","27","121","44","85","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","1","False","False","0","True"
"35004","邊境詠咒耳墜","0","","0","0","1","0","0","","邊境詠咒耳墜","55473","580","3","4","0","41","0","9","5","40020","1","True","True","False","True","99999","776","False","False","False","0","2","0","11","8","21800","6376","False","False","0","90","0","1","63","0","0","5","133, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","1","1","4","127","3","117","44","121","27","85","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","1","False","False","0","True"
"35005","邊境禦敵項鍊","0","","0","0","1","0","0","","邊境禦敵項鍊","55036","580","3","4","0","40","0","10","5","8020","1","True","True","False","True","99999","776","False","False","False","0","2","0","11","8","21800","6376","False","False","0","90","0","1","59","0","0","1","133, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","1","1","1","127","3","130","44","121","19","85","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","False","False","0","True"
"35006","邊境強攻項鍊","0","","0","0","1","0","0","","邊境強攻項鍊","55036","580","3","4","0","40","0","10","5","19020","1","True","True","False","True","99999","776","False","False","False","0","2","0","11","8","21800","6376","False","False","0","90","0","1","84","0","0","10","133, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","1","1","1","127","3","130","45","121","22","85","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","False","False","0","True"
"35007","邊境精準項鍊","0","","0","0","1","0","0","","邊境精準項鍊","55036","580","3","4","0","40","0","10","5","30020","1","True","True","False","True","99999","776","False","False","False","0","2","0","11","8","21800","6376","False","False","0","90","0","1","105","0","0","12","133, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","1","1","2","127","3","130","22","121","27","85","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","1","False","False","0","True"
"35008","邊境治癒項鍊","0","","0","0","1","0","0","","邊境治癒項鍊","55036","580","3","4","0","40","0","10","5","47020","1","True","True","False","True","99999","776","False","False","False","0","2","0","11","8","21800","6376","False","False","0","90","0","1","64","0","0","6","133, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","1","1","5","127","3","117","6","121","44","85","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","1","False","False","0","True"
"35009","邊境詠咒項鍊","0","","0","0","1","0","0","","邊境詠咒項鍊","55036","580","3","4","0","40","0","10","5","40020","1","True","True","False","True","99999","776","False","False","False","0","2","0","11","8","21800","6376","False","False","0","90","0","1","63","0","0","5","133, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","1","1","4","127","3","117","44","121","46","85","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","1","False","False","0","True"
