"0","ダミー"
"1","1-49級迷宮"
"2","50級迷宮"
"3","51-59級迷宮"
"4","60級迷宮"
"5","死者宮殿"
"6","紛爭前線"
"7","群狼盛宴"
"8","61-69級迷宮"
"9","70級迷宮"
"10","寶物庫"
"11","烈羽爭鋒"
"12","深層迷宮"
"13","71-79級迷宮"
"14","80級迷宮"
"15","81-89級迷宮"
"16","90級迷宮"
"17","水晶衝突"
"18","巴哈姆特大迷宮 邂逅之章1-5"
"19","巴哈姆特大迷宮 入侵之章1-4"
"20","巴哈姆特大迷宮 真源之章1-4"
"21","亞歷山大機神城 啟動之章1-4"
"22","亞歷山大機神城 律動之章1-4"
"23","亞歷山大機神城 天動之章1-4"
"24","歐米茄時空狹縫 德爾塔幻境1-4"
"25","歐米茄時空狹縫 西格瑪幻境1-4"
"26","歐米茄時空狹縫 阿爾法幻境1-4"
"27","希望の園エデン：覚醒編1-2"
"28","希望の園エデン：覚醒編3-4"
"29","希望の園エデン：共鳴編1-2"
"30","希望の園エデン：共鳴編3-4"
"31","希望の園エデン：再生編1-2"
"32","希望の園エデン：再生編3-4"
"33","万魔殿パンデモニウム：辺獄編1-2"
"34","万魔殿パンデモニウム：辺獄編3-4"
"35",""
