"0","0.0","0.0"
"1","3.0","5.9"
"2","6.0","10.0"
"3","36.1","41.2"
"4","43.7","0.0"
"5","53.1","0.0"
"6","59.0","65.0"
"7","66.1","74.5"
"8","75.5","85.0"
"9","87.0","0.0"
"10","92.0","97.5"
"11","1000.0","0.0"
"12","1000.0","0.0"
"13","1000.0","0.0"
"14","1000.0","0.0"
"15","1000.0","0.0"
"16","1000.0","0.0"
"17","1000.0","0.0"
"18","1000.0","0.0"
"19","1000.0","0.0"
"20","1000.0","0.0"
"21","1000.0","0.0"
"22","1000.0","0.0"
"23","1000.0","0.0"
"24","1000.0","0.0"
"25","1000.0","0.0"
"26","1000.0","0.0"
"27","1000.0","0.0"
"28","1000.0","0.0"
"29","1000.0","0.0"
"30","1000.0","0.0"
