"0","196001","196251","0","0","0","0","1","0",""
"1","196002","196252","1","0","0","0","1","3","半透明：黑色"
"2","196003","196253","1","0","0","0","1","1","漸變色：藍色"
"3","196004","196254","1","0","0","0","1","2","漸變色：紫色"
"4","196005","196255","2","0","0","0","1","5","乳白色"
"5","196006","196256","1","0","0","0","1","9","長槍"
"6","196007","196257","1","0","0","0","1","10","經典"
"7","196008","196258","2","0","0","0","1","7","木板"
"8","196009","196259","1","0","0","0","1","4","半透明：深藍色"
"9","196010","196260","1","0","0","0","1","6","木質紋理"
"10","196011","196261","1","0","0","0","1","8","卷軸"
"11","196101","0","1","0","0","0","319","100","巴哈姆特絕境戰"
"12","196102","0","1","0","0","0","320","101","究極神兵絕境戰"
"13","196103","0","1","0","0","0","321","102","亞歷山大絕境戰"
"14","196104","0","1","0","0","0","322","103","幻想龍詩絕境戰"
"15","196216","196466","1","0","0","0","344","94","友好部族任務：奧密克戎族"
"16","196012","196262","1","0","0","0","347","14","音樂"
"17","196013","196263","1","0","0","0","1","15","東方樣式"
"18","196014","196264","1","0","0","0","346","11","膠帶紙：利姆薩．羅敏薩"
"19","196015","196265","1","0","0","0","346","12","膠帶紙：格里達尼亞"
"20","196016","196266","1","0","0","0","346","13","膠帶紙：烏爾達哈"
"21","196212","196462","1","0","0","0","429","90","友好部族任務：仙子族"
"22","196213","196463","1","0","0","0","430","91","友好部族任務：奇塔利族"
"23","196214","196464","1","0","0","0","431","92","友好部族任務：矮人族"
"24","196215","196465","1","0","0","0","432","93","友好部族任務：悌陽象族"
"25","196217","196467","1","0","0","0","433","95","友好部族任務：兔兔族"
"26","0","0","0","0","0","0","0","0",""
"27","0","0","0","0","0","0","0","0",""
"28","0","0","0","0","0","0","0","0",""
"29","0","0","0","0","0","0","0","0",""
"30","0","0","0","0","0","0","0","0",""
"31","0","0","0","0","0","0","0","0",""
"32","0","0","0","0","0","0","0","0",""
"33","0","0","0","0","0","0","0","0",""
"34","0","0","0","0","0","0","0","0",""
"35","0","0","0","0","0","0","0","0",""
"36","0","0","0","0","0","0","0","0",""
"37","0","0","0","0","0","0","0","0",""
"38","0","0","0","0","0","0","0","0",""
"39","0","0","0","0","0","0","0","0",""
"40","0","0","0","0","0","0","0","0",""
"41","0","0","0","0","0","0","0","0",""
"42","0","0","0","0","0","0","0","0",""
"43","0","0","0","0","0","0","0","0",""
"44","0","0","0","0","0","0","0","0",""
"45","0","0","0","0","0","0","0","0",""
"46","0","0","0","0","0","0","0","0",""
"47","0","0","0","0","0","0","0","0",""
"48","0","0","0","0","0","0","0","0",""
"49","0","0","0","0","0","0","0","0",""
"50","0","0","0","0","0","0","0","0",""
