"596324","8030692","1","2","0","0","764","0","0","1","1","1","0","0","0","0","0","0","False","False","False","南边的生锈的锁链曾经被称作铁锁街，<hex:02100103>责罚监狱的职员们曾在那里生活。<hex:02100103>肯定都是些冷酷的家伙。","0","0"
"596325","8030693","1","2","0","0","763","0","0","1","1","1","0","0","0","0","0","0","False","False","False","沿着道路北上有一个名叫止步堡垒的废墟。<hex:02100103>那里是曾经雷克兰德联邦的菁灵族们<hex:02100103>为了警戒来自孚布特王国的入侵而建造的据点。","0","0"
"596326","8034355","1","2","0","0","5625","0","0","1","1","1","0","0","0","0","0","0","False","False","False","啦哩吼！<hex:02100103>这条路通往可恶的古格家族的古姆拉村啦哩。<hex:02100103>……究竟是谁修了这条路啊啦哩？","0","0"
"596327","8034356","1","2","0","0","5625","0","0","1","1","1","0","0","0","0","0","0","False","False","False","啦哩吼！<hex:02100103>这里是图尔家族的图姆拉村啦哩！<hex:02100103>在村里作恶的话，会被扔到敲石虫的巢穴中的，记住了啦哩！","0","0"
"596328","8034357","1","2","0","0","5625","0","0","1","1","1","0","0","0","0","0","0","False","False","False","啦哩吼！<hex:02100103>前方只有格鲁格火山啦哩。<hex:02100103>那里很危险，最好不要靠近啦哩。","0","0"
"596329","8034347","1","2","0","0","763","0","0","1","1","1","0","0","0","0","0","0","False","False","False","中转站即物资运输的枢纽地带。<hex:02100103>为了防止魔物和不守规矩的人将其破坏，<hex:02100103>我们卫兵团才驻守在这里负责警备。","0","0"
"596330","8034348","1","2","0","0","764","0","0","1","1","1","0","0","0","0","0","0","False","False","False","旅行者是要前往鼹灵集市吗？<hex:02100103>那可以先去西南方的吊桥。","0","0"
"596331","8034350","1","1","0","0","755","0","0","3","1","1","0","0","0","0","0","0","False","False","False","站在那里很危险的……","0","0"
"596332","8034351","1","2","0","0","763","0","0","1","1","1","0","0","0","0","0","0","False","False","False","从这里看到的遗迹是属于拿巴示艾兰王国的。<hex:02100103>那里似乎原本是大型都市，但后来因遭到光之泛滥吞噬，<hex:02100103>如今就变成了这副模样。","0","0"
"596333","0","1","0","0","0","736","0","0","1","1","1","0","0","0","0","7","0","False","False","False","唔……<hex:02100103>在哪里能找到身手高强的冒险者啊……","若想接受任务“守护天节与恐怖视线？”，<hex:02100103>需完成任务“挑战沙斯塔夏之人”。","0"
