"0","","0","0","0","0","FF"
"1","组建成了新部队！","0","0","0","1","0"
"2","部队等级提升为<hex:022003E80203>级！","0","0","1","1","0"
"3","与“<hex:022812FF0D4772616E64436F6D70616E79E8020103>”的友好关系提升为“<hex:022812FF0D464352657075746174696F6EE8030503>”！","1","0","1","1","5"
"4","与“<hex:022812FF0D4772616E64436F6D70616E79E8020103>”的友好关系提升为“<hex:022812FF0D464352657075746174696F6EE8030503>”！","1","0","1","1","6"
"5","与“<hex:022812FF0D4772616E64436F6D70616E79E8020103>”的友好关系提升为“<hex:022812FF0D464352657075746174696F6EE8030503>”！","1","0","1","1","7"
"6","获得了“<hex:02280EFF094643526967687473E8020103>”的权利！","0","0","1","1","0"
"7","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>加入了部队。","4","0","0","2","1"
"8","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>加入了部队。","4","0","0","2","1"
"9","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>退出了部队。","4","0","0","2","2"
"10","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>退出了部队。","4","0","0","2","2"
"11","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>就任为<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>。","4","5","0","2","3"
"12","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>就任为<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>。","4","5","0","2","3"
"13","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>就任为<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>。","4","5","0","2","3"
"14","部队转到了“<hex:022812FF0D4772616E64436F6D70616E79E8020103>”属下。","0","1","0","1","5"
"15","部队转到了“<hex:022812FF0D4772616E64436F6D70616E79E8020103>”属下。","0","1","0","1","6"
"16","部队转到了“<hex:022812FF0D4772616E64436F6D70616E79E8020103>”属下。","0","1","0","1","7"
"17","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>修改了“<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>”阶级的设置。","4","5","0","3","3"
"18","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>添加了“<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>”阶级。","4","5","0","3","3"
"19","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>删除了“<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>”阶级。","4","5","0","3","3"
"20","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>修改了阶级的序列。","4","0","0","3","3"
"21","","4","6","1","0","FF"
"22","","4","0","0","0","FF"
"23","","4","0","0","0","FF"
"24","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>更新了部队公告。","4","0","0","3","4"
"25","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>更新了部队信息。","4","0","0","3","4"
"26","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>更新了部队队徽。","4","0","0","3","8"
"27","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>获得了“<hex:022813FF0E436F6D70616E79416374696F6EE8020103>”的特效。","4","0","1","4","9"
"28","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>使用了“<hex:022813FF0E436F6D70616E79416374696F6EE8020103>”的特效。","4","0","1","4","9"
"29","该动态已被删除","0","0","0","0","4"
