"0","","","","255","0","0","255","0","0","255","0","0","255","0","0","255","0","0","0","0","0","0"
"1","開拓目標：アイランドホールを建築しよう","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>ねこみみさんに話を聞く<hex:021402EC03><hex:021302EC03>","","255","0","0","255","0","0","255","0","0","255","0","0","255","0","0","0","0","0","0"
"2","開拓目標：アイランドホールを建築しよう","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>ねこみみさんに再度話を聞く<hex:021402EC03><hex:021302EC03>","ねこみみさんに話を聞く","255","0","0","255","0","0","255","0","0","255","0","0","255","0","0","0","0","0","0"
"3","開拓目標：アイランドホールを建築しよう","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>「収穫モード」で開拓素材を集め<hex:02100103>ねこみみさんに報告する<hex:021402EC03><hex:021302EC03>","ねこみみさんに再度話を聞く","2","2","3","3","2","4","0","3","1","255","0","0","255","0","0","1","0","0","0"
"4","開拓目標：アイランドホールを建築しよう","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>開拓製作で無人島開拓用のストーンハチェットを作り<hex:02100103>ねこみみさんに報告する<hex:021402EC03><hex:021302EC03>","「収穫モード」で開拓素材を集め、ねこみみさんに報告する","255","0","0","255","0","0","255","0","0","255","0","0","255","0","0","0","0","0","0"
"5","開拓目標：アイランドホールを建築しよう","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>開拓素材を集めてアイランドホールを建築する<hex:021402EC03><hex:021302EC03>","開拓製作で無人島開拓用のストーンハチェットを作り、ねこみみさんに報告する","10","10","11","0","10","1","11","5","12","3","5","4","8","5","9","0","0","0","0"
"6","開拓目標：アイランドホールを建築しよう","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>ねこみみさんに報告する<hex:021402EC03><hex:021302EC03>","開拓素材を集めてアイランドホールを建築する","255","0","0","255","0","0","255","0","0","255","0","0","255","0","0","0","0","0","0"
"7","開拓目標：耕作地で作物を育てよう","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>ねこみみさんに話を聞く<hex:021402EC03><hex:021302EC03>","","255","0","0","255","0","0","255","0","0","255","0","0","255","0","0","0","0","0","0"
"8","開拓目標：耕作地で作物を育てよう","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>たがやすくんに整地を依頼する<hex:021402EC03><hex:021302EC03>","ねこみみさんに話を聞く","255","0","0","255","0","0","255","0","0","255","0","0","255","0","0","0","0","0","0"
"9","開拓目標：耕作地で作物を育てよう","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>たがやすくんに話を聞く<hex:021402EC03><hex:021302EC03>","たがやすくんに整地を依頼する","255","0","0","255","0","0","255","0","0","255","0","0","255","0","0","0","0","0","0"
