"300","召喚出寵物「艾露貓」。<hex:02100103>自願成為隨從的艾露貓。","追逐著火龍從遙遠的異國他鄉來到此地的小型獸人。透過發布狩獵火龍的任務與冒險者相識，自願成為冒險者的隨從貓。","我是艾露貓見習獵人，<hex:02100103>是從故鄉一路追著火龍<hex:02100103>過來的喵！<hex:02100103>　　　　　　——艾露貓","激勵號角","令範圍內我方寵物的攻擊力增加25。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>6秒","40","30","4","False","False","True","False","False","3"
"301","召喚出寵物「噗吱豬」。<hex:02100103>集萬千獵人們的寵愛於一身的小豬。","可愛的小豬。據說在遙遠的異國他鄉，是讓所有獵人都為之傾心的迷人生物。而今，三大洲的魔物獵人們也開始陸續成了它的俘虜。","噗吱豬可以睡到我的床上，<hex:02100103>隨從貓不可以。<hex:02100103>　　　　　　——神秘獵人","挖這裡噗吱","可以拆除敵人設定的陷阱。","30","45","2","False","True","False","True","False","6"
"302","召喚出寵物「祭禮鯰魚精」。<hex:02100103>以鯰魚精為原型製作的魔法人偶。嘿喲噗！","以鯰魚精為原型製作的魔法人偶。為了攢出大鯰大祭的舉辦資金，工匠魚信連夜做出來的人偶。精巧的扎頭巾和法被是擅長裁縫的魚麗製作的。作為吉祥物很有人氣。","嘿喲！嘿喲！<hex:02100103>感覺光是看著，氣氛就<hex:02100103>變得熱鬧起來了噗！<hex:02100103>　　　　　　　——魚信","文明開化","令範圍內我方寵物的防禦力增加20。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>10秒","50","65","1","False","False","True","True","False","3"
"303","召喚出寵物「朱孔雀」。<hex:02100103>以朱紅色孔雀為原型製作的魔法人偶。不是朱雀。","以朱紅色孔雀為原型製作的魔法人偶。孔雀的羽毛自古以來就極具觀賞性深受人們喜愛。而且孔雀還以毒蟲毒蛇為食，因此在古人眼中被視為吉祥的象徵，並被供奉為仙獸。以孔雀為原型製作的人偶因為象徵著吉祥好運，所以很有人氣。","……我好像一直在做一個夢。<hex:02100103>這噩夢告訴我，不肯接受典膳<hex:02100103>已死的自己有多麼的軟弱。<hex:02100103>　　　　　　　　　　——朱雀","朱紅色的思念","對範圍內的敵人造成80攻擊力的傷害，並且令敵人的防禦力降低30%。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>6秒","50","40","2","True","True","False","False","False","1"
"304","召喚出寵物「迷你阿爾法」。<hex:02100103>以阿爾法為原型製作的魔法人偶。初版迷你阿爾法。","加隆德煉鐵廠製作的機關人偶。作為解決了歐米茄事件的特別獎勵，傑西把人偶贈送給了冒險者。此人偶乃是以親愛的夥伴阿爾法為原型製作的初版迷你阿爾法（彩色樣品）。","阿爾法是我們的同伴，<hex:02100103>要是它自己想來，我們<hex:02100103>可不會丟下它。<hex:02100103>　　　　　　　——席德","傳送書籤","將使用特殊技點數的寵物傳送回我方的中央萌寵之門。","70","70","4","False","False","False","False","False","9"
"305","召喚出寵物「迷你歐米茄」。<hex:02100103>與歐米茄外形相似的小型自律追隨機。","在時空狹縫中發現的充滿謎團的小型自律追隨機。平常只是默默地追隨在人身後，對人並沒有危害。據加隆德煉鐵廠的魏吉推測，這臺機器製作出來的目的很可能只是為了觀察人類。","說不定就能夠找到回到<hex:02100103>歸所的道路了啊……<hex:02100103>　　　　　　——歐米茄","選定目標","對範圍內的敵人造成150攻擊力的傷害，並讓敵人增加「魔物」類型的弱點。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>10秒","70","65","1","False","False","False","True","True","1"
"306","召喚出寵物「迷你古．拉哈」。<hex:02100103>以古．拉哈．提亞為原型製作的魔法人偶。等我醒來，我會最先打聽你的名字。","為了賺取探索希爾科斯峽谷所需的費用，由塔塔露製作出來的魔法人偶。原型是由來於聖寇伊納克財團的拉姆布魯斯提到過的北洋的賢人。回歸後的英雄講述了在第一世界冒險的經歷，所以塔塔露便將這個魔法人偶贈給了英雄。","等我醒來，我會最先打聽你的<hex:02100103>名字。想必你的名字會銘刻在<hex:02100103>歷史上，成為指引我的光芒。<hex:02100103>　　　　　——古．拉哈．提亞","皇血魔眼","無效化所有敵人對我方萌寵之門、防禦盾、探索眼的攻擊。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>20秒","40","50","3","False","True","True","True","False","9"
"307","召喚出寵物「陰小幽」。<hex:02100103>給人感覺很陰沉憂鬱的幽靈人偶。不知為何會自己活動。","在守護天節的慶典上遇到的陰沉憂鬱的幽靈人偶。就連負責舉辦活動的大陸馬戲團的滑稽藝人也無法理解這些人偶為什麼會動。而且人偶的表情還顯得十分陰沉。","哎……真能給人添麻<hex:02100103>煩……我明明只是想<hex:02100103>要安靜地待著……<hex:02100103>　　　　　——陰小幽","驅魔","打消範圍內敵人的所有強化效果。","10","50","4","False","False","True","False","False","6"
"308","召喚出寵物「陽小靈」。<hex:02100103>給人感覺很陽光開朗的幽靈人偶。不知為何會自己活動。","在守護天節的慶典上遇到的陽光開朗的幽靈人偶。本應只是不會動的普通人偶，但它卻不知為何動了起來。究竟是真正的幽靈還是某人在用魔力控制人偶，真相不明。","嗯嗯……整理情報是吧！<hex:02100103>那個……什麼來著？<hex:02100103>　　　　　　　——陽小靈","透明","令使用特殊技點數的寵物無敵。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>6秒","35","65","1","False","True","False","False","False","3"
"309","召喚出寵物「迷你克勞德」。<hex:02100103>以古代英雄為原型製作的魔法人偶。總是一副沒什麼興趣的樣子。","以古代英雄克勞德為原型製作的魔法人偶。克勞德不但是傳說中的士兵，而且還擁有無與倫比的戰鬥能力。為了再現他傳說中勇猛的身姿，就連他愛用的破壞劍也一同製作了出來。","幻想已經結束了……<hex:02100103>我要活在我的現實中。<hex:02100103>　　　　　　——克勞德","畫龍點睛","對範圍內的敵人造成380攻擊力的傷害。","75","65","3","False","False","False","True","False","1"
