"0","4","True",""
"1","7","False","魔導裝甲的殘骸。這裡難道經歷了激烈的戰鬥？"
"2","7","False","久經使用的劍和盾。看起來不像是加雷馬帝國軍的裝備。它們的主人究竟是誰？"
"3","4","True","好像是席德年輕時記錄的衛月觀測資料。上面書寫著整整齊齊的文字和複雜的公式。根據席德推測，衛月擁有收集太陽能後進行轉換、輸送的機能。如果在未做好接收準備的情況下啟動衛月，積蓄了數千年的龐大能量將會從天而降，造成重大的事故。"
"4","7","False","魔導死神的殘骸。受損十分嚴重，已經無法再次使用了……"
"5","7","False","腳部不良の魔導リーパーだ。先程の戦闘で消耗し、もう使用できないようだ……。"
"6","7","False","すでに事切れている。自分自身の身體でなら、救えたかもしれない……。キャンプ・ブロークングラスに急ぎ、ゼノスの凶行を阻止しよう。"
"7","7","False","看樣子是遭到了被控制的帝國兵襲擊，已經嚥氣了。從懷中搜到了軍用恢復藥。"
"8","7","False","看樣子是曾經拚命抵抗過，但已經嚥氣了。從懷中搜到了軍用恢復藥。"
"9","7","False","腿部受損的魔導死神。機器還留有餘溫，不久之前應該還被人駕駛過。如果有認證秘鑰和燃料應該可以啟動。使用這臺機器的魔導加農炮，也許能掃清正面的敵人……"
"10","7","False","腿部受損的魔導死神。使用了認證秘鑰，但因為缺少燃料無法啟動。尋找魔導死神的殘骸，搜索燃料。"
"11","7","False","魔導死神的殘骸。駕駛席的量表顯示還殘留著燃料。看樣子可以拆下青磷水箱。"
"12","7","False","腿部受損的魔導死神。在剛才的戰鬥中徹底損毀，失去了戰鬥能力。"
"13","7","False","魔導死神的殘骸。受損十分嚴重，已經無法再次使用了……"
"14","7","False","魔導死神的殘骸。駕駛席的量表顯示還殘留著燃料，但受損十分嚴重，已經無法再次使用了……"
"15","7","False","已經嚥氣了。如果是自己的身體，是否能拯救他呢……"
"16","7","False","魔導死神的殘骸。受損十分嚴重，已經無法再次使用了……"
"17","7","False","疑似是新兵的帝國兵已經嚥氣了。從懷中搜到了軍用恢復藥。"
"18","7","False","魅了された帝國兵が「軍用ポーション」を持っていた！このクエストバトルでは、通常時の戦闘能力を発揮できません。そのため、なるべく戦闘を迴避しながら、キャンプ・ブロークングラスに向かうことを推奨します。一度、発見されて戦闘狀態に陥ると、魅了された帝國兵や魔導兵器は、執拗に追跡してきます。特に魔導兵器は手強いため、生身で戦うのは危険です。ＨＰは、コンテンツアクション「軍用ポーション」で回復できます。使用回數に制限がありますが、敵兵や殘骸などから、追加獲得できるため、積極的に探してみましょう。"
"19","7","False","魔導死神的殘骸。受損十分嚴重，已經無法再次使用了……從駕駛席搜到了帝國式強壯劑！"
"20","7","False","魔導死神的殘骸。受損十分嚴重，已經無法再次使用了……從駕駛席搜到了軍用恢復藥！"
"21","7","False","魔導死神的殘骸。受損十分嚴重，已經無法再次使用了……從駕駛席搜到了軍用恢復藥！"
"22","7","False","魔導死神的殘骸。受損十分嚴重，已經無法再次使用了……從駕駛席搜到了軍用恢復藥！"
"23","7","False","已經嚥氣了。"
"24","7","False","看樣子是從背後遭到了襲擊，已經嚥氣了。從懷中搜到了軍用恢復藥！"
"25","7","False","已經嚥氣了。"
"26","7","False","破爛的小麻袋。從裡面發現了軍用恢復藥！"
"27","7","False","破爛的小麻袋。從裡面發現了帝國式恢復劑！"
"28","7","False","腿部受損的魔導死神。補充了燃料，但因為缺少認證秘鑰無法啟動。搜索一下看看原本的駕駛員有沒有躲在附近。"
"29","7","False","水面泛起了波紋，開始產生細小的氣泡……想像了一下葉小妖的幼崽在葉片的後面扎堆的情景。"
"30","7","False","在葉片的表面有被踐踏的痕跡。是誰在打水時留下的嗎？"
"31","7","False","在水底發現了被植物寄生的動物屍骸。是在尋找食物的時候迷路了嗎？"
"32","7","False","發現了有輕微燒焦痕跡的水草。很像是賢者的攻擊術式留下的……"
"33","7","False","共通語で文章が刻まれている……「創世の刻、猛き焔神、猛き我らに炎を授けん　聖火授受、父祖より継がれし我らが炎、其の名を答えよ」"
"34","7","False","走り書きされた紙片が落ちている。盜掘者のメモだろうか……？翠の希少石孔雀石の間　緑と黃の袋瓦礫の上　隅の土"
