"100","1","0","@","【語言】","yuyan."
"101","1","1","","請使用定型文翻譯系統。","qingshiyongdingxingwenfanyixitong"
"102","1","10","","日語","riyu"
"103","1","11","","英語","yingyu"
"104","1","12","","法語","fayu"
"105","1","13","","德語","deyu"
"106","1","31","","你會說日語嗎？","nihuishuoriyuma?"
"107","1","32","","你會說英語嗎？","nihuishuoyingyuma?"
"108","1","33","","你會說法語嗎？","nihuishuofayuma?"
"109","1","34","","你會說德語嗎？","nihuishuodeyuma?"
"110","1","41","","我不會說英語。","wobuhuishuoyingyu"
"111","1","40","","我不會說日語。","wobuhuishuoriyu"
"112","1","42","","我不會說法語。","wobuhuishuofayu"
"113","1","43","","我不會說德語。","wobuhuishuodeyu"
"114","1","20","","請聽著。","qingtingzhe"
"115","1","21","","能聽見嗎？","nengtingjianma?"
"116","1","22","","我會說一點。","wohuishuoyidian"
"117","1","23","","我能看懂一點。","wonengkandongyidian"
"118","1","24","","請用簡單的詞彙。","qingyongjiandandecihui"
"119","1","25","","請不要使用省略語。","qingbuyaoshiyongshenglveyu"
"120","1","26","","請稍等，我需要些時間來回復。","qingshaodeng,woxuyaoxieshijianlaihuifu"
"121","1","30","","你的母語是什麼？","nidemuyushishenme?"
"200","2","0","@","【問候語】","wenhouyu."
"201","2","1","","很高興見到你。","hengaoxingjiandaoni"
"202","2","2","","早安！","zaoshanghao"
"203","2","3","","你好！","nihao"
"204","2","4","","晚安！","wanshanghao"
"205","2","5","","晚安！","wanan"
"206","2","6","","再會。","zaihui"
"207","2","7","","今天很高興。","jintianhengaoxing"
"208","2","8","","回頭見！","huitoujian"
"209","2","9","","有時間再一起玩！","youshijianzaiyiqiwan"
"210","2","10","","我回來了！","wohuilaile"
"211","2","11","","歡迎回來。","huanyinghuilai"
"212","2","12","","恭喜！","gongxi"
"213","2","13","","幹得好！","gandehao"
"214","2","14","","加油！","jiayou"
"215","2","15","","太好了！","taihaole"
"216","2","16","","謝謝你。","xiexieni"
"217","2","17","","不客氣。","bukeqi"
"218","2","18","","多保重。","duobaozhong"
"219","2","19","","對不起。","duibuqi"
"220","2","20","","請原諒我。","qingyuanliangwo"
"221","2","21","","很遺憾。","henyihan"
"222","2","22","","打擾一下……","daraoyixia"
"223","2","23","","祝你旅途愉快。","zhunilvtuyukuai"
"224","2","24","","我是第一次來這裡。","woshidiyicilaizheli"
"225","2","25","","我很期待！","wohenqidai"
"226","2","26","","打得好！辛苦了！","dadehaoxinkule"
"227","2","27","","請多關照！","qingduoguanzhao"
"228","2","28","","我得走了，非常感謝各位。","wodeizoulefeichangganxiegewei"
"229","2","29","","我們玩得輕鬆點吧！","womenwandeqingsongdianba"
"230","2","31","","我會盡力的！","wohuijinlide"
"231","2","30","","一起加油吧！","yiqijiayouba"
"232","2","32","","好好期待吧！","haohaoqidaiba"
"233","2","33","","冷靜一點吧！","lengjingyidianba"
"300","3","0","@","【提問】","tiwen."
"301","3","1","","誰？","shui?"
"302","3","2","","哪個？","nage?"
"303","3","3","","怎樣？","zenyang?"
"304","3","4","","什麼？","shenme?"
"305","3","5","","什麼時候？","shenmeshihou?"
"306","3","6","","多少？","duoshao?"
"307","3","7","","在哪？","zaina?"
"308","3","8","","為什麼？","weishenme?"
"309","3","9","","怎麼了？","zenmele?"
"310","3","10","","我們要去哪？","womenyaoquna?"
"311","3","11","","你可以嗎？","nikeyima?"
"312","3","12","","需要幫忙嗎？","xuyaobangmangma?"
"313","3","13","","我們做什麼任務？","womenzuoshenmerenwu?"
"314","3","14","","你能做什麼任務？","ninengzuoshenmerenwu?"
"315","3","15","","你有嗎？","niyouma?"
"316","3","16","","現在你在使用什麼武器？","xianzainizaishiyongshenmewuqi?"
"317","3","17","","你還能使用其他什麼職業？","nihainengshiyongqitashenmezhiye?"
"318","3","18","","你還能擔任其他什麼職能？","nihainengdanrenqitashenmezhineng?"
"319","3","19","","你設定好了嗎？","nishezhihaolema?"
"320","3","20","","用什麼戰術？","yongshenmezhanshu?"
"321","3","21","","我能加你為好友嗎？","wonengjianiweihaoyouma?"
"322","3","22","","能休息下嗎？","nengxiuxixiama?"
"323","3","23","","稍微修理一下吧？","shaoweixiuliyixiaba?"
"324","3","24","","能幫我修理一下嗎？","nengbangwoxiuliyixiama?"
"325","3","25","","需要我幫你鑲嵌魔晶石嗎？","xuyaowobangnixiangqianmojingshima?"
"326","3","26","","能幫我鑲嵌下魔晶石嗎？","nengbangwoxiangqianxiamojingshima?"
"327","3","27","","你要加入我的小隊嗎？","niyaojiaruwodexiaoduima?"
"328","3","28","","能把我加入你的小隊嗎？","nengbawojiarunidexiaoduima?"
"329","3","29","","我們把小隊解散了怎麼樣？","womenbaxiaoduijiesanlezenmeyang?"
"330","3","30","","來加入我們的通訊貝嗎？","laijiaruwomendetongxunbeima?"
"331","3","31","","能讓我加入通訊貝嗎？","nengrangwojiarutongxunbeima?"
"332","3","32","","來加入我們的部隊嗎？","laijiaruwomendebuduima?"
"333","3","33","","能讓我加入部隊嗎？","nengrangwojiarubuduima?"
"334","3","34","","你在幹什麼？","nizaiganshenme?"
"335","3","35","","來進行卡片對局嗎？","laijinxingkapianduijuma?"
"336","3","36","","我們改變一下規則好嗎？","womengaibianyixiaguizehaoma?"
"337","3","37","","來進行大賽對局嗎？","laijinxingdasaiduijuma?"
"338","3","38","","魔力夠用嗎？","moligouyongma?"
"339","3","39","","有什麼不明白的地方嗎？","youshenmebumingbaidedifangma?"
"340","3","40","","看到了嗎？","kandaolema?"
"341","3","41","","知道怎麼打嗎？","zhidaozenmedama?"
"342","3","42","","能說說打法嗎？","nengshuoshuodafama?"
"343","3","43","","要來共同騎乘嗎？","yaolaigongtongqichengma?"
"344","3","44","","能讓我共同騎乘嗎？","nengrangwogongtongqichengma?"
"400","4","0","@","【回答】","huida."
"401","4","1","","我不知道。","wobuzhidao"
"402","4","2","","不，謝了。","buxiele"
"403","4","3","","好的，拜託了。","haodebaituole"
"404","4","4","","拜託您了。","baituoninle"
"405","4","5","","明白。","mingbai"
"406","4","6","","抱歉，我現在很忙。","baoqianwoxianzaihenmang"
"407","4","7","","我現在想獨自一人活動。","woxianzaixiangduziyirenhuodong"
"408","4","8","","我不知道該怎麼回答這個問題。","wobuzhidaogaizenmehuidazhegewenti"
"409","4","9","","原來如此。","yuanlairuci"
"410","4","10","","謝謝你的提案，不過還是算了。","xiexienidetianbuguohaishisuanle"
"411","4","11","","聽起來有意思。","tingqilaiyouyisi"
"412","4","12","","嗯……","en"
"413","4","13","","啊？！","a?!"
"414","4","14","","真的？","zhende?"
"415","4","15","","唔。","wu"
"416","4","16","","一會還有別的事。","yihuihaiyoubiedeshi"
"417","4","17","","再來一局。","zailaiyiju"
"418","4","18","","結束對局吧。","jieshuduijuba"
"419","4","19","","我想暫停一會兒。","woxiangzantingyihuier"
"420","4","20","","有可能。","youkeneng"
"500","5","0","@","【理由】","liyou."
"501","5","1","","正在詠唱。","zhengzaiyongchang"
"502","5","2","","該工作了。","gaigongzuole"
"503","5","3","","我約了人。","woyueleren"
"504","5","4","","我睏了。","wokunle"
"505","5","5","","我累了。","woleile"
"506","5","6","","有事要辦，先走一步！","youshiyaobanxianzouyibu"
"507","5","7","","身體有點不舒服。","shentiyoudianbushufu"
"508","5","8","","我不是很有興趣。","wobushihenyouxingqu"
"509","5","9","","我有興趣。","woyouxingqu"
"510","5","10","","我現在正在任務裡。","woxianzaizhengzairenwuli"
"511","5","11","","正在戰鬥中！","zhengzaizhandouzhong"
"512","5","12","","我想賺錢。","woxiangzhengqian"
"513","5","13","","我不記得了。","wobujidele"
"514","5","14","","我不知道。","wobuzhidao"
"515","5","15","","剛用掉了……","gangyongdiaole"
"516","5","16","","我想賺經驗值。","woxiangzhengjingyanzhi"
"517","5","17","","我錯了。","wocuole"
"518","5","18","","已經有人邀請我了。","yijingyourenyaoqingwole"
"519","5","19","","我已經有一個了。","woyijingyouyigele"
"520","5","20","","招募已經結束了。","zhaomuyijingjieshule"
"521","5","21","","我正在做準備。","wozhengzaizuozhunbei"
"522","5","22","","現在無法脫身。","xianzaiwufatuoshen"
"523","5","23","","我在和人聊天。","wozaiherenliaotian"
"524","5","24","","我沒有在用鍵盤。","womeiyouzaiyongjianpan"
"525","5","25","","我正在查資料。","wozhengzaichaziliao"
"600","6","0","@","【交易】","jiaoyi."
"601","6","1","","能賣給我嗎？","nengmaigeiwoma?"
"602","6","2","","能幫我個忙嗎？","nengbangwogemangma?"
"603","6","3","","能便宜些嗎？","nengpianyixiema?"
"604","6","4","","要購買嗎？","yaogoumaima?"
"605","6","5","","要出售嗎？","yaochushouma?"
"606","6","6","","能交換嗎？","nengjiaohuanma?"
"607","6","7","","你需要嗎？","nixuyaoma?"
"608","6","8","","你能製作嗎？","ninengzhizuoma?"
"609","6","9","","你有嗎？","niyouma?"
"610","6","10","","需要什麼必要的素材？","xuyaoshenmebiyaodesucai?"
"611","6","11","","沒錢！","meiqian"
"612","6","12","","我沒有那個道具。","womeiyounagedaoju"
"613","6","13","","我沒什麼能給你的。","womeishenmenenggeinide"
"614","6","14","","給你這個。","geinizhege"
"615","6","15","","請。","qing"
"616","6","16","","報酬：","baochou"
"617","6","17","","價格：","jiage"
"618","6","18","","傳送物品","fasongwupin"
"700","7","0","@","【組織】","zuzhi."
"701","7","1","","尋找同伴中。","xunzhaotongbanzhong"
"702","7","2","","請集合。","qingjihe"
"703","7","3","","組隊怎麼樣？","zuduizenmeyang?"
"704","7","4","","你是一個人嗎？","nishiyigerenma?"
"705","7","5","","有空位嗎？","youkongweima?"
"706","7","6","","請邀請我。","qingyaoqingwo"
"707","7","7","","請讓我加入。","qingrangwojiaru"
"708","7","8","","誰是隊長？","shuishiduizhang?"
"709","7","9","","就一會兒也可以。","jiuyihuieryekeyi"
"710","7","10","","我們小隊滿了。","womenxiaoduimanle"
"711","7","11","","請幫個忙。","qingbanggemang"
"712","7","12","","小隊解散。","xiaoduijiesan"
"713","7","13","","暫時離開一下。","zanshilikaiyixia"
"714","7","14","","希望組隊。","xiwangzudui"
"715","7","15","","輕銳小隊","qingruixiaodui"
"716","7","16","","滿編小隊","manbianxiaodui"
"717","7","17","","我還沒有適應。","wohaimeiyoushiying"
"718","7","18","","要補充隊員嗎？","yaobuchongduiyuanma?"
"800","8","0","@","【戰術】","zhanshu."
"801","8","201","","請跟上。","qinggenshang"
"802","8","202","","我會跟上的。","wohuigenshangde"
"803","8","203","","調查看看。","diaochakankan"
"804","8","204","","我找到了！","wozhaodaole"
"805","8","1","","全力攻擊！","quanligongji"
"806","8","2","","稍微退後些。","shaoweituihouxie"
"807","8","3","","請留意仇恨值。","qingliuyichouhenzhi"
"808","8","4","","先幹掉這個！","xiangandiaozhege"
"809","8","5","","請不要攻擊。","qingbuyaogongji"
"810","8","6","","拉住那隻怪！","lazhunazhiguai"
"811","8","7","","請使它無效化。","qingshitawuxiaohua"
"812","8","8","","治療！","zhiliao"
"813","8","9","","快加上！","kuaijiashang"
"814","8","10","","快跑！","kuaipao"
"815","8","11","","救命！","jiuming"
"816","8","12","","停止！","tingzhi"
"817","8","13","","待命中。","daimingzhong"
"818","8","14","","沒剩下了。","meishengxiale"
"819","8","15","","沒有了。","meiyoule"
"820","8","16","","請節約一點。","qingjieyueyidian"
"821","8","17","","我會節約的。","wohuijieyuede"
"822","8","18","","裝備的耐久度下降了。","zhuangbeidenaijiuduxiajiangle"
"823","8","19","","準備完畢！","zhunbeiwanbi"
"824","8","100","","請標記怪物。","qingbiaojiguaiwu"
"825","8","20","","用這個吧。","yongzhegeba"
"826","8","205","","休息一下吧。","xiuxiyixiaba"
"827","8","21","","我去引敵人過來。","woquyindirenguolai"
"828","8","22","","我去吸引敵人。","woquxiyindiren"
"829","8","206","","請等一下。","qingdengyixia"
"830","8","207","","在那邊集合吧。","zainabianjiheba"
"831","8","208","","我們走吧。","womenzouba"
"832","8","209","","請到那邊去。","qingdaonabianqu"
"833","8","210","","我現在過去。","woxianzaiguoqu"
"834","8","211","","馬上回來。","mashanghuilai"
"835","8","212","","請快點擲骰。","qingkuaidianzhitou"
"836","8","300","","弱點：","ruodian"
"837","8","301","","注意：","zhuyi"
"838","8","302","","推薦：","tuijian"
"839","8","303","","討伐順序：","taofashunxu"
"840","8","304","","所需物品：","suoxuwupin"
"841","8","23","","請保持住敵人的仇恨。","qingbaochizhudirendechouhen"
"842","8","24","","敵人正在靠近！","direnzhengzaikaojin"
"843","8","25","","請不要在意。","qingbuyaozaiyi"
"844","8","26","","請不要管那個。","qingbuyaoguannage"
"845","8","1084","","交換。","jiaohuan"
"846","8","27","","換我來！","huanwolai"
"847","8","28","","我先上！","woxianshang"
"848","8","200","","我們慢點打。","womenmandianda"
"849","8","30","","快做！","kuaizuo"
"850","8","305","","方向：","fangxiang"
"851","8","31","","快迴避！","kuaihuibi"
"852","8","32","","請朝後。","qingchaohou"
"853","8","33","","快去吃傷害。","kuaiquchishanghai"
"854","8","34","","讓敵人離遠點。","rangdirenliyuandian"
"855","8","35","","離遠點。","liyuandian"
"856","8","36","","離近點。","lijindian"
"857","8","37","","帶走。","daizou"
"859","8","39","","快切斷！","kuaiqieduan"
"860","8","40","","繼續維持！","jixuweichi"
"861","8","41","","一起打倒吧！","yiqidadaoba"
"862","8","42","","躲起來！","duoqilai"
"863","8","43","","搭乘了！","dachengle!"
"864","8","44","","請搭乘！","qingdacheng!"
"900","9","0","@","【職能】","zhineng."
"901","9","1","","隊長","duizhang"
"902","9","2","","管理員","guanliyuan"
"903","9","10","","戰鬥菁英","zhandoujingying"
"904","9","11","","魔法導師","mofadaoshi"
"905","9","12","","大地使者","dadishizhe"
"906","9","13","","能工巧匠","nenggongqiaojiang"
"907","9","20","","防護職業","fanghuzhiye"
"908","9","23","","近戰職業","jinzhanzhiye"
"909","9","24","","遠程職業","yuanchengzhiye"
"910","9","21","","治療職業","zhiliaozhiye"
"911","9","26","","強化職業","qianghuazhiye"
"912","9","25","","魔法職業","mofazhiye"
"913","9","22","","進攻職業","jingongzhiye"
"950","10","0","@","【位置】","weizhi."
"951","10","1","","位置","weizhi"
"952","10","13","","北","bei"
"953","10","12","","南","nan"
"954","10","10","","東","dong"
"955","10","11","","西","xi"
"956","10","20","","上","shang"
"957","10","21","","下","xia"
"958","10","23","","右","you"
"959","10","22","","左","zuo"
"960","10","30","","前面","qianmian"
"961","10","31","","後面","houmian"
"962","10","43","","旁邊","pangbian"
"963","10","40","","正面","zhengmian"
"964","10","46","","中央","zhongyang"
"965","10","41","","側面","cemian"
"966","10","44","","內側","neice"
