"0","","0","0","0","0","0","False","False","False","100","100","100","FF","0","0","0","0","0","0"
"1","綠寶石獸","0","0","0","0","0","False","True","True","100","100","100","FF","0","0","0","0","0","0"
"2","黃寶石獸","0","0","0","0","0","False","True","True","100","100","100","FF","0","0","0","0","0","0"
"3","","0","0","0","0","0","False","True","True","100","100","100","0","1","2","3","0","0","0"
"4","","0","0","0","0","0","False","True","True","100","100","100","1","1","2","3","0","0","0"
"5","","0","0","0","0","0","False","True","True","100","100","100","2","1","2","3","0","0","0"
"6","朝日小仙女","803","805","7438","16544","802","False","True","True","100","100","100","FF","0","0","0","0","0","0"
"7","夕月小仙女","803","805","7438","16544","0","False","True","True","100","100","100","FF","0","0","0","0","0","0"
"8","車式浮空炮塔","0","0","7416","0","0","True","False","False","100","100","100","FF","0","0","0","0","0","0"
"9","象式浮空炮塔","0","0","7417","0","0","True","False","False","100","100","100","FF","0","0","0","0","0","0"
"10","亞靈神巴哈姆特","7428","0","7449","0","0","False","False","True","10","20","30","FF","0","0","0","0","0","0"
"11","","0","0","7440","7441","0","True","False","False","100","100","100","FF","0","0","0","0","0","0"
"12","亞靈神巴哈姆特","29676","0","29677","0","0","False","False","False","100","100","100","FF","0","0","0","0","0","0"
"13","","0","0","17801","0","0","False","False","False","100","100","100","FF","0","0","0","0","0","0"
"14","亞靈神不死鳥","16519","0","16518","0","0","False","False","True","33","66","100","FF","0","0","0","0","0","0"
"15","熾天使","16550","16551","16547","0","16548","False","True","True","100","100","100","FF","0","0","0","0","0","0"
"16","月長寶石獸","0","0","0","0","0","False","False","False","100","100","100","FF","0","0","0","0","0","0"
"17","英雄的掠影","0","0","0","0","0","True","False","False","100","100","100","FF","0","0","0","0","0","0"
"18","女王自走人偶","0","0","16503","25787","0","True","False","False","100","100","100","FF","0","0","0","0","0","0"
"19","分身","0","0","0","0","0","False","False","False","100","100","100","FF","0","0","0","0","0","0"
"20","亞靈神不死鳥","29681","0","29682","0","0","False","False","False","100","100","100","FF","0","0","0","0","0","0"
"21","熾天使","29240","0","29241","0","0","False","False","False","100","100","100","FF","0","0","0","0","0","0"
"22","分身","0","0","0","0","0","False","False","False","100","100","100","FF","0","0","0","0","0","0"
"23","寶石獸","25841","25842","0","0","0","False","True","True","100","100","100","FF","1","2","3","5","6","7"
"24","紅寶石獸","0","0","25843","0","0","False","False","True","100","100","100","FF","0","0","0","0","0","0"
"25","黃寶石獸","0","0","25844","0","0","False","False","True","100","100","100","FF","0","0","0","0","0","0"
"26","綠寶石獸","0","0","25845","0","0","False","False","True","100","100","100","FF","0","0","0","0","0","0"
"27","伊弗利特之靈","0","0","25846","25849","0","False","False","True","100","100","100","FF","1","2","3","4","0","0"
"28","泰坦之靈","0","0","25847","25850","0","False","False","True","100","100","100","FF","1","2","3","4","0","0"
"29","迦樓羅之靈","0","0","25848","25851","0","False","False","True","100","100","100","FF","1","2","3","4","0","0"
"30","紅玉伊弗利特","0","0","25852","0","0","False","False","True","25","50","75","FF","0","0","0","0","0","0"
"31","黃玉泰坦","0","0","25853","0","0","False","False","True","33","66","100","FF","0","0","0","0","0","0"
"32","翠玉迦樓羅","0","0","25854","0","0","False","False","True","33","66","100","FF","0","0","0","0","0","0"
"33","","0","0","25863","25864","0","True","False","False","100","100","100","FF","0","0","0","0","0","0"
"34","琥珀寶石獸","0","0","0","0","0","False","False","False","100","100","100","FF","0","0","0","0","0","0"
"35","象式浮空炮塔","29413","0","0","0","0","True","False","False","100","100","100","FF","0","0","0","0","0","0"
"36","寶石獸","0","0","0","0","0","False","False","False","100","100","100","FF","0","0","0","0","0","0"
"37","寶石獸","0","0","0","0","0","False","False","False","100","100","100","FF","0","0","0","0","0","0"
"38","紅寶石獸","0","0","0","0","0","False","False","False","100","100","100","FF","0","0","0","0","0","0"
"39","紅寶石獸","0","0","0","0","0","False","False","False","100","100","100","FF","0","0","0","0","0","0"
