"0","0","0","0","0","自訂"
"1","1","1","1","1","基礎"
"2","2","3","1","2","簡約"
"3","10","10","1","3","古典"
"4","7","10","1","4","華美"
"5","3","11","8","5","豪華"
"6","8","1","1","6","乙太空間"
"7","7","7","1","7","日誌"
"8","4","9","5","8","職能：防護職業"
"9","6","9","7","9","職能：治療職業"
"10","5","9","6","10","職能：進攻職業"
"11","52","12","12","2000","騎士（簡易）"
"12","53","13","13","2001","戰士（簡易）"
"13","54","14","14","2002","暗黑騎士（簡易）"
"14","55","15","15","2003","絕槍戰士（簡易）"
"15","56","16","16","2004","白魔法師（簡易）"
"16","57","17","17","2005","學者（簡易）"
"17","58","18","18","2006","占星術士（簡易）"
"18","59","19","19","2007","賢者（簡易）"
"19","60","20","20","2008","武僧（簡易）"
"20","61","21","21","2009","龍騎士（簡易）"
"21","62","22","22","2010","忍者（簡易）"
"22","63","23","23","2011","武士（簡易）"
"23","64","24","24","2012","收割者（簡易）"
"24","65","25","25","2013","吟遊詩人（簡易）"
"25","66","26","26","2014","機工士（簡易）"
"26","67","27","27","2015","舞者（簡易）"
"27","68","28","28","2016","黑魔法師（簡易）"
"28","69","29","29","2017","召喚師（簡易）"
"29","70","30","30","2018","赤魔法師（簡易）"
"30","11","12","12","2050","騎士（華麗）"
"31","12","13","13","2051","戰士（華麗）"
"32","13","14","14","2052","暗黑騎士（華麗）"
"33","14","15","15","2053","絕槍戰士（華麗）"
"34","15","16","16","2054","白魔法師（華麗）"
"35","16","17","17","2055","學者（華麗）"
"36","17","18","18","2056","占星術士（華麗）"
"37","18","19","19","2057","賢者（華麗）"
"38","19","20","20","2058","武僧（華麗）"
"39","20","21","21","2059","龍騎士（華麗）"
"40","21","22","22","2060","忍者（華麗）"
"41","22","23","23","2061","武士（華麗）"
"42","23","24","24","2062","收割者（華麗）"
"43","24","25","25","2063","吟遊詩人（華麗）"
"44","25","26","26","2064","機工士（華麗）"
"45","26","27","27","2065","舞者（華麗）"
"46","27","28","28","2066","黑魔法師（華麗）"
"47","28","29","29","2067","召喚師（華麗）"
"48","29","30","30","2068","赤魔法師（華麗）"
"49","30","31","31","3000","星極隊"
"50","31","32","32","3001","靈極隊"
"51","41","42","42","4000","隨身神典石1"
"52","42","43","43","4001","隨身神典石2"
"53","86","44","44","2500","巴哈姆特絕境戰"
"54","87","45","45","2501","究極神兵絕境戰"
"55","88","46","46","2502","亞歷山大絕境戰"
"56","89","47","47","2503","幻想龍詩絕境戰"
"57","32","33","33","3200","第1賽季水晶衝突：王者"
"58","33","34","34","3201","第1賽季水晶衝突：勇者"
"59","34","35","35","3202","第1賽季水晶衝突：優勝者"
"60","35","36","36","3208","第1賽季水晶衝突：青銅"
"61","36","37","37","3207","第1賽季水晶衝突：白銀"
"62","37","38","38","3206","第1賽季水晶衝突：黃金"
"63","38","39","39","3205","第1賽季水晶衝突：白金"
"64","39","40","40","3204","第1賽季水晶衝突：鑽石"
"65","40","41","41","3203","第1賽季水晶衝突：水晶"
"66","90","48","48","3209","第2賽季水晶衝突：王者"
"67","91","49","49","3210","第2賽季水晶衝突：勇者"
"68","92","50","50","3211","第2賽季水晶衝突：優勝者"
"69","93","51","51","3217","第2賽季水晶衝突：青銅"
"70","94","52","52","3216","第2賽季水晶衝突：白銀"
"71","95","53","53","3215","第2賽季水晶衝突：黃金"
"72","96","54","54","3214","第2賽季水晶衝突：白金"
"73","97","55","55","3213","第2賽季水晶衝突：鑽石"
"74","98","56","56","3212","第2賽季水晶衝突：水晶"
"75","99","57","57","3218","第3賽季水晶衝突：王者"
"76","100","58","58","3219","第3賽季水晶衝突：勇者"
"77","101","59","59","3220","第3賽季水晶衝突：優勝者"
"78","102","60","60","3226","第3賽季水晶衝突：青銅"
"79","103","61","61","3225","第3賽季水晶衝突：白銀"
"80","104","62","62","3224","第3賽季水晶衝突：黃金"
"81","105","63","63","3223","第3賽季水晶衝突：白金"
"82","106","64","64","3222","第3賽季水晶衝突：鑽石"
"83","107","65","65","3221","第3賽季水晶衝突：水晶"
"84","108","66","66","3002","水晶衝突：藍色"
"85","109","67","67","3003","水晶衝突：紅色"
"86","0","0","0","0",""
"87","0","0","0","0",""
"88","119","70","75","11","幾何圖形：圓形"
"89","116","69","74","12","漫畫"
"90","125","76","1","13","稀有度1（普通品質）"
"91","126","76","1","14","稀有度2（普通品質）"
"92","127","76","1","15","稀有度3（普通品質）"
"93","128","76","1","16","稀有度4（普通品質）"
"94","129","76","1","17","稀有度5（普通品質）"
"95","125","77","1","18","稀有度1（高品質）"
"96","126","77","1","19","稀有度2（高品質）"
"97","127","77","1","20","稀有度3（高品質）"
"98","128","77","1","21","稀有度4（高品質）"
"99","129","77","1","22","稀有度5（高品質）"
"100","123","1","76","23","音樂"
"101","115","1","73","24","咖啡廳"
"102","0","0","0","0",""
"103","0","0","0","0",""
"104","0","0","0","0",""
"105","0","0","0","0",""
"106","0","0","0","0",""
"107","0","0","0","0",""
"108","0","0","0","0",""
"109","0","0","0","0",""
"110","0","0","0","0",""
"111","0","0","0","0",""
"112","0","0","0","0",""
"113","0","0","0","0",""
"114","0","0","0","0",""
"115","0","0","0","0",""
"116","0","0","0","0",""
"117","0","0","0","0",""
"118","0","0","0","0",""
"119","0","0","0","0",""
"120","0","0","0","0",""
"121","0","0","0","0",""
"122","0","0","0","0",""
"123","0","0","0","0",""
"124","0","0","0","0",""
"125","0","0","0","0",""
"126","0","0","0","0",""
"127","0","0","0","0",""
"128","0","0","0","0",""
"129","0","0","0","0",""
"130","0","0","0","0",""
"131","0","0","0","0",""
"132","0","0","0","0",""
"133","0","0","0","0",""
"134","0","0","0","0",""
"135","0","0","0","0",""
"136","0","0","0","0",""
"137","0","0","0","0",""
"138","0","0","0","0",""
"139","0","0","0","0",""
"140","0","0","0","0",""
"141","0","0","0","0",""
"142","0","0","0","0",""
"143","0","0","0","0",""
"144","0","0","0","0",""
"145","0","0","0","0",""
"146","0","0","0","0",""
"147","0","0","0","0",""
"148","0","0","0","0",""
"149","0","0","0","0",""
"150","0","0","0","0",""
