"0","TEXT_CLSTAN580_02078_SEQ_00","宝杖通りのエルドは、商売を拡大しようとしているようだ。"
"1","TEXT_CLSTAN580_02078_SEQ_01","エルドから商人ギルドへの上納金を渡すよう頼まれた。貴族への紹介状も欲しいようだ。宝杖通りの「エレイズ」に、「<hex:022811FF0A4576656E744974656DF61E8BD80103>」を渡そう。"
"2","TEXT_CLSTAN580_02078_SEQ_02","エレイズに<hex:022811FF0A4576656E744974656DF61E8BD80103>を渡した。紹介状はゲルハルトからもらうことになった。宝杖通りの「ゲルハルト」と話そう。"
"3","TEXT_CLSTAN580_02078_SEQ_03","ゲルハルトと話した。彼は、オブルナルに詩作の伝言を交換条件に、紹介状を引き受けてくれた。宝杖通りの「エルド」に報告しよう。"
"4","TEXT_CLSTAN580_02078_SEQ_04","エルドに報告した。詩作の依頼をするため、イシュガルドの雲霧街にいる「オブルナル」に、「<hex:022811FF0A4576656E744974656DF61E8B320103>」を渡そう。"
"5","TEXT_CLSTAN580_02078_SEQ_05","オブルナルに、<hex:022811FF0A4576656E744974656DF61E8B320103>を渡した。彼は、詩作についても応じてくれた。宝杖通りの「エルド」に「<hex:022811FF0A4576656E744974656DF61E8B330103>」を渡そう。"
"6","TEXT_CLSTAN580_02078_SEQ_06","エルドに<hex:022811FF0A4576656E744974656DF61E8B330103>を渡した。貴族に売り込むための品の製作を頼まれた。「<hex:02280DFF074974656D4851F22EF80103>」を製作し、宝杖通りの「エルド」に納品しよう。"
"7","TEXT_CLSTAN580_02078_SEQ_07","<hex:02280DFF074974656D4851F22EF80103>をエルドに納品した。ゲルハルトは、エルドの商会に、全面的な協力を申し出てくれた。どんどん大きくなるエルドの商会に負けないように、革細工師として大きくなろう。<hex:02100103><hex:02100103>※革細工師のレベルが60以上になると、宝杖通りのエルドから次の革細工師クエストを受注することができます。"
"8","TEXT_CLSTAN580_02078_SEQ_08",""
"9","TEXT_CLSTAN580_02078_SEQ_09",""
"10","TEXT_CLSTAN580_02078_SEQ_10",""
"11","TEXT_CLSTAN580_02078_SEQ_11",""
"12","TEXT_CLSTAN580_02078_SEQ_12",""
"13","TEXT_CLSTAN580_02078_SEQ_13",""
"14","TEXT_CLSTAN580_02078_SEQ_14",""
"15","TEXT_CLSTAN580_02078_SEQ_15",""
"16","TEXT_CLSTAN580_02078_SEQ_16",""
"17","TEXT_CLSTAN580_02078_SEQ_17",""
"18","TEXT_CLSTAN580_02078_SEQ_18",""
"19","TEXT_CLSTAN580_02078_SEQ_19",""
"20","TEXT_CLSTAN580_02078_SEQ_20",""
"21","TEXT_CLSTAN580_02078_SEQ_21",""
"22","TEXT_CLSTAN580_02078_SEQ_22",""
"23","TEXT_CLSTAN580_02078_SEQ_23",""
"24","TEXT_CLSTAN580_02078_TODO_00","エレイズに<hex:022811FF0A4576656E744974656DF61E8BD80103>を渡す"
"25","TEXT_CLSTAN580_02078_TODO_01","ゲルハルトと話す"
"26","TEXT_CLSTAN580_02078_TODO_02","エルドと話す"
"27","TEXT_CLSTAN580_02078_TODO_03","雲霧街のオブルナルに<hex:022811FF0A4576656E744974656DF61E8B320103>を渡す"
"28","TEXT_CLSTAN580_02078_TODO_04","宝杖通りのエルドに<hex:022811FF0A4576656E744974656DF61E8B330103>を渡す"
"29","TEXT_CLSTAN580_02078_TODO_05","<hex:020848E3E802E803FF1A02280DFF074974656D4851F22EF80103E38292E8A3BDE4BD9CFF26E382A8E383ABE38389E381AB02280DFF074974656D4851F22EF80103E38292E7B48DE5938103>"
"30","TEXT_CLSTAN580_02078_TODO_06",""
"31","TEXT_CLSTAN580_02078_TODO_07",""
"32","TEXT_CLSTAN580_02078_TODO_08",""
"33","TEXT_CLSTAN580_02078_TODO_09",""
"34","TEXT_CLSTAN580_02078_TODO_10",""
"35","TEXT_CLSTAN580_02078_TODO_11",""
"36","TEXT_CLSTAN580_02078_TODO_12",""
"37","TEXT_CLSTAN580_02078_TODO_13",""
"38","TEXT_CLSTAN580_02078_TODO_14",""
"39","TEXT_CLSTAN580_02078_TODO_15",""
"40","TEXT_CLSTAN580_02078_TODO_16",""
"41","TEXT_CLSTAN580_02078_TODO_17",""
"42","TEXT_CLSTAN580_02078_TODO_18",""
"43","TEXT_CLSTAN580_02078_TODO_19",""
"44","TEXT_CLSTAN580_02078_TODO_20",""
"45","TEXT_CLSTAN580_02078_TODO_21",""
"46","TEXT_CLSTAN580_02078_TODO_22",""
"47","TEXT_CLSTAN580_02078_TODO_23",""
"48","TEXT_CLSTAN580_02078_ELDE_000_000","<hex:022C0DFF07022903EB0203FF02200203>さん、お世話になります！<hex:02100103>おかげさまで、売れ行きも上々……<hex:02100103>「着飾る」ことへの関心が、皇都に広がっているようです。"
"49","TEXT_CLSTAN580_02078_ELDE_000_001","……ところで、そろそろ顔役のエレイズさんに、<hex:02100103>商人ギルドへの上納金を納める時期なのですが……。<hex:02100103>すみません、あなたにお願いしてもいいですか？"
"50","TEXT_CLSTAN580_02078_ELDE_000_002","わがままを言って申し訳ないんですが、<hex:02100103>商会の代表として、ひとりでも多くのお客様と接したくて、<hex:02100103>今はなるべく、お店を離れたくないんですよ。"
"51","TEXT_CLSTAN580_02078_ELDE_000_003","それから、エレイズさんに上納金を渡すときに、<hex:02100103>紹介状を書いてもらえないか相談してほしいんです。<hex:02100103>上流貴族のお客様に対する紹介状を……。"
