"0","0","0","0","False",""
"1","0","0","0","False",""
"2","0","0","0","False",""
"3","0","0","0","False",""
"4","0","0","0","False",""
"5","1","0","0","True",""
"6","1","0","0","True",""
"7","1","0","0","True",""
"8","1","0","0","True",""
"9","1","0","0","True",""
"10","1","0","0","True",""
"11","1","0","0","True",""
"12","2","1","1","True","<hex:02097DE802FF37>名も無き者たちの広場：第一期整備計画<hex:FF41>第<hex:31>報　名も無き者たちの広場：第一期整備計画<hex:03>"
"13","2","1","2","False","<hex:020967E802FF2C>求ム！<hex:20>復興共同作業への参加！<hex:FF36>第<hex:32>報　求ム！<hex:20>復興共同作業への参加！<hex:03>"
"14","2","4","3","True","<hex:02097DE802FF37>名も無き者たちの広場：第二期整備計画<hex:FF41>第<hex:33>報　名も無き者たちの広場：第二期整備計画<hex:03>"
"15","2","4","4","False","<hex:020959E802FF25>ふたたびの復興共同作業！<hex:FF2F>第<hex:34>報　ふたたびの復興共同作業！<hex:03>"
"16","2","7","5","True","<hex:02097DE802FF37>名も無き者たちの広場：第三期整備計画<hex:FF41>第<hex:35>報　名も無き者たちの広場：第三期整備計画<hex:03>"
"17","2","7","6","False","<hex:02096BE802FF2E>リズベスの計画に協力してくれ！<hex:FF38>第<hex:36>報　リズベスの計画に協力してくれ！<hex:03>"
"18","2","10","7","True","<hex:02096BE802FF2E>名も無き者たちの広場：整備完了<hex:FF38>第<hex:37>報　名も無き者たちの広場：整備完了<hex:03>"
"19","3","1","2","True","製作物の納品について"
"20","3","1","3","True","復興共同作業について"
"21","3","1","1","True","「イシュガルド復興」とは"
"22","1","0","0","True",""
"23","1","0","0","True",""
"24","1","0","0","True",""
"25","1","0","0","True",""
"26","2","11","1","True","<hex:020947E802FF1C>十字鍬通り整備計画<hex:FF26>第<hex:31>報　十字鍬通り整備計画<hex:03>"
"27","2","11","2","False","<hex:02095FE802FF28>復興作業の、新たな一歩だ！<hex:FF32>第<hex:32>報　復興作業の、新たな一歩だ！<hex:03>"
"28","2","14","3","False","<hex:020989E802FF3D>十字鍬通りの復興共同作業、進んでるっす！<hex:FF47>第<hex:33>報　十字鍬通りの復興共同作業、進んでるっす！<hex:03>"
"29","2","16","4","False","<hex:020971E802FF31>十字鍬通りの整備をお願いします！<hex:FF3B>第<hex:34>報　十字鍬通りの整備をお願いします！<hex:03>"
"30","2","19","5","False","<hex:020971E802FF31>噴水建設のための復興共同作業だ！<hex:FF3B>第<hex:35>報　噴水建設のための復興共同作業だ！<hex:03>"
"31","2","21","6","True","<hex:02094DE802FF1F>聖ロエル広場整備計画<hex:FF29>第<hex:36>報　聖ロエル広場整備計画<hex:03>"
"32","2","21","7","False","<hex:020959E802FF25>新たな通りに着手するぞ！<hex:FF2F>第<hex:37>報　新たな通りに着手するぞ！<hex:03>"
"33","2","24","8","False","<hex:020989E802FF3D>皆さんの麗しい作業姿、拝見していますよ。<hex:FF47>第<hex:38>報　皆さんの麗しい作業姿、拝見していますよ。<hex:03>"
"34","2","26","9","False","<hex:02094DE802FF1F>求ム！　舗装作業員！<hex:FF29>第<hex:39>報　求ム！　舗装作業員！<hex:03>"
"35","2","29","10","False","<hex:020984E802FF3A>復興共同作業で、職人の技を見せてくれ！<hex:FF45>第<hex:3130>報　復興共同作業で、職人の技を見せてくれ！<hex:03>"
"36","2","30","11","True","<hex:020960E802FF28>ニューネスト居住区整備計画<hex:FF33>第<hex:3131>報　ニューネスト居住区整備計画<hex:03>"
"37","2","30","12","False","<hex:020990E802FF40>いよいよ、居住区予定地での復興共同作業だ！<hex:FF4B>第<hex:3132>報　いよいよ、居住区予定地での復興共同作業だ！<hex:03>"
"38","2","33","13","False","<hex:02097EE802FF37>復興共同作業、順調に進んでいますっ！<hex:FF42>第<hex:3133>報　復興共同作業、順調に進んでいますっ！<hex:03>"
"39","2","35","14","False","<hex:020990E802FF40>引き続き、ガレキの撤去作業をお願いします！<hex:FF4B>第<hex:3134>報　引き続き、ガレキの撤去作業をお願いします！<hex:03>"
"40","2","37","15","False","<hex:02097EE802FF37>長らくの瓦礫撤去作業、ご苦労だった！<hex:FF42>第<hex:3135>報　長らくの瓦礫撤去作業、ご苦労だった！<hex:03>"
"41","2","40","16","False","<hex:020954E802FF22>いよいよ住居の建設だ！<hex:FF2D>第<hex:3136>報　いよいよ住居の建設だ！<hex:03>"
