"0",""
"1","コンボ用アクション。<hex:02100103>使用するごとに以下のウェポンスキルを順番に発動する。<hex:02100103>次に発動するウェポンスキルの発動条件を満たしていなかった場合は、最初のウェポンスキルに戻る。<hex:02100103><hex:02100103>1：<hex:024804F201F403><hex:024904F201F503>「ファストブレード」<hex:0249020103><hex:0248020103><hex:02100103>2：<hex:024804F201F403><hex:024904F201F503>「サベッジブレード」<hex:0249020103><hex:0248020103><hex:02100103>3：<hex:024804F201F403><hex:024904F201F503>「レイジ・オブ・ハルオーネ」<hex:0249020103><hex:0248020103>"
"2","コンボ用アクション。<hex:02100103>使用するごとに以下のウェポンスキルを順番に発動する。<hex:02100103>次に発動するウェポンスキルの発動条件を満たしていなかった場合は、最初のウェポンスキルに戻る。<hex:02100103><hex:02100103>1：<hex:024804F201F403><hex:024904F201F503>「ファストブレード」<hex:0249020103><hex:0248020103><hex:02100103>2：<hex:024804F201F403><hex:024904F201F503>「ライオットソード」<hex:0249020103><hex:0248020103><hex:02100103>3：<hex:024804F201F403><hex:024904F201F503>「ロイヤルアソリティ」<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>※「忠義の剣」効果中は、「ロイエ」に変化する。<hex:0249020103><hex:0248020103>"
"3","コンボ用アクション。<hex:02100103>使用するごとに以下のウェポンスキルを順番に発動する。<hex:02100103>次に発動するウェポンスキルの発動条件を満たしていなかった場合は、最初のウェポンスキルに戻る。<hex:02100103><hex:02100103>1：<hex:024804F201F403><hex:024904F201F503>「ヘヴィスウィング」<hex:0249020103><hex:0248020103><hex:02100103>2：<hex:024804F201F403><hex:024904F201F503>「スカルサンダー」<hex:0249020103><hex:0248020103><hex:02100103>3：<hex:024804F201F403><hex:024904F201F503>「ボーラアクス」<hex:0249020103><hex:0248020103>"
"4","コンボ用アクション。<hex:02100103>使用するごとに以下のウェポンスキルを順番に発動する。<hex:02100103>次に発動するウェポンスキルの発動条件を満たしていなかった場合は、最初のウェポンスキルに戻る。<hex:02100103><hex:02100103>1：<hex:024804F201F403><hex:024904F201F503>「ヘヴィスウィング」<hex:0249020103><hex:0248020103><hex:02100103>2：<hex:024804F201F403><hex:024904F201F503>「メイム」<hex:0249020103><hex:0248020103><hex:02100103>3：<hex:024804F201F403><hex:024904F201F503>「シュトルムヴィント」<hex:0249020103><hex:0248020103>"
"5","コンボ用アクション。<hex:02100103>使用するごとに以下のウェポンスキルを順番に発動する。<hex:02100103>次に発動するウェポンスキルの発動条件を満たしていなかった場合は、最初のウェポンスキルに戻る。<hex:02100103><hex:02100103>1：<hex:024804F201F403><hex:024904F201F503>「ハードスラッシュ」<hex:0249020103><hex:0248020103><hex:02100103>2：<hex:024804F201F403><hex:024904F201F503>「スピンスラッシュ」<hex:0249020103><hex:0248020103><hex:02100103>3：<hex:024804F201F403><hex:024904F201F503>「パワースラッシュ」<hex:0249020103><hex:0248020103>"
"6","コンボ用アクション。<hex:02100103>使用するごとに以下のウェポンスキルを順番に発動する。<hex:02100103>次に発動するウェポンスキルの発動条件を満たしていなかった場合は、最初のウェポンスキルに戻る。<hex:02100103><hex:02100103>1：<hex:024804F201F403><hex:024904F201F503>「ハードスラッシュ」<hex:0249020103><hex:0248020103><hex:02100103>2：<hex:024804F201F403><hex:024904F201F503>「サイフォンストライク」<hex:0249020103><hex:0248020103><hex:02100103>3：<hex:024804F201F403><hex:024904F201F503>「ソウルイーター」<hex:0249020103><hex:0248020103>"
"7","コンボ用アクション。<hex:02100103>使用するごとに以下のウェポンスキルを順番に発動する。<hex:02100103>次に発動するウェポンスキルの発動条件を満たしていなかった場合は、最初のウェポンスキルに戻る。<hex:02100103><hex:02100103>1：<hex:024804F201F403><hex:024904F201F503>「連撃」<hex:0249020103><hex:0248020103><hex:02100103>2：<hex:024804F201F403><hex:024904F201F503>「正拳突き」<hex:0249020103><hex:0248020103><hex:02100103>3：<hex:024804F201F403><hex:024904F201F503>「崩拳」<hex:0249020103><hex:0248020103>"
"8","コンボ用アクション。<hex:02100103>使用するごとに以下のウェポンスキルを順番に発動する。<hex:02100103>次に発動するウェポンスキルの発動条件を満たしていなかった場合は、最初のウェポンスキルに戻る。<hex:02100103><hex:02100103>1：<hex:024804F201F403><hex:024904F201F503>「双竜脚」<hex:0249020103><hex:0248020103><hex:02100103>2：<hex:024804F201F403><hex:024904F201F503>「双掌打」<hex:0249020103><hex:0248020103><hex:02100103>3：<hex:024804F201F403><hex:024904F201F503>「破砕拳」<hex:0249020103><hex:0248020103>"
"9","コンボ用アクション。<hex:02100103>使用するごとに以下のウェポンスキルを順番に発動する。<hex:02100103>次に発動するウェポンスキルの発動条件を満たしていなかった場合は、最初のウェポンスキルに戻る。<hex:02100103><hex:02100103>1：<hex:024804F201F403><hex:024904F201F503>「竜眼雷電」<hex:0249020103><hex:0248020103><hex:02100103>2：<hex:024804F201F403><hex:024904F201F503>「フルスラスト」<hex:0249020103><hex:0248020103><hex:02100103>3：<hex:024804F201F403><hex:024904F201F503>「竜牙竜爪」<hex:0249020103><hex:0248020103><hex:02100103>4：<hex:024804F201F403><hex:024904F201F503>「竜尾大車輪」<hex:0249020103><hex:0248020103>"
"10","コンボ用アクション。<hex:02100103>使用するごとに以下のウェポンスキルを順番に発動する。<hex:02100103>次に発動するウェポンスキルの発動条件を満たしていなかった場合は、最初のウェポンスキルに戻る。<hex:02100103><hex:02100103>1：<hex:024804F201F403><hex:024904F201F503>「インパルスドライヴ」<hex:0249020103><hex:0248020103><hex:02100103>2：<hex:024804F201F403><hex:024904F201F503>「ディセムボウル」<hex:0249020103><hex:0248020103><hex:02100103>3：<hex:024804F201F403><hex:024904F201F503>「桜華狂咲」<hex:0249020103><hex:0248020103><hex:02100103>4：<hex:024804F201F403><hex:024904F201F503>「竜尾大車輪」<hex:0249020103><hex:0248020103>"
"11","コンボ用アクション。<hex:02100103>使用するごとに以下のウェポンスキルを順番に発動する。<hex:02100103>次に発動するウェポンスキルの発動条件を満たしていなかった場合は、最初のウェポンスキルに戻る。<hex:02100103><hex:02100103>1：<hex:024804F201F403><hex:024904F201F503>「双刃旋」<hex:0249020103><hex:0248020103><hex:02100103>2：<hex:024804F201F403><hex:024904F201F503>「風断ち」<hex:0249020103><hex:0248020103><hex:02100103>3：<hex:024804F201F403><hex:024904F201F503>「旋風刃」<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>※「三印自在」効果中は、「氷晶乱流の術」に変化する。<hex:0249020103><hex:0248020103>"
"12","コンボ用アクション。<hex:02100103>使用するごとに以下のウェポンスキルを順番に発動する。<hex:02100103>次に発動するウェポンスキルの発動条件を満たしていなかった場合は、最初のウェポンスキルに戻る。<hex:02100103><hex:02100103>1：<hex:024804F201F403><hex:024904F201F503>「双刃旋」<hex:0249020103><hex:0248020103><hex:02100103>2：<hex:024804F201F403><hex:024904F201F503>「影牙」<hex:0249020103><hex:0248020103>"
