"0","0","","False","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","","",""
"1","0","","False","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","","はい","いいえ"
"2","0","WarpRentalChocobo","True","HOWTO_ABOUT_RENTAL_CHOCOBO","","","","","","","","","","81","0","0","0","0","0","0","0","0","0","レンタルチョコボ","",""
"3","0","WarpInnLimsaLominsa","True","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","","",""
"4","0","WarpInnGridania","True","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","","",""
"5","0","WarpInnUldah","True","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","","",""
"6","0","WarpHousingEnterHouse","True","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","","はい","いいえ"
"7","0","WarpHousingExitHouse","True","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","","はい","いいえ"
"8","0","WarpWeddingPlaceDesk","False","QUEST_WEDDING","ITEM_CHILD_TICKET","","","","","","","","","67114","8699","0","0","0","0","0","0","0","0","","はい","いいえ"
"9","0","WarpInnIshgard","True","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","","",""
"10","0","WarpInnKugane","True","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","","",""
"11","0","WarpInnCrystarium","True","QST_LUCKMA401","QST_LUCKME114","QST_LUCKMF111","QST_SEQ_11","QST_SEQ_FINISH","QST_LUCKMI111","","","","","68836","69179","69190","11","255","69317","0","0","0","0","","",""
"12","0","WarpSystemEnterTerritory","False","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","","",""
"13","0","WarpInnOldSharlayan","True","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","","",""
"14","0","WarpSEElpis","False","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","","はい","いいえ"
"15","0","WarpSEUltimaThule","False","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","","はい","いいえ"
