"0","TEXT_LUCKBA311_03274_SEQ_00","彷徨う階段亭のルー・リークは、どこか自信なさげに立っている。"
"1","TEXT_LUCKBA311_03274_SEQ_01","ルー・リークは、人を雇って調べたところ、アンドレイアに罪喰いにされた魔獣の情報を得たようだ。アム・アレーンのシムーンの背骨で「ルー・リーク」と話そう。"
"2","TEXT_LUCKBA311_03274_SEQ_02","ルー・リークと話し、罪喰い化した毒蠍を探して倒すことになった。アム・アレーンのアンバーフィールドの「<hex:02280CFF05454F626AF61EAD1F0103>」で見渡して、毒蠍型の罪喰いが現れたら討伐しよう。"
"3","TEXT_LUCKBA311_03274_SEQ_03","<hex:02280CFF05454F626AF61EAD1F0103>で見渡したところ、毒蠍型の罪喰いらしき姿はなかった。再度、アンバーフィールドの「<hex:02280CFF05454F626AF61EAD200103>」で見渡して、毒蠍型の罪喰いが現れたら討伐しよう。"
"4","TEXT_LUCKBA311_03274_SEQ_04","毒蠍型の罪喰いを討伐した。集合場所であるシムーンの背骨の「<hex:02280CFF05454F626AF61EAD210103>」で待機しよう。"
"5","TEXT_LUCKBA311_03274_SEQ_05","<hex:02280CFF05454F626AF61EAD210103>で待機したところ、アンドレイアが現れて冒険者は過去視に陥った。どうやら、レンダ・レイの過去の魔獣討伐を垣間見たようだ。彷徨う階段亭に戻り「ルー・リーク」と話そう。"
"6","TEXT_LUCKBA311_03274_SEQ_06","ルー・リークと話し、祝杯をあげた。彼はアンドレイアの動向を伺うという。よき頃合いに、またルー・リークを訪ねよう。<hex:02100103><hex:02100103>※いずれかのファイター系DPSジョブのレベルが74以上になると、彷徨う階段亭のルー・リークから次のファイター系DPSロールクエストを受注することができます。"
"7","TEXT_LUCKBA311_03274_SEQ_07",""
"8","TEXT_LUCKBA311_03274_SEQ_08",""
"9","TEXT_LUCKBA311_03274_SEQ_09",""
"10","TEXT_LUCKBA311_03274_SEQ_10",""
"11","TEXT_LUCKBA311_03274_SEQ_11",""
"12","TEXT_LUCKBA311_03274_SEQ_12",""
"13","TEXT_LUCKBA311_03274_SEQ_13",""
"14","TEXT_LUCKBA311_03274_SEQ_14",""
"15","TEXT_LUCKBA311_03274_SEQ_15",""
"16","TEXT_LUCKBA311_03274_SEQ_16",""
"17","TEXT_LUCKBA311_03274_SEQ_17",""
"18","TEXT_LUCKBA311_03274_SEQ_18",""
"19","TEXT_LUCKBA311_03274_SEQ_19",""
"20","TEXT_LUCKBA311_03274_SEQ_20",""
"21","TEXT_LUCKBA311_03274_SEQ_21",""
"22","TEXT_LUCKBA311_03274_SEQ_22",""
"23","TEXT_LUCKBA311_03274_SEQ_23",""
"24","TEXT_LUCKBA311_03274_TODO_00","シムーンの背骨のルー・リークと話す"
"25","TEXT_LUCKBA311_03274_TODO_01","<hex:02280CFF05454F626AF61EAD1F0103>で見渡し、毒蠍型の罪喰いが現れたら討伐"
"26","TEXT_LUCKBA311_03274_TODO_02","<hex:02280CFF05454F626AF61EAD200103>で再度見渡し、毒蠍型の罪喰いが現れたら討伐"
"27","TEXT_LUCKBA311_03274_TODO_03","<hex:02280CFF05454F626AF61EAD210103>で待機"
"28","TEXT_LUCKBA311_03274_TODO_04","彷徨う階段亭のルー・リークと話す"
"29","TEXT_LUCKBA311_03274_TODO_05",""
"30","TEXT_LUCKBA311_03274_TODO_06",""
"31","TEXT_LUCKBA311_03274_TODO_07",""
"32","TEXT_LUCKBA311_03274_TODO_08",""
"33","TEXT_LUCKBA311_03274_TODO_09",""
"34","TEXT_LUCKBA311_03274_TODO_10",""
"35","TEXT_LUCKBA311_03274_TODO_11",""
"36","TEXT_LUCKBA311_03274_TODO_12",""
"37","TEXT_LUCKBA311_03274_TODO_13",""
"38","TEXT_LUCKBA311_03274_TODO_14",""
"39","TEXT_LUCKBA311_03274_TODO_15",""
"40","TEXT_LUCKBA311_03274_TODO_16",""
"41","TEXT_LUCKBA311_03274_TODO_17",""
"42","TEXT_LUCKBA311_03274_TODO_18",""
"43","TEXT_LUCKBA311_03274_TODO_19",""
