"0","TEXT_GAIUSA404_00746_SEQ_00","双蛇党のボルセル大牙佐は、まだ冒険者に伝えたいことがあるようだ。"
"1","TEXT_GAIUSA404_00746_SEQ_01","ボルセル大牙佐が冒険者に感謝の言葉を伝えていたところ、ミンフィリアから連絡が入った。砂の家に戻り「タタル」に話しかけよう。"
"2","TEXT_GAIUSA404_00746_SEQ_02","タタルに労われた。ミンフィリアにも報告する必要がある。砂の家に入ろう。"
"3","TEXT_GAIUSA404_00746_SEQ_03","話し合いをしている最中に、ノラクシアがやってきた。どうやら暁の血盟を手伝ってくれるらしい。砂の家の「ミンフィリア」に報告しよう。"
"4","TEXT_GAIUSA404_00746_SEQ_04","蛮神「ラムウ」の一件が落ち着き、砂の家も賑やかになってきた。しかしミンフィリアは、同志の集結に喜ぶ一方、闇の存在に不安を感じているようだ……。"
"5","TEXT_GAIUSA404_00746_SEQ_05",""
"6","TEXT_GAIUSA404_00746_SEQ_06",""
"7","TEXT_GAIUSA404_00746_SEQ_07",""
"8","TEXT_GAIUSA404_00746_SEQ_08",""
"9","TEXT_GAIUSA404_00746_SEQ_09",""
"10","TEXT_GAIUSA404_00746_SEQ_10",""
"11","TEXT_GAIUSA404_00746_SEQ_11",""
"12","TEXT_GAIUSA404_00746_SEQ_12",""
"13","TEXT_GAIUSA404_00746_SEQ_13",""
"14","TEXT_GAIUSA404_00746_SEQ_14",""
"15","TEXT_GAIUSA404_00746_SEQ_15",""
"16","TEXT_GAIUSA404_00746_SEQ_16",""
"17","TEXT_GAIUSA404_00746_SEQ_17",""
"18","TEXT_GAIUSA404_00746_SEQ_18",""
"19","TEXT_GAIUSA404_00746_SEQ_19",""
"20","TEXT_GAIUSA404_00746_SEQ_20",""
"21","TEXT_GAIUSA404_00746_SEQ_21",""
"22","TEXT_GAIUSA404_00746_SEQ_22",""
"23","TEXT_GAIUSA404_00746_SEQ_23",""
"24","TEXT_GAIUSA404_00746_TODO_00","砂の家のタタルと話す"
"25","TEXT_GAIUSA404_00746_TODO_01","砂の家に入る"
"26","TEXT_GAIUSA404_00746_TODO_02","砂の家のミンフィリアと話す"
"27","TEXT_GAIUSA404_00746_TODO_03",""
"28","TEXT_GAIUSA404_00746_TODO_04",""
"29","TEXT_GAIUSA404_00746_TODO_05",""
"30","TEXT_GAIUSA404_00746_TODO_06",""
"31","TEXT_GAIUSA404_00746_TODO_07",""
"32","TEXT_GAIUSA404_00746_TODO_08",""
"33","TEXT_GAIUSA404_00746_TODO_09",""
"34","TEXT_GAIUSA404_00746_TODO_10",""
"35","TEXT_GAIUSA404_00746_TODO_11",""
"36","TEXT_GAIUSA404_00746_TODO_12",""
"37","TEXT_GAIUSA404_00746_TODO_13",""
"38","TEXT_GAIUSA404_00746_TODO_14",""
"39","TEXT_GAIUSA404_00746_TODO_15",""
"40","TEXT_GAIUSA404_00746_TODO_16",""
"41","TEXT_GAIUSA404_00746_TODO_17",""
"42","TEXT_GAIUSA404_00746_TODO_18",""
"43","TEXT_GAIUSA404_00746_TODO_19",""
"44","TEXT_GAIUSA404_00746_TODO_20",""
"45","TEXT_GAIUSA404_00746_TODO_21",""
"46","TEXT_GAIUSA404_00746_TODO_22",""
"47","TEXT_GAIUSA404_00746_TODO_23",""
"48","TEXT_GAIUSA404_00746_VORSAILE_000_000","今回の一件、本当によくやってくれた。<hex:02100103>調和と協調を望まれているカヌ・エ様も、<hex:02100103>さぞ、お喜びになるだろう。"
"49","TEXT_GAIUSA404_00746_VORSAILE_000_001","蛮神「ラムウ」のテンパードとなったシルフ族についても、<hex:02100103>カヌ・エ様なら、仮宿のシルフ族と協力して、<hex:02100103>解放への道を探ってくれるかもしれないしね。"
"50","TEXT_GAIUSA404_00746_VORSAILE_000_002","「暁の血盟」、君たちに心からの感謝を。<hex:02100103>盟主ミンフィリア殿にも、感謝の言葉を伝えてほしい。"
"51","TEXT_GAIUSA404_00746_MINFILIA_000_010","……聞こえる？<hex:02100103>わたしよ、ミンフィリア。"
"52","TEXT_GAIUSA404_00746_MINFILIA_000_011","イダとパパリモから報告を聞いたわ。<hex:02100103>シルフ族との対話に成功したんですってね！"
"53","TEXT_GAIUSA404_00746_MINFILIA_000_012","シルフ族が蛮神「ラムウ」を召喚することも、<hex:02100103>双蛇党が争うこともないのね……良かった……。"
"54","TEXT_GAIUSA404_00746_MINFILIA_000_013","一度、「砂の家」に戻ってきてくれるかしら。<hex:02100103>状況を整理しましょう。<hex:02100103>……じゃ、待ってるわね！"
"55","TEXT_GAIUSA404_00746_TATARU_000_020","おかえりなさいまっせ！<hex:02100103>蛮神「ラムウ」の任務、おつかれさまでっした！"
"56","TEXT_GAIUSA404_00746_TATARU_000_021","ミンフィリアさんなら、奥におられまっす。<hex:02100103>あとで報告されるといいでっす。"
"57","TEXT_GAIUSA404_00746_ALPHINAUD_000_050","蛮神「ラムウ」の方は、片付いたようだね。"
"58","TEXT_GAIUSA404_00746_MINFILIA_000_051","ええ、完全に解決というわけではないけど、<hex:02100103>しばらくは問題ないはずよ。"
"59","TEXT_GAIUSA404_00746_ALPHINAUD_000_052","それは結構。"
"60","TEXT_GAIUSA404_00746_MINFILIA_000_053","それはそうと、例の件は？"
"61","TEXT_GAIUSA404_00746_ALPHINAUD_000_054","そっちはサンクレッドが当たっているよ。"
"62","TEXT_GAIUSA404_00746_ALPHINAUD_000_055","奴らは個であり個ではない。<hex:02100103>おおよそ、ミンフィリアの想像どおりだろう。<hex:02100103>……相変わらず目的は、わからないままだがね。"
"63","TEXT_GAIUSA404_00746_MINFILIA_000_056","そう……。"
"64","TEXT_GAIUSA404_00746_MINFILIA_000_057","そういえば、アリゼーはどうしたの？<hex:02100103>しばらく見かけないけど。"
"65","TEXT_GAIUSA404_00746_ALPHINAUD_000_058","彼女は彼女で動いているさ。<hex:02100103>……離れていても、我々の目的は同じ。<hex:02100103>想いを紡ぐだけだよ。"
"66","TEXT_GAIUSA404_00746_ALPHINAUD_000_059","さて、委員会からの報告書は、確かに届けたからね。<hex:02100103>それでは失礼するよ。"
"67","TEXT_GAIUSA404_00746_MINFILIA_000_060","あの話、進めてもいいのね？"
"68","TEXT_GAIUSA404_00746_ALPHINAUD_000_061","……よしなに。"
"69","TEXT_GAIUSA404_00746_MINFILIA_000_062","おかえり！<hex:02100103>おつかれさまだったわね！"
"70","TEXT_GAIUSA404_00746_MINFILIA_000_063","争いにならなくて、本当に良かったわ。<hex:02100103>あなたの活躍に感謝します……。"
"71","TEXT_GAIUSA404_00746_PAPALYMO_000_064","これで、蛮神「イフリート」そして蛮神「ラムウ」は、<hex:02100103>ひとまず落ち着いたな。"
"72","TEXT_GAIUSA404_00746_YDA_000_065","シルフ族と、ちゃんと話しあえてよかったよ！<hex:02100103>……あとはラノシアのサハギン族？"
"73","TEXT_GAIUSA404_00746_PAPALYMO_000_066","サハギン族の蛮神「リヴァイアサン」は、<hex:02100103>ここしばらく、呼びかけに応じていないらしい。<hex:02100103>サハギン族自体は、頻繁に活動しているようだけど。"
