"30001","探索委託：平地1","0"
"30002","探索委託：平地2","0"
"30003","探索委託：平地3","0"
"30004","探索委託：平地4","0"
"30005","探索委託：平地5","0"
"30006","探索委託：平地6","0"
"30007","探索委託：平地7","0"
"30008","探索委託：平地8","0"
"30009","探索委託：平地9","0"
"30010","探索委託：平地10","0"
"30011","探索委託：平地11","50"
"30012","探索委託：平地12","60"
"30013","探索委託：平地13","70"
"30014","探索委託：山嶽1","0"
"30015","探索委託：山嶽2","0"
"30016","探索委託：山嶽3","0"
"30017","探索委託：山嶽4","0"
"30018","探索委託：山嶽5","0"
"30019","探索委託：山嶽6","0"
"30020","探索委託：山嶽7","0"
"30021","探索委託：山嶽8","0"
"30022","探索委託：山嶽9","0"
"30023","探索委託：山嶽10","0"
"30024","探索委託：山嶽11","50"
"30025","探索委託：山嶽12","60"
"30026","探索委託：山嶽13","70"
"30027","探索委託：森林1","0"
"30028","探索委託：森林2","0"
"30029","探索委託：森林3","0"
"30030","探索委託：森林4","0"
"30031","探索委託：森林5","0"
"30032","探索委託：森林6","0"
"30033","探索委託：森林7","0"
"30034","探索委託：森林8","0"
"30035","探索委託：森林9","0"
"30036","探索委託：森林10","0"
"30037","探索委託：森林11","50"
"30038","探索委託：森林12","60"
"30039","探索委託：森林13","70"
"30040","探索委託：水岸1","0"
"30041","探索委託：水岸2","0"
"30042","探索委託：水岸3","0"
"30043","探索委託：水岸4","0"
"30044","探索委託：水岸5","0"
"30045","探索委託：水岸6","0"
"30046","探索委託：水岸7","0"
"30047","探索委託：水岸8","0"
"30048","探索委託：水岸9","0"
"30049","探索委託：水岸10","0"
"30050","探索委託：水岸11","50"
"30051","探索委託：水岸12","60"
"30052","探索委託：水岸13","70"
"30053","自由探索委託","0"
"30054","探索委託：平地14","80"
"30055","探索委託：山嶽14","80"
"30056","探索委託：森林14","80"
"30057","探索委託：水岸14","80"
"30058","探索委託：平地15","90"
"30059","探索委託：山嶽15","90"
"30060","探索委託：森林15","90"
"30061","探索委託：水岸15","90"
"30062","探索委託：平地16","100"
"30063","探索委託：山嶽16","100"
"30064","探索委託：森林16","100"
"30065","探索委託：水岸16","100"
"30066","探索委託：平地17","110"
"30067","探索委託：山嶽17","110"
"30068","探索委託：森林17","110"
"30069","探索委託：水岸17","110"
"30070","探索委託：平地18","120"
"30071","探索委託：山嶽18","120"
"30072","探索委託：森林18","120"
"30073","探索委託：水岸18","120"
"30074","探索委託：平地19","130"
"30075","探索委託：山嶽19","130"
"30076","探索委託：森林19","130"
"30077","探索委託：水岸19","130"
"30078","探索委託：平地20","140"
"30079","探索委託：山嶽20","140"
"30080","探索委託：森林20","140"
"30081","探索委託：水岸20","140"
"30082","探索委託：平地21","150"
"30083","探索委託：山嶽21","150"
"30084","探索委託：森林21","150"
"30085","探索委託：水岸21","150"
"30086","探索委託：平地22","160"
"30087","探索委託：山嶽22","160"
"30088","探索委託：森林22","160"
"30089","探索委託：水岸22","160"
"30090","探索委託：平地23","170"
"30091","探索委託：山嶽23","170"
"30092","探索委託：森林23","170"
"30093","探索委託：水岸23","170"
"30094","探索委託：平地24","180"
"30095","探索委託：山嶽24","180"
"30096","探索委託：森林24","180"
"30097","探索委託：水岸24","180"
"30098","探索委託：平地25","190"
"30099","探索委託：山嶽25","190"
"30100","探索委託：森林25","190"
"30101","探索委託：水岸25","190"
"30102","探索委託：平地26","200"
"30103","探索委託：山嶽26","200"
"30104","探索委託：森林26","200"
"30105","探索委託：水岸26","200"
"30106","探索委託：平地27","210"
"30107","探索委託：山嶽27","210"
"30108","探索委託：森林27","210"
"30109","探索委託：水岸27","210"
"30110","探索委託：平地28","220"
"30111","探索委託：山嶽28","220"
"30112","探索委託：森林28","220"
"30113","探索委託：水岸28","220"
