"0","0","0","0","","",""
"1","0","0","0","開始遊戲","",""
"2","0","0","0","功能設定","",""
"3","0","0","0","開場動畫","",""
"4","0","0","0","製作人員","",""
"5","0","0","0","","",""
"6","0","0","0","要進行手把的按鍵設定嗎？<hex:02100103>※進入遊戲後可以在系統設定中隨時進行修改。","",""
"7","0","0","0","是","",""
"8","0","0","0","否","",""
"9","0","0","0","","",""
"10","0","0","0","遊戲帳號","",""
"11","0","0","0","請選擇遊戲帳號。","",""
"12","0","0","0","遊戲版本號：<hex:022903EA0203>(<hex:022903EA0303>)","",""
"13","0","0","0","<hex:024804F201F403><hex:024904F201F503>注意<hex:0249020103><hex:0248020103> : 現在處於低解析度狀態(480p/i 576p/i)。<hex:02100103>本遊戲推薦使用高解析度(720p)進行遊戲。","",""
"14","0","0","0","","",""
"15","0","0","0","確認","",""
"16","0","0","0","取消","",""
"17","0","0","0","請在右側的列表中選擇想要編輯的項目。<hex:02100103>???表示該項目仍未最後確定。","",""
"18","0","0","0","請在右側的列表中選擇想要編輯的項目。<hex:02100103>編輯之後點選最下面的確認按鈕可以查看更改後的形象。","",""
"19","0","0","0","請在右側的列表中選擇想要編輯的項目。<hex:02100103>???表示該項目仍未最後確定。<hex:02100103>確定外貌之後將結束形象編輯。","",""
"20","0","0","0","刪除角色","",""
"21","0","0","0","要刪除<hex:022903EA0203>嗎？<hex:02100103>刪除角色後，該角色持有的道具、金幣、僱傭的雇員也將被刪除。<hex:02100103>如果該角色是部隊長，且部隊中沒有符合繼任部隊長條件的成員，則該部隊將被解散。<hex:02100103>屆時部隊所擁有的房屋、部隊儲物櫃中的道具等財產也將被刪除，請多加注意。","",""
"22","0","0","0","是的，我已經知曉注意事項，決定刪除該角色。","",""
"23","0","0","0","修改姓名","",""
"24","0","0","0","修改雇員姓名","",""
"25","0","0","0","要以<hex:022903EA0203>登入嗎？","",""
"26","0","0","0","以該角色登入遊戲需要修改姓名。請輸入新的名字。","",""
"27","0","0","0","<hex:020860E1E80201FF2B>請在獲得角色情報後修改姓名。<hex:FF2E>以該角色登入遊戲需要修改姓名。<hex:03>","",""
"28","0","0","0","要將姓名改為「<hex:022903EA0203>」嗎？","",""
"29","0","0","0","要將雇員的姓名改為「<hex:022903EA0203>」嗎？","",""
"30","0","0","0","建立新角色","",""
"31","0","0","0","要結束角色建立嗎？<hex:02100103>當前正在處理的角色資訊都會消失。","",""
"32","0","0","0","以當前角色開始遊戲嗎？","",""
"33","0","0","0","要建立新角色嗎？","",""
"34","0","0","0","無法建立更多角色。右鍵點擊角色選擇刪除之後可以建立新角色。","",""
"35","0","0","0","<hex:022003E80203>/<hex:022003E80303>","",""
"36","0","0","0","所在地","",""
