"0","TEXT_AKTKLA506_04165_SEQ_00","選者殿のチャ・ラカ・ティアは、論文の仮説構築に難航しているようだ。"
"1","TEXT_AKTKLA506_04165_SEQ_01","チャ・ラカ・ティアから研究対象を釣ってくるよう依頼された。「<hex:02280DFF074974656D4D50F28B170103>」を6匹、選者殿の「チャ・ラカ・ティア」へ納品しよう。「<hex:02280DFF074974656D4D50F28B170103>」はエルピスのレーテー海で「スカイスプーン」を釣り餌にして釣りあげることができる。<hex:02100103><hex:02100103>※納品は、収集価値「503」以上で可能となりますが、「1183」以上で納品した場合、より多くの報酬が得られます。"
"2","TEXT_AKTKLA506_04165_SEQ_02","チャ・ラカ・ティアに「<hex:02280DFF074974656D4D50F28B170103>」を納品した。彼が己の疑問に答えを出せるよう、少し時間を空けて再訪しよう。"
"3","TEXT_AKTKLA506_04165_SEQ_03",""
"4","TEXT_AKTKLA506_04165_SEQ_04",""
"5","TEXT_AKTKLA506_04165_SEQ_05",""
"6","TEXT_AKTKLA506_04165_SEQ_06",""
"7","TEXT_AKTKLA506_04165_SEQ_07",""
"8","TEXT_AKTKLA506_04165_SEQ_08",""
"9","TEXT_AKTKLA506_04165_SEQ_09",""
"10","TEXT_AKTKLA506_04165_SEQ_10",""
"11","TEXT_AKTKLA506_04165_SEQ_11",""
"12","TEXT_AKTKLA506_04165_SEQ_12",""
"13","TEXT_AKTKLA506_04165_SEQ_13",""
"14","TEXT_AKTKLA506_04165_SEQ_14",""
"15","TEXT_AKTKLA506_04165_SEQ_15",""
"16","TEXT_AKTKLA506_04165_SEQ_16",""
"17","TEXT_AKTKLA506_04165_SEQ_17",""
"18","TEXT_AKTKLA506_04165_SEQ_18",""
"19","TEXT_AKTKLA506_04165_SEQ_19",""
"20","TEXT_AKTKLA506_04165_SEQ_20",""
"21","TEXT_AKTKLA506_04165_SEQ_21",""
"22","TEXT_AKTKLA506_04165_SEQ_22",""
"23","TEXT_AKTKLA506_04165_SEQ_23",""
"24","TEXT_AKTKLA506_04165_TODO_00","エルピスのレーテー海で釣り上げた<hex:02100103><hex:02280DFF074974656D4D50F28B170103>をチャ・ラカ・ティアに納品"
"25","TEXT_AKTKLA506_04165_TODO_01",""
"26","TEXT_AKTKLA506_04165_TODO_02",""
"27","TEXT_AKTKLA506_04165_TODO_03",""
"28","TEXT_AKTKLA506_04165_TODO_04",""
"29","TEXT_AKTKLA506_04165_TODO_05",""
"30","TEXT_AKTKLA506_04165_TODO_06",""
"31","TEXT_AKTKLA506_04165_TODO_07",""
"32","TEXT_AKTKLA506_04165_TODO_08",""
"33","TEXT_AKTKLA506_04165_TODO_09",""
"34","TEXT_AKTKLA506_04165_TODO_10",""
"35","TEXT_AKTKLA506_04165_TODO_11",""
"36","TEXT_AKTKLA506_04165_TODO_12",""
"37","TEXT_AKTKLA506_04165_TODO_13",""
"38","TEXT_AKTKLA506_04165_TODO_14",""
"39","TEXT_AKTKLA506_04165_TODO_15",""
"40","TEXT_AKTKLA506_04165_TODO_16",""
"41","TEXT_AKTKLA506_04165_TODO_17",""
"42","TEXT_AKTKLA506_04165_TODO_18",""
"43","TEXT_AKTKLA506_04165_TODO_19",""
"44","TEXT_AKTKLA506_04165_TODO_20",""
"45","TEXT_AKTKLA506_04165_TODO_21",""
"46","TEXT_AKTKLA506_04165_TODO_22",""
"47","TEXT_AKTKLA506_04165_TODO_23",""
"48","TEXT_AKTKLA506_04165_SYSTEM_000_900","本クエストを進行するためには、<hex:02100103>「メインクエスト：暁月のフィナーレ」の<hex:02100103>「生まれ死んで答を得る」を完了する必要があります。"
"49","TEXT_AKTKLA506_04165_TLAQATIA_100_001","なにかスパッと考え方を変えられるような、<hex:02100103>思い切ったアイディアが必要なんだよなぁ……<hex:02100103>うーん…………。"
"50","TEXT_AKTKLA506_04165_TLAQATIA_000_001","うーん、ダメだ……。<hex:02100103>やっぱり新たな仮説を構築するためには、<hex:02100103>ゾディアークが存在しなかった時代のサンプルが必要だ。"
"51","TEXT_AKTKLA506_04165_TLAQATIA_000_002","せっかく、ここまで研究を進めてきたのに、<hex:02100103>論文が白紙になっちまうだなんて……。"
"52","TEXT_AKTKLA506_04165_TLAQATIA_000_003","<hex:022C0DFF07022903EB0203FF02200203>、<hex:02100103>何でもいい、俺に閃きを与えてくれ！<hex:02100103>どんな荒唐無稽なアイディアでもいい、打開策が必要なんだ！"
"53","TEXT_AKTKLA506_04165_Q1_000_000","何と答える？"
"54","TEXT_AKTKLA506_04165_A1_000_001","自分なら古代のサンプルも採集できるが？"
"55","TEXT_AKTKLA506_04165_A1_000_002","何とかならないでもないような……"
"56","TEXT_AKTKLA506_04165_TLAQATIA_000_009","……お前のその表情……。<hex:02100103>何か方法があるっていうのか？"
"57","TEXT_AKTKLA506_04165_TLAQATIA_100_010","……意味深だなぁ！<hex:02100103>でも、詳しく語らないところを見ると、何か事情があるんだろ？<hex:02100103>これ以上詳しく聞くのは、今はやめておくよ。"
"58","TEXT_AKTKLA506_04165_TLAQATIA_000_010","しっかし、古代のサンプルを入手するのに自信があるなんて！<hex:02100103>腕利きだとは思っていたが、本当に滅茶苦茶なヤツだな！<hex:02100103>けど、これで光明が見えてきたってもんだぜ！"
"59","TEXT_AKTKLA506_04165_TLAQATIA_100_011","探すなら、できるだけ現生生物の近縁種がいいと思う。<hex:02100103>古くからエーテル器官が変わらない古代魚とされる、<hex:02100103>「<hex:02280DFF074974656D4D50F28B170103>」が見つかるといいんじゃないかな。"
"60","TEXT_AKTKLA506_04165_TLAQATIA_000_011","どこにアテがあるのか知らないが……お前を信じてる。<hex:02100103>その場所に赴いて、研究サンプルとなる古代魚を探してきてくれ！<hex:02100103>よろしく頼むぞ、<hex:022C0DFF07022903EB0203FF02200203>！"
"61","TEXT_AKTKLA506_04165_SYSTEM_000_012","「エルピス」のレーテー海付近で釣り餌「スカイスプーン」を使い、<hex:02100103>「<hex:02280DFF074974656D4D50F28B170103>」を釣り、<hex:02100103>チャ・ラカ・ティアに納品しましょう。"
"62","TEXT_AKTKLA506_04165_TLAQATIA_000_013","どこにアテがあるのか知らないが……お前を信じてる。<hex:02100103>「<hex:02280DFF074974656D4D50F28B170103>」という古代生物を探してきてくれ！<hex:02100103>よろしく頼むぞ、<hex:022C0DFF07022903EB0203FF02200203>！"
"63","TEXT_AKTKLA506_04165_SYSTEM_000_014","「エルピス」のレーテー海付近で釣り餌「スカイスプーン」を使い、<hex:02100103>「<hex:02280DFF074974656D4D50F28B170103>」を釣り、<hex:02100103>チャ・ラカ・ティアに納品しましょう。"
"64","TEXT_AKTKLA506_04165_TLAQATIA_000_020","これが「<hex:02280BFF054974656DF28B170103>」……！<hex:02100103>まさか実物を拝める日が来るなんて、夢みたいだぜ！"
"65","TEXT_AKTKLA506_04165_TLAQATIA_000_021","これが「<hex:02280BFF054974656DF28B170103>」……！<hex:02100103>しかもこんな大物が見られるなんて、目眩までしそうだ……！"
"66","TEXT_AKTKLA506_04165_TLAQATIA_000_030","お前が採集してきてくれたサンプルを分析してみた。<hex:02100103>まさに古代のサンプルと呼ぶにふさわしい、<hex:02100103>興味深い数値が出たぞ。"
"67","TEXT_AKTKLA506_04165_TLAQATIA_100_030","ちょうどここのところ、大学の上層部のほうじゃ、<hex:02100103>分かたれる前の世界について、話が飛び交ってるらしいからな。<hex:02100103>お前がどこまで行ってくれたんだろうって、考えてたんだ。"
"68","TEXT_AKTKLA506_04165_TLAQATIA_200_030","ゴブリン族の科学者集団が、時間遡上に挑んでいるだなんて噂が、<hex:02100103>研究者界隈で、まことしやかに囁かれてたのを思い出したりしてさ。<hex:02100103>まさかお前なら、そうして遠い時代へ……とかってな。"
"69","TEXT_AKTKLA506_04165_TLAQATIA_300_030","お前がそこまで実現して、俺の研究に協力してくれるってなら……<hex:02100103>もう、恐れ入るしかないよ！"
