"0","TEXT_REGNOR4AMITY_00593_JUDINE_000_000","あら、あなたは旅人様ですね。<hex:02100103>こんなところまで、ようこそお出でくださいました。<hex:02100103>私にわかることであれば、何なりとお尋ねくださいませ。"
"1","TEXT_REGNOR4AMITY_00593_Q1_000_000","何を聞く？"
"2","TEXT_REGNOR4AMITY_00593_A1_000_001","あなたのことを教えてほしい"
"3","TEXT_REGNOR4AMITY_00593_A1_000_002","ここはどんなところだ？"
"4","TEXT_REGNOR4AMITY_00593_A1_000_003","キャンセル"
"5","TEXT_REGNOR4AMITY_00593_JUDINE_000_010","私は以前、ユールモアで調理師として働いておりました。<hex:02100103>ですが、自由市民のお口に合わないものをお出ししてしまい、<hex:02100103>追放されてしまいました……。"
"6","TEXT_REGNOR4AMITY_00593_JUDINE_000_011","行く当てもなくなった絶望の最中、<hex:02100103>私のように追放された人々が隠れ住む集落があると聞き、<hex:02100103>このアミティーにやってきたのです。"
"7","TEXT_REGNOR4AMITY_00593_JUDINE_000_012","以前の環境とはかけ離れてはおりますが、<hex:02100103>自由市民たちの顔色を窺う重圧から解放されて、<hex:02100103>のびのびと生活していますよ。"
"8","TEXT_REGNOR4AMITY_00593_JUDINE_000_020","ここは、「アミティー」という集落です。<hex:02100103>100年前の「光の氾濫」が起こる前までは、<hex:02100103>ユールモアの人々とドワーフ族の、交易の拠点だったそうです。"
"9","TEXT_REGNOR4AMITY_00593_JUDINE_000_021","ドン・ヴァウスリーがユールモアの政権を握ってからは、<hex:02100103>アミティーとドワーフ族たちとの親交も途絶え、<hex:02100103>廃村となったと聞いていたのですが……。"
"10","TEXT_REGNOR4AMITY_00593_JUDINE_000_022","こうして人知れず存在していたなど、思いもよりませんでした。<hex:02100103>そうそう、「アミティー」とは「友好」という意なのですよ。<hex:02100103>私たちはここで、互いに手を取り、助け合って生活していくのです。"
