"0","False","False","False","False","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","False","False","False","False","False","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","4","0","0","0","やあ。ギルドリーヴを受けるかい？","駆け出しの冒険者さんですね。一人前になってからおいで。","ご苦労様です！　任務の成功を祈っています。","予備","報酬やで！","まだどのグランドカンパニーにも所属してない","グランドカンパニーのランクが一定以上に達していない","賞金首を討伐した"
"2","False","False","False","False","False","2","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","こちらでギルドリーヴを発行しています。<hex:02100103>あなたにぴったりのお仕事をお探ししますよ。","ここでは冒険者ギルドに所属する人たちに、<hex:02100103>「ギルドリーヴ」の仕事を発行しているの。<hex:02100103><hex:02170103>あなたが<hex:020939E802FF13>チャ・モクリ<hex:FF10>ゴントラン<hex:FF10>ユースタス<hex:03>さんから<hex:02100103>リーヴの仕事を受けられるようになったら、<hex:02100103>働き口を紹介してあげるわ。","さあ、リーヴの任務は任せましたよ。","ここでは冒険者ギルドに所属する人たちに、<hex:02100103>「ギルドリーヴ」の仕事を発行しているの。<hex:02100103><hex:02170103>あなたが<hex:020939E802FF13>チャ・モクリ<hex:FF10>ゴントラン<hex:FF10>ユースタス<hex:03>さんから<hex:02100103>リーヴの仕事を受けられるようになったら、<hex:02100103>働き口を紹介してあげるわ。","無事に任務を達成されたようですね。<hex:02100103>あなたにお仕事をお任せしたのは、正解だったようです。<hex:02100103>さぁ、遠慮なさらず、こちらの報酬を受け取って下さい。","0","0","あなたが、賞金首を仕留めたですって？<hex:02100103>これは驚いたわね……<hex:02100103>えぇ、もちろん報酬は上乗せさせてもらうわ。"
"3","False","False","False","False","False","2","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","近隣の住民たちから寄せられた依頼を、<hex:02100103>ギルドリーヴとして発行しております。","お仕事をお探しですか？<hex:02100103>ここでは実力ある冒険者の方に<hex:02100103>「ギルドリーヴ」の仕事を発行しておりますの。<hex:02100103>まずはギルドの世話役である<hex:02100103><hex:02092DE802FF0D>バデロン<hex:FF0D>ミューヌ<hex:FF0D>モモディ<hex:03>さんからの紹介があれば、<hex:02100103>その時はお仕事を斡旋させていただきますわ。","任務の成功をお祈りしております。","お仕事をお探しですか？<hex:02100103>ここでは実力ある冒険者の方に<hex:02100103>「ギルドリーヴ」の仕事を発行しておりますの。<hex:02100103>あなたが、この辺りの魔物に<hex:02100103>引けを取らぬ実力を身につけたとき、<hex:02100103>改めてお仕事を斡旋させていただきますわ。","ギルドリーヴ達成の報告ですね？<hex:02100103>お疲れ様でした、約束の報酬はこちらです……。<hex:02100103>これで依頼主も満足されることでしょう。","0","0","あら、賞金首を倒してくださったのですか？<hex:02100103>それでは報酬を上乗せさせていただきますわ。"
"4","False","False","False","False","False","2","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","やあ。ギルドリーヴに興味はないかな？<hex:02100103>いい仕事を斡旋するよ！","僕は冒険者ギルドの一員だよ。<hex:02100103>相応の実力がある冒険者に対して、<hex:02100103>「ギルドリーヴ」の仕事を発行しているんだ。<hex:02100103>君が世話役の<hex:02092DE802FF0D>バデロン<hex:FF0D>ミューヌ<hex:FF0D>モモディ<hex:03>さんに<hex:02100103>認められるほどの腕前になったら、<hex:02100103>その時は、いい仕事を斡旋してあげるよ！","上手くやってくれよな。帰りを待っているよ。","僕は冒険者ギルドの一員だよ。<hex:02100103>相応の実力がある冒険者に対して、<hex:02100103>「ギルドリーヴ」の仕事を発行しているんだ。<hex:02100103>この辺りの魔物を退治できるくらい強くなったら、<hex:02100103>その時は、いい仕事を斡旋してあげるよ！","やあ、もう戻ったのかい？<hex:02100103>いやあ、しっかり任務をこなしてくれて助かったよ。<hex:02100103>また都合のいいときに、よろしく頼むね。","0","0","なんだって、手配中の賞金首を？<hex:02100103>それはお手柄だったね。<hex:02100103>もちろん報酬は上乗せさせてもらうよ。"
"5","False","False","False","False","False","2","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","黒衣森の各地から依頼された様々な仕事、<hex:02100103>ギルドリーヴを発行しています。","ここは冒険者に仕事を斡旋する<hex:02100103>「ギルドリーヴ」発行カウンターです。<hex:02100103><hex:02170103>新米冒険者さんのようですね。<hex:02100103><hex:02092DE802FF0D>バデロン<hex:FF0D>ミューヌ<hex:FF0D>モモディ<hex:03>さんからの紹介があれば、<hex:02100103>喜んで任務を回しますよ。","0","ここは冒険者に仕事を斡旋する<hex:02100103>「ギルドリーヴ」発行カウンターです。<hex:02100103><hex:02170103>新米冒険者さんのようですね。<hex:02100103><hex:02092DE802FF0D>バデロン<hex:FF0D>ミューヌ<hex:FF0D>モモディ<hex:03>さんからの紹介があれば、<hex:02100103>喜んで任務を回しますよ。","ギルドリーヴ報酬の受け取りですね？<hex:02100103>この任務を成し遂げるとは……お見事です。<hex:02100103>どうぞ、こちらが規定の報酬ですよ。","0","0","すばらしいですね。<hex:02100103>手配されていた賞金首まで倒してしまうだなんて。<hex:02100103>もちろん報酬にも色を付けておきますよ。"
"6","False","False","False","False","False","2","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","リムサ・ロミンサ都市民をはじめ、<hex:02100103>近隣の住民なんかから届いた依頼を<hex:02100103>ギルドリーヴとして発行しているよ。","仕事を探しているんなら、良いところに来たね。<hex:02100103>ここでは、実力ある冒険者に「ギルドリーヴ」の<hex:02100103>仕事を発行しているのさ。<hex:02100103>ただし、まずは冒険者ギルドの世話役、<hex:02100103><hex:02092DE802FF0D>バデロン<hex:FF0D>ミューヌ<hex:FF0D>モモディ<hex:03>さんからの紹介を受けるんだね。<hex:02100103>そうすれば、いつでも仕事を回させてもらうよ。","それじゃ、気をつけていってらっしゃい！","仕事を探しているんなら、良いところに来たね。<hex:02100103>ここでは、実力ある冒険者に「ギルドリーヴ」の<hex:02100103>仕事を発行しているのさ。<hex:02100103>ただし、まずはこの辺りの魔物を、<hex:02100103>ちょちょいと片付けられる実力を付けるんだね。<hex:02100103>そうすれば、いつでも仕事を回させてもらうよ。","ギルドリーヴの達成報告だね？<hex:02100103>お疲れさま、報酬を受け取ってね。<hex:02100103>きっと依頼主も満足してると思うよ～。","0","0","ギルドリーヴの達成報告だね……<hex:02100103>って、手配中の賞金首まで仕留めたの？<hex:02100103>すごいね、報酬も上乗せしちゃうよ。"
"7","False","False","False","False","False","2","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","ウルダハ都市民をはじめ、<hex:02100103>さまざまな人々から寄せられた依頼を<hex:02100103>ギルドリーヴとして発行しています。","ひょっとして、お仕事をお探しですか？<hex:02100103>ここでは、ある程度の経験を持つ冒険者の方に、<hex:02100103>「ギルドリーヴ」の仕事を発行しております。<hex:02100103>冒険者ギルドの世話役である<hex:02100103><hex:02093CE802FF10>バデロン氏<hex:FF13>ミューヌ女史<hex:FF13>モモディ女史<hex:03>からの紹介がありましたら、<hex:02100103>是非とも、リーヴを依頼させていただきたく思います。","さあ、頑張ってください。<hex:02100103>吉報をお待ちしておりますよ。","ひょっとして、お仕事をお探しですか？<hex:02100103>ここでは、ある程度の経験を持つ冒険者の方に、<hex:02100103>「ギルドリーヴ」の仕事を発行しております。<hex:02100103>あなたに、この近辺の魔物を<hex:02100103>容易く倒せるほどの実力が身についたときには、<hex:02100103>是非とも、リーヴを依頼させていただきたく思います。","お帰りなさいませ。<hex:02100103>どうやら、無事に任務を達成された様子……<hex:02100103>ご苦労様でした。報酬をお受け取りください。","0","0","賞金首まで倒してしまうだなんて、驚きましたよ。<hex:02100103>さぞかし苦労なされたことでしょう。<hex:02100103>是非とも、この報酬をお受け取りください。"
"8","False","False","False","False","False","2","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","こんにちは。<hex:02100103>私は、この辺りの住人から寄せられた依頼を、<hex:02100103>ギルドリーヴとして発行しています。","こんにちは。<hex:02100103>私は、この辺りの住人から寄せられた依頼を、<hex:02100103>ギルドリーヴとして発行しています。<hex:02100103>ですが、<hex:02094BE802FF19>チャ・モクリさん<hex:FF16>ゴントランさん<hex:FF16>ユースタスさん<hex:03>から、<hex:02100103>仕事を任されるくらいの力量が必要となります。<hex:02100103>そうでなければ、リーヴはお任せできませんよ。","それでは、ひと働き頼みますよ。","こんにちは。<hex:02100103>私は、この辺りの住人から寄せられた依頼を、<hex:02100103>ギルドリーヴとして発行しています。<hex:02100103>ですが、この辺りの魔物を、<hex:02100103>やすやすと倒せるくらいの力量が必要となります。<hex:02100103>そうでなければ、リーヴはお任せできませんよ。","任務は達成できたようですね。<hex:02100103>これで依頼人も満足なさることでしょう。<hex:02100103>さて、お待ちかねの報酬を受け取ってくださいね。","0","0","賞金首まで倒したですって？　流石ですね！<hex:02100103>それでは報酬を上乗せさせてもらいましょう。<hex:02100103>おめでとうございます。"
"9","False","False","False","False","False","2","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","ドライボーン一帯に関する依頼を、<hex:02100103>ギルドリーヴとして発行しています。","冒険者ギルドの同志ですね？<hex:02100103>ここでは経験のある方に「ギルドリーヴ」の<hex:02100103>仕事を発行させてもらっています。<hex:02100103>ですが、まずはギルドの世話役、<hex:02100103><hex:02092DE802FF0D>バデロン<hex:FF0D>ミューヌ<hex:FF0D>モモディ<hex:03>さんからの紹介を受けてください。<hex:02100103>そうすれば、仕事を斡旋させていただきますから。","それでは、いってらっしゃい。<hex:02100103>くれぐれも気をつけてくださいね。","冒険者ギルドの同志ですね？<hex:02100103>ここでは経験のある方に「ギルドリーヴ」の<hex:02100103>仕事を発行させてもらっています。<hex:02100103>ですが、まずはドライボーンの魔物に<hex:02100103>引けを取らない実力を身につけてきてください。<hex:02100103>そうすれば、仕事を斡旋させていただきますから。","ギルドリーヴの達成報告ですね？<hex:02100103>お疲れ様でした、さっそく報酬をお渡ししましょう。<hex:02100103>依頼人もギルドも、大満足の結果ですよ。","0","0","手配中の賞金首を倒された……と。<hex:02100103>これは想像以上の成果です！<hex:02100103>報酬も増額しないといけませんね！"
