"0",""
"1","「クリスタルコンフリクト」でのみ使用可能な指示コマンドです。<hex:02100103>固有の発言がパーティチャットに表示されます。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>「よろしくお願いします！」<hex:021C020103><hex:021B020203><hex:021302EC03>"
"2","「クリスタルコンフリクト」でのみ使用可能な指示コマンドです。<hex:02100103>固有の発言がパーティチャットに表示されます。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>「お疲れ様でした！」<hex:021C020103><hex:021B020203><hex:021302EC03>"
"3","「クリスタルコンフリクト」でのみ使用可能な指示コマンドです。<hex:02100103>固有の発言がパーティチャットに表示されます。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>「ありがとう！」<hex:021C020103><hex:021B020203><hex:021302EC03>"
"4","「クリスタルコンフリクト」でのみ使用可能な指示コマンドです。<hex:02100103>固有の発言がパーティチャットに表示されます。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>「ナイス！」<hex:021C020103><hex:021B020203><hex:021302EC03>"
"5","「ザ・フィースト」でのみ使用可能な指示コマンドです。<hex:02100103>PvPアディショナルアクション1の使用可能状況を報告する発言がパーティチャットに表示されます。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>「“アクション名” - 使用可能！」<hex:02100103>「“アクション名” - 再使用可能まで“残り時間”秒」<hex:021C020103><hex:021B020203><hex:021302EC03>"
"6","「クリスタルコンフリクト」でのみ使用可能な指示コマンドです。<hex:02100103>状況に応じた発言がパーティチャットに表示されます。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>「“ジョブ名” - リミットブレイク - 使用可能！」<hex:02100103>「“ジョブ名” - リミットブレイク - “現在の値”%」<hex:021C020103><hex:021B020203><hex:021302EC03>"
"7","「ザ・フィースト」でのみ使用可能な指示コマンドです。<hex:02100103>固有の発言がパーティチャットに表示されます。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>「オフェンスボックスを狙います！」<hex:021C020103><hex:021B020203><hex:021302EC03>"
"8","「ザ・フィースト」でのみ使用可能な指示コマンドです。<hex:02100103>固有の発言がパーティチャットに表示されます。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>「ディフェンスボックスを狙います！」<hex:021C020103><hex:021B020203><hex:021302EC03>"
"9","「ザ・フィースト」でのみ使用可能な指示コマンドです。<hex:02100103>固有の発言がパーティチャットに表示されます。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>「アドレナリンボックスを狙います！」<hex:021C020103><hex:021B020203><hex:021302EC03>"
"10","「ザ・フィースト」でのみ使用可能な指示コマンドです。<hex:02100103>固有の発言がパーティチャットに表示されます。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>「ウルフハートボックスを狙います！」<hex:021C020103><hex:021B020203><hex:021302EC03>"
"11","「ザ・フィースト」でのみ使用可能な指示コマンドです。<hex:02100103>固有の発言がパーティチャットに表示されます。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>「タンクを攻撃します！」<hex:021C020103><hex:021B020203><hex:021302EC03>"
"12","「ザ・フィースト」でのみ使用可能な指示コマンドです。<hex:02100103>固有の発言がパーティチャットに表示されます。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>「ヒーラーを攻撃します！」<hex:021C020103><hex:021B020203><hex:021302EC03>"
"13","「ザ・フィースト」でのみ使用可能な指示コマンドです。<hex:02100103>固有の発言がパーティチャットに表示されます。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>「メレーを攻撃します！」<hex:021C020103><hex:021B020203><hex:021302EC03>"
