"0","TEXT_STMBDA122_02456_SEQ_00","アラガーナのメッフリッドは、活動を始めたいようだ。"
"1","TEXT_STMBDA122_02456_SEQ_01",""
"2","TEXT_STMBDA122_02456_SEQ_02",""
"3","TEXT_STMBDA122_02456_SEQ_03",""
"4","TEXT_STMBDA122_02456_SEQ_04",""
"5","TEXT_STMBDA122_02456_SEQ_05",""
"6","TEXT_STMBDA122_02456_SEQ_06",""
"7","TEXT_STMBDA122_02456_SEQ_07",""
"8","TEXT_STMBDA122_02456_SEQ_08",""
"9","TEXT_STMBDA122_02456_SEQ_09",""
"10","TEXT_STMBDA122_02456_SEQ_10",""
"11","TEXT_STMBDA122_02456_SEQ_11",""
"12","TEXT_STMBDA122_02456_SEQ_12",""
"13","TEXT_STMBDA122_02456_SEQ_13",""
"14","TEXT_STMBDA122_02456_SEQ_14",""
"15","TEXT_STMBDA122_02456_SEQ_15",""
"16","TEXT_STMBDA122_02456_SEQ_16",""
"17","TEXT_STMBDA122_02456_SEQ_17",""
"18","TEXT_STMBDA122_02456_SEQ_18",""
"19","TEXT_STMBDA122_02456_SEQ_19",""
"20","TEXT_STMBDA122_02456_SEQ_20",""
"21","TEXT_STMBDA122_02456_SEQ_21",""
"22","TEXT_STMBDA122_02456_SEQ_22",""
"23","TEXT_STMBDA122_02456_SEQ_23",""
"24","TEXT_STMBDA122_02456_TODO_00","ラガンフリッドと話す"
"25","TEXT_STMBDA122_02456_TODO_01","メッフリッドと話す"
"26","TEXT_STMBDA122_02456_TODO_02",""
"27","TEXT_STMBDA122_02456_TODO_03",""
"28","TEXT_STMBDA122_02456_TODO_04",""
"29","TEXT_STMBDA122_02456_TODO_05",""
"30","TEXT_STMBDA122_02456_TODO_06",""
"31","TEXT_STMBDA122_02456_TODO_07",""
"32","TEXT_STMBDA122_02456_TODO_08",""
"33","TEXT_STMBDA122_02456_TODO_09",""
"34","TEXT_STMBDA122_02456_TODO_10",""
"35","TEXT_STMBDA122_02456_TODO_11",""
"36","TEXT_STMBDA122_02456_TODO_12",""
"37","TEXT_STMBDA122_02456_TODO_13",""
"38","TEXT_STMBDA122_02456_TODO_14",""
"39","TEXT_STMBDA122_02456_TODO_15",""
"40","TEXT_STMBDA122_02456_TODO_16",""
"41","TEXT_STMBDA122_02456_TODO_17",""
"42","TEXT_STMBDA122_02456_TODO_18",""
"43","TEXT_STMBDA122_02456_TODO_19",""
"44","TEXT_STMBDA122_02456_TODO_20",""
"45","TEXT_STMBDA122_02456_TODO_21",""
"46","TEXT_STMBDA122_02456_TODO_22",""
"47","TEXT_STMBDA122_02456_TODO_23",""
"48","TEXT_STMBDA122_02456_LYSE_000_001","アタシが、この集落に住んでたのは、<hex:02100103>5歳になるかならないかって頃まででさ……。<hex:02100103>だから、記憶もおぼろげなんだけど懐かしいよ……。"
"49","TEXT_STMBDA122_02456_MEFFRID_000_010","では、始めるとするか。<hex:02100103>村長の名は「ラガンフリッド」、川辺の天幕にいるはずだ。<hex:02100103>彼に声をかけてみよう。"
"50","TEXT_STMBDA122_02456_RAGANFRID_000_011","見知らぬ顔だな……。<hex:02100103>流れの商人でもなさそうだが、こんな寂れた村に何の用かね？"
"51","TEXT_STMBDA122_02456_MEFFRID_000_012","ご無沙汰しております、村長。<hex:02100103>アラガーナの近況を伺おうと思いまして、<hex:02100103>突然ではありますが、立ち寄らせていただきました。"
"52","TEXT_STMBDA122_02456_RAGANFRID_000_013","おや、メッフリッドの仲間だったのかい。<hex:02100103>…………だが、よりにもよって近況を聞きたいだって？"
"53","TEXT_STMBDA122_02456_RAGANFRID_100_013","村から若い連中を連れ去っておきながら、よくもそんなことを！"
"54","TEXT_STMBDA122_02456_MEFFRID_000_014","鉄仮面に従い出て行った若者がいるという噂、本当なのですね？"
"55","TEXT_STMBDA122_02456_RAGANFRID_000_015","ああ、そのとおりさ、働き盛りの若造たちが焚きつけられて、<hex:02100103>出て行ったきり、戻ってくる気配もない……。<hex:02100103>お前もまた、数少ない残った者まで連れ去ろうというのか！？"
"56","TEXT_STMBDA122_02456_MEFFRID_000_016","我々は、鉄仮面とは志を異にする者たちです。<hex:02100103>それに今回は、エオルゼア同盟軍と協力しての作戦……<hex:02100103>失敗を重ねてきた今までとは違います！"
"57","TEXT_STMBDA122_02456_RAGANFRID_000_017","今までとは違う……か。<hex:02100103>鉄仮面を含めて、お前たち活動家が言うことはいつも同じさ。<hex:02100103>夢みたいな勝利を語り、敗北しては犠牲を増やすだけではないか！"
"58","TEXT_STMBDA122_02456_MEFFRID_000_018","しかし……！<hex:02100103>村長とて、帝国の支配を嫌っておいででしょう！？"
"59","TEXT_STMBDA122_02456_RAGANFRID_000_019","ああ、帝国は憎い。<hex:02100103>土地を奪い、伝統を壊し、信仰を禁じ、重税を課す、帝国が憎い。<hex:02100103>だが、それ以上に命を犠牲にしたくはないのだ……。"
"60","TEXT_STMBDA122_02456_RAGANFRID_000_020","すまんがメッフリッド、もう協力はできん……。<hex:02100103>知り合いの情けだ、解放軍が来たと密告はしないでおこう。<hex:02100103>だから、今すぐ村から出て行ってくれ……。"
"61","TEXT_STMBDA122_02456_LYSE_000_021","出て行けだなんて、そんな……。"
