"0","","","","255","0","0","255","0","0","255","0","0","255","0","0","255","0","0","0","0","0","0"
"1","開拓目標：建造小島木屋","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>聽取貓耳小員的說明<hex:021402EC03><hex:021302EC03>","","255","0","0","255","0","0","255","0","0","255","0","0","255","0","0","0","0","0","0"
"2","開拓目標：建造小島木屋","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>再次聽取貓耳小員的說明<hex:021402EC03><hex:021302EC03>","聽取貓耳小員的說明","255","0","0","255","0","0","255","0","0","255","0","0","255","0","0","0","0","0","0"
"3","開拓目標：建造小島木屋","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>在收穫模式下收集開拓素材<hex:02100103>向貓耳小員報告<hex:021402EC03><hex:021302EC03>","再次聽取貓耳小員的說明","2","2","3","3","2","4","0","3","1","255","0","0","255","0","0","1","0","0","0"
"4","開拓目標：建造小島木屋","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>在開拓製作皮膚中製作開拓用石斧<hex:02100103>向貓耳小員報告<hex:021402EC03><hex:021302EC03>","在收穫模式下收集開拓素材 向貓耳小員報告","255","0","0","255","0","0","255","0","0","255","0","0","255","0","0","0","0","0","0"
"5","開拓目標：建造小島木屋","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>收集開拓素材建造小島木屋<hex:021402EC03><hex:021302EC03>","在開拓製作皮膚中製作開拓用石斧 向貓耳小員報告","10","10","11","0","10","1","11","5","12","3","5","4","8","5","9","0","0","0","0"
"6","開拓目標：建造小島木屋","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>向貓耳小員報告<hex:021402EC03><hex:021302EC03>","收集開拓素材建造小島木屋","255","0","0","255","0","0","255","0","0","255","0","0","255","0","0","0","0","0","0"
"7","開拓目標：在耕地種植作物","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>聽取貓耳小員的說明<hex:021402EC03><hex:021302EC03>","","255","0","0","255","0","0","255","0","0","255","0","0","255","0","0","0","0","0","0"
"8","開拓目標：在耕地種植作物","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>委託耕種小員整地<hex:021402EC03><hex:021302EC03>","聽取貓耳小員的說明","255","0","0","255","0","0","255","0","0","255","0","0","255","0","0","0","0","0","0"
"9","開拓目標：在耕地種植作物","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>聽取耕種小員的說明<hex:021402EC03><hex:021302EC03>","委託耕種小員整地","255","0","0","255","0","0","255","0","0","255","0","0","255","0","0","0","0","0","0"
"10","開拓目標：在耕地種植作物","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>使用播種模式在耕地種下選好的種子<hex:021402EC03><hex:021302EC03>","聽取耕種小員的說明","255","0","0","255","0","0","255","0","0","255","0","0","255","0","0","0","-240","112","40"
"11","開拓目標：在耕地種植作物","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>使用澆水模式為種下的種子澆水<hex:021402EC03><hex:021302EC03>","使用播種模式在耕地種下選好的種子","255","0","0","255","0","0","255","0","0","255","0","0","255","0","0","0","-240","112","40"
"12","開拓目標：在耕地種植作物","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>向耕種小員報告<hex:021402EC03><hex:021302EC03>","使用澆水模式為種下的種子澆水","255","0","0","255","0","0","255","0","0","255","0","0","255","0","0","0","0","0","0"
"13","開拓目標：在牧場餵食動物","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>聽取貓耳小員的說明<hex:021402EC03><hex:021302EC03>","","255","0","0","255","0","0","255","0","0","255","0","0","255","0","0","0","0","0","0"
"14","開拓目標：在牧場餵食動物","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>委託放牧小員整地<hex:021402EC03><hex:021302EC03>","聽取貓耳小員的說明","255","0","0","255","0","0","255","0","0","255","0","0","255","0","0","0","0","0","0"
"15","開拓目標：在牧場餵食動物","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>聽取放牧小員的說明<hex:021402EC03><hex:021302EC03>","委託放牧小員整地","255","0","0","255","0","0","255","0","0","255","0","0","255","0","0","0","0","0","0"
"16","開拓目標：在牧場餵食動物","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>使用捕獸模式捕捉動物<hex:021402EC03><hex:021302EC03>","聽取放牧小員的說明","255","0","0","255","0","0","255","0","0","255","0","0","255","0","0","0","300","-252","600"
"17","開拓目標：在牧場餵食動物","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>聽取放牧小員的說明<hex:021402EC03><hex:021302EC03>","使用捕獸模式捕捉動物","255","0","0","255","0","0","255","0","0","255","0","0","255","0","0","0","0","0","0"
"18","開拓目標：在牧場餵食動物","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>使用餵食模式為動物餵食<hex:021402EC03><hex:021302EC03>","聽取放牧小員的說明","255","0","0","255","0","0","255","0","0","255","0","0","255","0","0","0","-292","148","40"
"19","開拓目標：在牧場餵食動物","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>向放牧小員報告<hex:021402EC03><hex:021302EC03>","使用餵食模式為動物餵食","255","0","0","255","0","0","255","0","0","255","0","0","255","0","0","0","0","0","0"
"20","開拓目標：建設開拓工房做好貿易的準備","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>聽取貓耳小員的說明<hex:021402EC03><hex:021302EC03>","","255","0","0","255","0","0","255","0","0","255","0","0","255","0","0","0","0","0","0"
"21","開拓目標：建設開拓工房做好貿易的準備","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>委託開拓小員1號整地<hex:021402EC03><hex:021302EC03>","聽取貓耳小員的說明","255","0","0","255","0","0","255","0","0","255","0","0","255","0","0","0","0","0","0"
