"0","0","82092","0","0","無"
"1","191001","82092","1","1","無"
"2","191002","82092","1","3","褪色：黑"
"3","191003","82092","1","2","褪色：白"
"4","191004","82092","1","7","簡易邊框：白"
"5","191005","82092","1","5","金屬邊框：銀"
"6","191006","82092","1","4","金屬邊框：金"
"7","191007","82092","1","10","日誌"
"8","191008","82092","1","8","簡易邊框：棕色"
"9","191009","82092","1","9","簡易邊框：金屬"
"10","191010","82092","1","20","古董"
"11","191011","82092","1","21","角花"
"12","191301","82092","124","2000","騎士"
"13","191302","82092","125","2001","戰士"
"14","191303","82092","126","2002","暗黑騎士"
"15","191304","82092","127","2003","絕槍戰士"
"16","191305","82092","128","2004","白魔法師"
"17","191306","82092","129","2005","學者"
"18","191307","82092","130","2006","占星術士"
"19","191308","82092","131","2007","賢者"
"20","191309","82092","132","2008","武僧"
"21","191310","82092","133","2009","龍騎士"
"22","191311","82092","134","2010","忍者"
"23","191312","82092","135","2011","武士"
"24","191313","82092","136","2012","收割者"
"25","191314","82092","137","2013","吟遊詩人"
"26","191315","82092","138","2014","機工士"
"27","191316","82092","139","2015","舞者"
"28","191317","82092","140","2016","黑魔法師"
"29","191318","82092","141","2017","召喚師"
"30","191319","82092","142","2018","赤魔法師"
"31","191401","82092","143","3000","星極隊"
"32","191402","82092","144","3001","靈極隊"
"33","191403","82092","145","3200","第1賽季水晶衝突：王者"
"34","191404","82092","146","3201","第1賽季水晶衝突：勇者"
"35","191405","82092","147","3202","第1賽季水晶衝突：優勝者"
"36","191406","82092","148","3208","第1賽季水晶衝突：青銅"
"37","191407","82092","149","3207","第1賽季水晶衝突：白銀"
"38","191408","82092","150","3206","第1賽季水晶衝突：黃金"
"39","191409","82092","151","3205","第1賽季水晶衝突：白金"
"40","191410","82092","152","3204","第1賽季水晶衝突：鑽石"
"41","191411","82092","153","3203","第1賽季水晶衝突：水晶"
"42","191901","82092","154","4000","婚禮特典1"
"43","191902","82092","155","4001","婚禮特典2"
"44","191701","82092","319","2500","巴哈姆特絕境戰"
"45","191702","82092","320","2501","究極神兵絕境戰"
"46","191703","82092","321","2502","亞歷山大絕境戰"
"47","191704","82092","322","2503","幻想龍詩絕境戰"
"48","191412","82092","323","3210","第2賽季水晶衝突：王者"
"49","191413","82092","324","3211","第2賽季水晶衝突：勇者"
"50","191414","82092","325","3212","第2賽季水晶衝突：優勝者"
"51","191415","82092","326","3218","第2賽季水晶衝突：青銅"
"52","191416","82092","327","3217","第2賽季水晶衝突：白銀"
"53","191417","82092","328","3216","第2賽季水晶衝突：黃金"
"54","191418","82092","329","3215","第2賽季水晶衝突：白金"
"55","191419","82092","330","3214","第2賽季水晶衝突：鑽石"
"56","191420","82092","331","3213","第2賽季水晶衝突：水晶"
"57","191421","82092","332","3220","第3賽季水晶衝突：王者"
"58","191422","82092","333","3221","第3賽季水晶衝突：勇者"
"59","191423","82092","334","3222","第3賽季水晶衝突：優勝者"
"60","191424","82092","335","3228","第3賽季水晶衝突：青銅"
"61","191425","82092","336","3227","第3賽季水晶衝突：白銀"
"62","191426","82092","337","3226","第3賽季水晶衝突：黃金"
"63","191427","82092","338","3225","第3賽季水晶衝突：白金"
"64","191428","82092","339","3224","第3賽季水晶衝突：鑽石"
"65","191429","82092","340","3223","第3賽季水晶衝突：水晶"
"66","191430","82092","341","3002","水晶衝突：藍色"
"67","191431","82092","342","3003","水晶衝突：紅色"
"68","191705","82092","343","2400","異變迷宮：希拉狄哈水道"
"69","191016","82092","1","32","漫畫頁面"
"70","191019","82092","1","6","金屬邊框：拱形"
"71","191020","82092","1","33","膠捲"
"72","191012","82092","1","31","集中線"
"73","191013","82092","1","30","黑霧"
"74","191017","82092","1","22","黑色花邊"
"75","191018","82092","1","23","白色花邊"
"76","191014","82092","1","11","普通品質"
"77","191015","82092","1","12","高品質"
"78","191432","82092","409","3230","第4賽季水晶衝突：王者"
"79","191433","82092","410","3231","第4賽季水晶衝突：勇者"
"80","191434","82092","411","3232","第4賽季水晶衝突：優勝者"
"81","191440","82092","412","3233","第4賽季水晶衝突：青銅"
"82","191439","82092","413","3234","第4賽季水晶衝突：白銀"
"83","191438","82092","414","3235","第4賽季水晶衝突：黃金"
"84","191437","82092","415","3236","第4賽季水晶衝突：白金"
"85","191436","82092","416","3237","第4賽季水晶衝突：鑽石"
"86","191435","82092","417","3238","第4賽季水晶衝突：水晶"
"87","191441","82092","418","3240","第5賽季水晶衝突：王者"
"88","191442","82092","419","3241","第5賽季水晶衝突：勇者"
"89","191443","82092","420","3242","第5賽季水晶衝突：優勝者"
"90","191449","82092","421","3243","第5賽季水晶衝突：青銅"
"91","191448","82092","422","3244","第5賽季水晶衝突：白銀"
"92","191447","82092","423","3245","第5賽季水晶衝突：黃金"
"93","191446","82092","424","3246","第5賽季水晶衝突：白金"
"94","191445","82092","425","3247","第5賽季水晶衝突：鑽石"
"95","191444","82092","426","3248","第5賽季水晶衝突：水晶"
"96","191450","82092","427","3004","獵隼陣營"
"97","191451","82092","428","3005","渡鴉陣營"
"98","0","0","0","0",""
"99","191707","82092","467","2250","第七星曆編年史：四聖獸奇譚"
"100","191708","82092","468","2340","無人島開拓1"
"101","191709","82092","469","2341","無人島開拓2"
"102","0","0","0","0",""
"103","0","0","0","0",""
"104","0","0","0","0",""
"105","0","0","0","0",""
"106","0","0","0","0",""
"107","0","0","0","0",""
"108","0","0","0","0",""
"109","0","0","0","0",""
"110","0","0","0","0",""
