"0","","0","0","0","0","FF"
"1","組建成了新部隊！","0","0","0","1","0"
"2","部隊等級提升為<hex:022003E80203>級！","0","0","1","1","0"
"3","與「<hex:022812FF0D4772616E64436F6D70616E79E8020103>」的友好關係提升為「<hex:022812FF0D464352657075746174696F6EE8030503>」！","1","0","1","1","5"
"4","與「<hex:022812FF0D4772616E64436F6D70616E79E8020103>」的友好關係提升為「<hex:022812FF0D464352657075746174696F6EE8030503>」！","1","0","1","1","6"
"5","與「<hex:022812FF0D4772616E64436F6D70616E79E8020103>」的友好關係提升為「<hex:022812FF0D464352657075746174696F6EE8030503>」！","1","0","1","1","7"
"6","獲得了「<hex:02280EFF094643526967687473E8020103>」的權利！","0","0","1","1","0"
"7","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>加入了部隊。","4","0","0","2","1"
"8","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>加入了部隊。","4","0","0","2","1"
"9","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>退出了部隊。","4","0","0","2","2"
"10","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>退出了部隊。","4","0","0","2","2"
"11","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>就任為<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>。","4","5","0","2","3"
"12","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>就任為<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>。","4","5","0","2","3"
"13","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>就任為<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>。","4","5","0","2","3"
"14","部隊轉到了「<hex:022812FF0D4772616E64436F6D70616E79E8020103>」屬下。","0","1","0","1","5"
"15","部隊轉到了「<hex:022812FF0D4772616E64436F6D70616E79E8020103>」屬下。","0","1","0","1","6"
"16","部隊轉到了「<hex:022812FF0D4772616E64436F6D70616E79E8020103>」屬下。","0","1","0","1","7"
"17","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>修改了「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」階級的設定。","4","5","0","3","3"
"18","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>新增了「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」階級。","4","5","0","3","3"
"19","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>刪除了「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」階級。","4","5","0","3","3"
"20","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>修改了階級的序列。","4","0","0","3","3"
"21","","4","6","1","0","FF"
"22","","4","0","0","0","FF"
"23","","4","0","0","0","FF"
"24","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>更新了部隊公告。","4","0","0","3","4"
"25","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>更新了部隊資訊。","4","0","0","3","4"
"26","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>更新了部隊隊徽。","4","0","0","3","8"
"27","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>獲得了「<hex:022813FF0E436F6D70616E79416374696F6EE8020103>」的特效。","4","0","1","4","9"
"28","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>使用了「<hex:022813FF0E436F6D70616E79416374696F6EE8020103>」的特效。","4","0","1","4","9"
"29","該動態已被刪除","0","0","0","0","4"
"30","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>將階級名稱更改為「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」。","4","5","0","3","3"
"31","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>取消了「<hex:022813FF0E436F6D70616E79416374696F6EE8020103>」的特效。","4","0","1","4","9"
"32","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>放棄了「<hex:022813FF0E436F6D70616E79416374696F6EE8020103>」的特效。","4","0","1","4","9"
"33","部隊的簡稱已被修改為「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」。","0","3","0","3","4"
"34","部隊名已被修改為「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」。","0","2","0","3","4"
"35","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>將<hex:02280FFF0A506C6163654E616D65E8020103>第<hex:022003E80303>區<hex:022003E80403>號住房名稱改成了「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」。","4","9","0","5","B"
"36","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>修改了「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」的問候語。","4","8","0","5","B"
"37","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>購買了<hex:02280FFF0A506C6163654E616D65E8020103>第<hex:022003E80303>區<hex:022003E80403>號土地。","4","7","0","5","B"
"38","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>廢棄了<hex:02280FFF0A506C6163654E616D65E8020103>第<hex:022003E80303>區<hex:022003E80403>號土地。","4","7","0","5","B"
"39","<hex:02280FFF0A506C6163654E616D65E8020103> 第<hex:022003E80303>區<hex:022003E80403>號土地被廢棄了。","0","7","0","5","B"
"40","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>在<hex:02280FFF0A506C6163654E616D65E8020103>第<hex:022003E80303>區<hex:022003E80403>號土地上搭建起了「<hex:022813FF0E486F7573696E67507265736574E8050103>」。","4","7","1","5","B"
"41","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>拆除了「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」。","4","8","0","5","B"
"42","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>更換了「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」的外部裝潢。","4","8","0","5","B"
"43","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>更換了「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」的內部裝潢。","4","8","0","5","B"
"44","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>更換了「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」的家具配置。","4","8","0","5","B"
"45","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>更換了「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」的庭具配置。","4","8","0","5","B"
"46","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>刪除了寫在「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」的訪客留言薄上的留言。","4","8","0","5","B"
"47","收到了<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>傳來的入隊申請。","4","0","0","2","C"
"48","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>撤銷了傳來的入隊申請。","4","0","0","2","C"
"49","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>的角色已被刪除。","4","0","0","2","C"
"50","拒絕了<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>傳來的入隊申請。","4","0","0","2","C"
"51","申請數量已經到達上限。","0","0","0","2","C"
"52","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>在「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」裡種下了<hex:02280AFF054974656DE8020103>。","4","10","1","6","D"
"53","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>對「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」裡的作物施加了<hex:02280AFF054974656DE8020103>。","4","10","1","6","D"
"54","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>對「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」裡的作物澆了些水。","4","10","0","6","D"
