"0","0","0","0","0","0","0","0","0","0","自訂"
"1","2","1","0","11","1","0","0","0","1","基礎"
"2","3","3","3","11","2","0","0","0","2","簡約"
"3","9","8","8","18","0","0","0","0","3","時尚"
"4","4","3","3","13","3","0","0","0","4","圓點"
"5","5","0","1","11","10","24","0","0","5","職能：防護職業"
"6","6","0","1","11","10","25","0","0","7","職能：進攻職業"
"7","7","0","1","11","10","26","0","0","6","職能：治療職業"
"8","6","5","5","20","4","28","35","42","8","利姆薩．羅敏薩"
"9","10","7","7","20","4","28","36","42","9","格里達尼亞"
"10","9","4","4","20","4","28","37","42","10","烏爾達哈"
"11","8","9","9","19","9","28","38","49","11","探勘者"
"12","8","10","10","14","9","30","38","44","12","冒險家"
"13","54","11","0","160","0","161","162","163","2500","巴哈姆特絕境戰"
"14","55","12","0","164","0","165","166","167","2501","究極神兵絕境戰"
"15","56","13","0","168","0","169","170","171","2502","亞歷山大絕境戰"
"16","57","14","0","172","0","173","174","175","2503","幻想龍詩絕境戰"
"17","3","0","0","0","176","177","0","0","2400","異變迷宮：希拉狄哈水道"
"18","58","15","15","0","0","0","0","179","2306","友好部族任務：奧密克戎族"
"19","60","0","0","0","0","0","191","0","13","幾何圖形：圓形"
"20","59","0","0","0","180","0","0","194","14","咖啡廳"
"21","61","16","16","0","0","0","0","196","15","音樂"
"22","63","21","21","0","0","0","0","257","2303","友好部族任務：仙子族"
"23","64","22","22","0","0","0","0","258","2304","友好部族任務：奇塔利族"
"24","65","23","23","0","0","0","0","259","2304","友好部族任務：矮人族"
"25","66","24","24","0","0","0","0","260","2305","友好部族任務：悌陽象族"
"26","67","25","25","0","0","0","0","261","2307","友好部族任務：兔兔族"
"27","68","26","0","262","0","263","264","265","2504","歐米茄檢測絕境戰"
"28","69","0","0","0","0","296","0","0","2354","深層迷宮：正統優雷卡1"
"29","70","0","0","0","0","297","0","0","2355","深層迷宮：正統優雷卡2"
"30","71","0","0","0","0","0","298","0","2249","第七星曆編年史：四聖獸奇譚"
"31","72","0","0","0","0","0","299","301","2340","開拓無人島1"
"32","73","0","0","0","0","0","300","302","2341","開拓無人島2"
"33","74","27","27","0","0","0","0","333","2300","甲人族任務"
"34","75","28","28","0","0","0","0","334","2301","阿難陀族任務"
"35","76","29","29","0","0","0","0","335","2302","鯰魚精族任務"
"36","0","0","0","0","0","0","0","0","0",""
"37","0","0","0","0","0","0","0","0","0",""
"38","3","0","0","0","341","342","0","0","2401","ヴァリアントダンジョン：六根山"
"39","79","31","0","343","0","344","345","346","2342","海釣愛好者"
"40","80","32","0","347","0","348","349","350","2343","願者上鉤"
"41","81","33","33","351","0","0","352","353","2350","運籌帷幄"
"42","0","0","0","0","0","0","0","0","0",""
"43","0","0","0","0","0","0","0","0","0",""
"44","0","0","0","0","0","0","0","0","0",""
"45","0","0","0","0","0","0","0","0","0",""
"46","0","0","0","0","0","0","0","0","0",""
"47","0","0","0","0","0","0","0","0","0",""
"48","0","0","0","0","0","0","0","0","0",""
"49","0","0","0","0","0","0","0","0","0",""
"50","0","0","0","0","0","0","0","0","0",""
