"0",""
"1",""
"2",""
"3",""
"4",""
"5",""
"6",""
"7",""
"8",""
"9",""
"10",""
"11",""
"12",""
"13",""
"14",""
"15",""
"16",""
"17",""
"18",""
"19",""
"20",""
"21",""
"22",""
"23",""
"24",""
"25",""
"26",""
"27",""
"28",""
"29","多瑪方城戰是什麼樣的遊戲"
"30","1. 簡介"
"31","「多瑪方城戰」是由4名玩家進行對戰的桌牌遊戲。<hex:02100103>多瑪方城戰的遊戲規則源自日本麻將。<hex:02100103>在接下來的條目中將會詳細說明有關多瑪方城戰的基礎知識與規則。<hex:02100103><hex:02100103>"
"32","2. 怎麼玩"
"33","「多瑪方城戰」是由4人進行對戰的遊戲。玩家需要將14張多瑪方城牌組合成特定牌型，以成功組合出牌型的速度與獲得的點數決定勝負。<hex:02100103><hex:02100103>遊戲開始時，每位玩家會分配到13張手牌。<hex:02100103>遊戲開始後，第一個輪到的玩家抓1張牌，然後打出1張自己不需要的牌。接下來，輪到這位玩家右手邊的玩家進行同樣的步驟，如此反覆以推進遊戲。<hex:02100103><hex:02100103>第一個用抓到的1張牌配合手中的13張牌組成特定牌型的玩家會贏得此局的勝利並獲得點數。如此重複下去，半莊戰在第8局、東風戰則是在第4局結束時獲得點數最多的玩家即為最終贏家，宣告遊戲結束。<hex:02100103><hex:02100103>那麼接下來，首先先看看牌型究竟是什麼吧。"
"34","如上圖所示，用14張牌組合成<hex:024804F201FA03><hex:024904F201FB03>4個3張1組的牌再加上1個2張相同牌1組的牌，即是方城戰基礎的牌型。<hex:0249020103><hex:0248020103>關於3張1組牌的具體組合方式，則是會在別的條目中另行講解。基本上牌型組合方式的難度越高，在贏得勝利後獲得的點數也就會越多。<hex:02100103><hex:02100103>"
"35","3. 多瑪方城牌的種類"
"36","多瑪方城牌的牌可分成兩個系統，<hex:02100103>分別是刻著數字的「數牌」和刻著文字的「字牌」。<hex:02100103><hex:02100103>■刻著數字的數牌<hex:02100103>數牌共有3種，分別是「萬子」「筒子」「索子」，每種都刻有代表1到9的數字或圖案。<hex:02100103>"
"37","■刻著文字的字牌<hex:02100103>字牌有2種，分為「風牌」（圖中上面4個）與「三元牌」（圖中下面3個）。<hex:02100103>字牌與數牌不同，不存在類似123的順序。"
"38","另外，多瑪方城牌中每種牌都各有4張。上圖所示的34種牌均各有4張，因此多瑪方城牌的全部數量為136張。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>多瑪方城戰是4位玩家運用這136張牌，看誰能比其他玩家先一步（並盡可能地追求獲得更高的點數）用14張手牌組出牌型的遊戲。<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>"
"39","4. 手牌的組建"
