"0","0","0","True","True","0","0","0","無"
"1","0","0","False","False","0","0","0",""
"2","193002","1","True","True","0","1","1","黑色"
"3","193003","2","True","True","0","1","2","白色"
"4","193004","1","True","True","0","1","5","紫色"
"5","193005","1","True","True","0","1","6","漸變色：防護職業"
"6","193006","1","True","True","0","1","8","漸變色：進攻職業"
"7","193007","1","True","True","0","1","7","漸變色：治療職業"
"8","193008","2","True","True","0","1","4","乳白色"
"9","193009","1","True","True","0","1","10","半透明"
"10","193010","2","True","True","0","1","3","米黃色"
"11","193011","2","True","True","0","1","9","漸變色：粉色"
"12","0","0","False","False","0","0","0",""
"13","0","0","False","False","0","0","0",""
"14","0","0","False","False","0","0","0",""
"15","0","0","False","False","0","0","0",""
"16","0","0","False","False","0","0","0",""
"17","0","0","False","False","0","0","0",""
"18","0","0","False","False","0","0","0",""
"19","0","0","False","False","0","0","0",""
"20","0","0","False","False","0","0","0",""
"21","0","0","False","False","0","0","0",""
"22","0","0","False","False","0","0","0",""
"23","0","0","False","False","0","0","0",""
"24","0","0","False","False","0","0","0",""
"25","0","0","False","False","0","0","0",""
"26","0","0","False","False","0","0","0",""
"27","0","0","False","False","0","0","0",""
"28","0","0","False","False","0","0","0",""
"29","0","0","False","False","0","0","0",""
"30","0","0","False","False","0","0","0",""
"31","0","0","False","False","0","0","0",""
"32","0","0","False","False","0","0","0",""
"33","0","0","False","False","0","0","0",""
"34","0","0","False","False","0","0","0",""
"35","0","0","False","False","0","0","0",""
"36","0","0","False","False","0","0","0",""
"37","0","0","False","False","0","0","0",""
"38","0","0","False","False","0","0","0",""
"39","0","0","False","False","0","0","0",""
"40","0","0","False","False","0","0","0",""
"41","0","0","False","False","0","0","0",""
"42","0","0","False","False","0","0","0",""
"43","0","0","False","False","0","0","0",""
"44","0","0","False","False","0","0","0",""
"45","0","0","False","False","0","0","0",""
"46","0","0","False","False","0","0","0",""
"47","0","0","False","False","0","0","0",""
"48","0","0","False","False","0","0","0",""
"49","0","0","False","False","0","0","0",""
"50","0","0","False","False","0","0","0",""
"51","0","0","False","False","0","0","0",""
"52","193901","1","True","True","0","154","4000","COMPANION 特典1"
"53","193902","1","True","True","0","155","4001","COMPANION 特典2"
"54","193701","1","True","True","0","319","2500","巴哈姆特絕境戰"
"55","193702","1","True","True","0","320","2501","究極神兵絕境戰"
"56","193703","2","True","True","0","321","2502","亞歷山大絕境戰"
"57","193704","1","True","True","0","322","2503","幻想龍詩絕境戰"
"58","193966","1","True","True","0","344","2307","友好部族任務：奧密克戎族"
"59","193012","1","True","True","0","1","11","咖啡時間"
"60","193013","1","True","True","0","1","12","幾何圖形：圓形"
"61","193014","1","True","True","0","347","13","音樂"
"62","193015","1","True","True","0","1","14","東方樣式"
"63","193962","1","True","True","0","429","2303","友好部族任務：仙子族"
"64","193963","1","True","True","0","430","2304","友好部族任務：奇塔利族"
"65","193964","1","True","True","0","431","2305","友好部族任務：矮人族"
"66","193965","1","True","True","0","432","2306","友好部族任務：悌陽象族"
"67","193967","1","True","True","0","433","2308","友好部族任務：兔兔族"
"68","193705","1","True","True","0","434","2504","歐米茄檢測絕境戰"
"69","193710","1","True","True","0","465","2354","深層迷宮：正統優雷卡1"
"70","193711","1","True","True","0","466","2355","深層迷宮：正統優雷卡2"
"71","193712","2","True","True","0","467","2251","第七星曆編年史：四聖獸奇譚"
"72","193713","2","True","True","0","468","2340","開拓無人島1"
"73","193714","1","True","True","0","469","2341","開拓無人島2"
"74","193960","1","True","True","0","524","2300","甲人族任務"
"75","193959","1","True","True","0","525","2301","阿難陀族任務"
"76","193961","1","True","True","0","526","2302","鯰魚精族任務"
"77","0","0","False","False","0","0","0",""
"78","0","0","False","False","0","0","0",""
"79","193717","1","True","True","0","529","2342","海釣愛好者"
"80","193718","1","True","True","0","530","2343","願者上鉤"
"81","193719","1","True","True","0","531","2350","運籌帷幄"
"82","0","0","False","False","0","0","0",""
"83","0","0","False","False","0","0","0",""
"84","0","0","False","False","0","0","0",""
"85","0","0","False","False","0","0","0",""
"86","0","0","False","False","0","0","0",""
"87","0","0","False","False","0","0","0",""
"88","0","0","False","False","0","0","0",""
"89","0","0","False","False","0","0","0",""
"90","0","0","False","False","0","0","0",""
"91","0","0","False","False","0","0","0",""
"92","0","0","False","False","0","0","0",""
"93","0","0","False","False","0","0","0",""
"94","0","0","False","False","0","0","0",""
"95","0","0","False","False","0","0","0",""
"96","0","0","False","False","0","0","0",""
"97","0","0","False","False","0","0","0",""
"98","0","0","False","False","0","0","0",""
"99","0","0","False","False","0","0","0",""
"100","0","0","False","False","0","0","0",""
