"0",""
"1","該指令只能在「水晶衝突」中使用。<hex:02100103>使用後會在小隊頻道中顯示固定的發言內容。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>「大家好！」<hex:021C020103><hex:021B020203><hex:021302EC03>"
"2","該指令只能在「水晶衝突」中使用。<hex:02100103>使用後會在小隊頻道中顯示固定的發言內容。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>「辛苦了！」<hex:021C020103><hex:021B020203><hex:021302EC03>"
"3","該指令只能在「水晶衝突」中使用。<hex:02100103>使用後會在小隊頻道中顯示固定的發言內容。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>「謝謝！」<hex:021C020103><hex:021B020203><hex:021302EC03>"
"4","該指令只能在「水晶衝突」中使用。<hex:02100103>使用後會在小隊頻道中顯示固定的發言內容。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>「漂亮！」<hex:021C020103><hex:021B020203><hex:021302EC03>"
"5","該指令只能在「群狼盛宴」中使用。<hex:02100103>使用後會在小隊頻道中顯示對戰用額外技能1的可使用情況。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>「『技能名』準備就緒！」<hex:02100103>「『技能名』還有『剩餘時間』秒才能使用！」<hex:021C020103><hex:021B020203><hex:021302EC03>"
"6","該指令只能在「水晶衝突」中使用。<hex:02100103>使用後會根據情況在小隊頻道中顯示發言內容。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>「特職名」：「極限技準備就緒！」<hex:02100103>「特職名」：「極限技充能『當前數值』%！」<hex:021C020103><hex:021B020203><hex:021302EC03>"
"7","該指令只能在「群狼盛宴」中使用。<hex:02100103>使用後會在小隊頻道中顯示固定的發言內容。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>「我來瞄準攻擊補給箱！」<hex:021C020103><hex:021B020203><hex:021302EC03>"
"8","該指令只能在「群狼盛宴」中使用。<hex:02100103>使用後會在小隊頻道中顯示固定的發言內容。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>「我來瞄準防禦補給箱！」<hex:021C020103><hex:021B020203><hex:021302EC03>"
"9","該指令只能在「群狼盛宴」中使用。<hex:02100103>使用後會在小隊頻道中顯示固定的發言內容。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>「我來瞄準奮戰補給箱！」<hex:021C020103><hex:021B020203><hex:021302EC03>"
"10","該指令只能在「群狼盛宴」中使用。<hex:02100103>使用後會在小隊頻道中顯示固定的發言內容。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>「我來瞄準狼心！」<hex:021C020103><hex:021B020203><hex:021302EC03>"
"11","該指令只能在「群狼盛宴」中使用。<hex:02100103>使用後會在小隊頻道中顯示固定的發言內容。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>「我來攻擊防護職業！」<hex:021C020103><hex:021B020203><hex:021302EC03>"
