"0","無效分類","0","0","255","0"
"1","新生艾奧傑亞主線任務","1","1","0","0"
"2","第七星曆主線任務","1","1","0","0"
"3","蒼天的伊修加爾德主線任務","1","1","0","0"
"4","龍詩戰爭終章主線任務","1","1","0","0"
"5","龍詩戰爭尾聲主線任務","1","1","0","0"
"6","紅蓮的解放者主線任務","1","1","0","0"
"7","解放戰爭戰後主線任務","1","1","0","0"
"8","漆黑的反叛者主線任務","1","1","0","0"
"9","拂曉回歸主線任務","1","1","0","0"
"10","末日序曲主線任務","1","1","0","0"
"11","曉月的終焉主線任務","1","1","1","0"
"12","嶄新的冒險主線任務","1","1","1","0"
"13","第七星曆編年史：蠻神","1","1","2","0"
"14","第七星曆編年史：巴哈姆特","1","1","2","0"
"15","第七星曆編年史：水晶塔","1","1","2","0"
"16","第七星曆編年史：亞歷山大","1","1","2","0"
"17","第七星曆編年史：上古眾神","1","1","2","0"
"18","第七星曆編年史：瑪哈之影","1","1","2","0"
"19","第七星曆編年史：歐米茄","2","1","2","0"
"20","第七星曆編年史：重返伊瓦利斯","1","1","2","0"
"21","第七星曆編年史：四聖獸奇譚","1","1","2","0"
"22","第七星曆編年史：伊甸","1","1","2","0"
"23","寄葉異聞：暗黑天啟","1","1","2","0"
"24","第七星曆編年史：維爾利特戰役","1","1","2","0"
"25","第七星曆編年史：萬魔殿","1","1","2","0"
"26","第七星曆編年史：艾奧傑亞神話","1","1","2","0"
"27","友好部族クエスト：レポリット族","2","1","5","0"
"28","奧密克戎族任務","2","1","5","0"
"29","悌陽象族任務","2","1","5","0"
"30","蜥蜴人族任務","2","1","4","0"
"31","妖精族任務","2","1","4","0"
"32","地靈族任務","2","1","4","0"
"33","魚人族任務","2","1","4","0"
"34","鳥人族任務","2","1","4","0"
"35","瓦努族任務","2","1","4","0"
"36","骨頜族任務","2","1","4","0"
"37","莫古利族任務","2","1","4","0"
"38","甲人族任務","2","1","4","0"
"39","阿難陀族任務","2","1","4","0"
"40","鯰魚精族任務","2","1","4","0"
"41","仙子族任務","2","1","4","0"
"42","奇塔利族任務","2","1","4","0"
"43","矮人族任務","2","1","4","0"
"44","各族盟友任務","2","1","4","0"
"45","額外支線任務","2","1","3","0"
"46","調查員支線任務","2","1","3","0"
"47","武器強化支線任務","2","1","3","0"
"48","特殊支線任務","2","1","3","0"
"49","劇情支線任務","2","1","3","0"
"50","拉諾西亞支線任務","3","1","3","0"
"51","黑衣森林支線任務","3","1","3","0"
"52","薩納蘭支線任務","3","1","3","0"
"53","庫爾札斯支線任務","3","1","3","0"
"54","摩杜納支線任務","3","1","3","0"
"55","伊修加爾德支線任務","3","1","3","0"
"56","阿巴拉提亞支線任務","3","1","3","0"
"57","龍堡支線任務","3","1","3","0"
"58","魔大陸支線任務","3","1","3","0"
"59","基拉巴尼亞支線任務","3","1","3","0"
"60","奧薩德支線任務","3","1","3","0"
"61","遠東之國支線任務","3","1","3","0"
"62","雷克蘭德支線任務","3","1","3","0"
"63","珂露西亞島支線任務","3","1","3","0"
"64","安穆．艾蘭支線任務","3","1","3","0"
"65","伊爾美格支線任務","3","1","3","0"
"66","拉凱提卡大森林支線任務","3","1","3","0"
"67","黑風海支線任務","3","1","3","4"
"68","薩雷安支線任務","3","1","3","0"
"69","薩維奈島支線任務","3","1","3","0"
"70","加雷馬支線任務","3","1","3","0"
"71","嘆息海支線任務","3","1","3","7"
"72","厄爾庇斯支線任務","3","1","3","9"
"73","天外天垓支線任務","3","1","3","8"
"74","戰鬥菁英職業任務","2","1","6","0"
"75","魔法導師職業任務","2","1","6","0"
"76","能工巧匠職業任務","2","1","6","0"
"77","大地使者職業任務","2","1","6","0"
"78","中庸工藝館交易職業任務","2","1","6","0"
"79","薩雷安魔法大學交易職業任務","2","1","6","0"
"80","戰鬥菁英特職任務","2","1","6","0"
"81","魔法導師特職任務","2","1","6","0"
"82","職能任務","2","1","6","0"
"83","軍隊任務","2","1","7","0"
"84","季節活動","2","1","7","0"
"85","其他任務","2","1","7","0"
"86","傭兵理符","3","2","8","0"
"87","採礦理符","3","2","8","0"
"88","園藝理符","3","2","8","0"
"89","釣魚理符","3","2","8","0"
"90","木工理符","3","2","8","0"
"91","鍛冶理符","3","2","8","0"
"92","鑄甲理符","3","2","8","0"
"93","雕金理符","3","2","8","0"
"94","製革理符","3","2","8","0"
"95","裁縫理符","3","2","8","0"
"96","鍊金理符","3","2","8","0"
"97","烹調理符","3","2","8","0"
"98","神殿騎士團傭兵理符","3","2","8","0"
"99","神殿騎士團採礦理符","3","2","8","0"
"100","神殿騎士團園藝理符","3","2","8","0"
"101","神殿騎士團釣魚理符","3","2","8","0"
"102","神殿騎士團木工理符","3","2","8","0"
"103","神殿騎士團鍛冶理符","3","2","8","0"
"104","神殿騎士團鑄甲理符","3","2","8","0"
"105","神殿騎士團雕金理符","3","2","8","0"
"106","神殿騎士團製革理符","3","2","8","0"
"107","神殿騎士團裁縫理符","3","2","8","0"
"108","神殿騎士團鍊金理符","3","2","8","0"
"109","神殿騎士團烹調理符","3","2","8","0"
"110","特殊部隊理符","2","2","8","0"
"111","軍隊理符","2","2","8","0"
"112","迷宮挑戰","2","3","9","0"
"113","大型任務","2","3","9","0"
"114","討伐殲滅戰","2","3","9","0"
"115","其他任務","2","3","9","0"
"116","遺產任務","2","4","7","0"
