"0","False","False","False","0","0","0",""
"1","True","False","False","0","61532","0","遊戲測試"
"2","True","False","False","0","61524","0","遊戲管理員"
"3","False","False","False","0","61532","0","遊戲管理員"
"4","False","False","False","0","61533","3586","活動參與者"
"5","False","False","False","0","61503","3588","通訊切斷"
"6","False","True","False","1","61501","0","臨時好友"
"7","False","True","False","2","61501","0","臨時加入"
"8","False","True","False","3","61501","0","臨時加入"
"9","False","True","False","4","61502","0","不存在"
"10","False","True","False","5","61504","0","離線"
"11","False","True","False","6","61542","3593","戰鬥指導者"
"12","False","True","False","7","61509","3589","忙碌中"
"13","False","True","False","8","61510","0","對戰任務中"
"14","False","True","False","9","61539","0","幻卡對局中"
"15","True","True","False","10","61508","0","過場動畫中"
"16","False","True","False","12","61534","0","陸行鳥運輸騎乘中"
"17","True","True","False","13","61511","0","離開"
"18","True","True","False","14","61546","0","觀景模式中"
"19","False","True","False","15","61512","0","請求修理"
"20","False","True","False","16","61513","0","提供修理"
"21","False","True","True","17","61514","0","接受鑲嵌魔晶石請求"
"22","False","True","False","18","61545","3587","角色扮演中"
"23","False","True","False","19","61515","0","希望組隊"
"24","False","True","False","20","61516","0","傭兵"
"25","False","True","False","21","61517","3596","任務搜尋申請中"
"26","False","True","False","22","61536","0","隊員招募中"
"27","False","True","False","31","61540","3592","指導者"
"28","False","True","False","32","61542","3593","戰鬥指導者"
"29","False","True","False","33","61543","3594","製作採集指導者"
"30","False","True","False","34","61544","3595","對戰指導者"
"31","False","True","False","35","61547","3591","回歸者"
"32","False","True","False","36","61523","3590","新人"
"33","False","True","False","23","61518","0","團隊隊長"
"34","False","True","False","24","61519","0","團隊小隊長"
"35","False","True","False","25","61520","0","團隊隊員"
"36","False","True","False","26","61521","0","小隊隊長"
"37","False","True","False","27","61522","0","小隊隊員"
"38","False","True","True","28","61961","0","跨服小隊隊長"
"39","False","True","True","29","61962","0","跨服小隊隊員"
"40","False","True","False","30","61535","0","封閉任務中"
"41","False","False","False","0","61506","0","同隊任務中"
"42","False","False","False","0","61507","0","同一任務的其他隊伍中"
"43","False","True","False","11","61510","0","任務中"
"44","False","True","False","38","61525","0","試玩期新人"
"45","False","False","False","0","0","0","部隊"
"46","False","False","False","0","0","0","軍隊"
"47","False","True","False","37","61505","0","線上"
