"0","","","","","","100","100","3","False","False","False","False","False","0"
"1","召喚出寵物「爆彈仔」。<hex:02100103>人工孵化的爆彈怪幼體，基本上應該不會自行爆炸。","爆彈怪的幼體。爆彈怪是來自虛無界的氣體生物，利用鍊金術的技術可以對它們進行人工孵化。喜歡以木炭、青磷水、火屬性水晶等各種燃料作為食物。基本上應該不會自行爆炸。","嘿嘿嘿　人家的小可愛<hex:02100103>爆彈怪<hex:02100103>　　　　　　　——巴戈","自爆","對範圍內的敵人造成300攻擊力的傷害。不過使用特殊技點數之後寵物會被強制回收。","30","40","2","False","False","True","True","False","1"
"2","召喚出寵物「自走人偶001號」。<hex:02100103>鍊金術士公會與雕金匠公會聯手製作的機械人偶。","烏爾達哈的雕金匠公會在鍊金術士公會的協力下開發製造的魔法自走人偶，這是其正式販賣型。001號是泛用的基本型號，以此為基礎衍生出了各種各樣的改良版本。","魔法人偶明明連味覺都<hex:02100103>沒有啊！<hex:02100103>　　　　——賽倫蒂碧提","分解","可以拆除敵人設定的陷阱。","25","45","1","False","True","True","False","True","6"
"3","召喚出寵物「巧兒陸行鳥」。<hex:02100103>小巧可愛的陸行鳥雛鳥，找到鳥媽媽前就先養著吧。","小巧可愛的陸行鳥雛鳥。把冒險者當成媽媽，一直跟著冒險者。它還會模仿冒險者穿戴裝備，將蛋殼戴在身上。","喂！看好你的陸行鳥！<hex:02100103>別讓它到處跑！<hex:02100103>　　　　　——巴斯卡隆","巧兒舞","讓範圍內的敵人增加「動物」類型的弱點。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>15秒","60","30","3","False","True","True","False","False","4"
"4","召喚出寵物「凱特西娃娃」。<hex:02100103>長長的尾巴可以用來保持玩偶的身體平衡。","在中原之民的民間傳說裡，有隻叫做凱特西的妖精貓，這個玩偶就是模仿這個造型而做的。雕金匠公會的會長賽倫蒂碧提為了安撫失去父母的靈災孤兒，把玩偶改造成了自走人偶。","對你來說可能沒什麼，<hex:02100103>可對那些死去的人而言<hex:02100103>卻是人生的全部。<hex:02100103>　　　　　——凱特西","玩具士兵","令範圍內我方寵物的特殊技點數增加10。對擁有同效果特殊技的寵物無效。","55","65","2","False","True","False","True","False","3"
"5","召喚出寵物「貝希摩斯寶寶」。<hex:02100103>哼哼叫的小野獸，老天保佑它的媽媽別找上門來。","在烏爾達哈的路旁邊出售的奇特的幼獸，商人宣傳說是傳說中的魔獸貝希摩斯的幼崽。擁有紫色的身體和黑色的鬃毛，還有不怎麼尖銳的角，但是卻總想發出哼哼的叫聲。不知它的父母到底是什麼情況。","你真是太亂來了……<hex:02100103>要是被貝希摩斯察覺<hex:02100103>到了該怎麼辦啊……<hex:02100103>　　　——遇險的騎兵","野性利角","對範圍內的敵人造成230攻擊力的傷害。","45","30","3","True","False","False","False","False","1"
"6","召喚出寵物「碧海人偶003號」。<hex:02100103>按照黑渦團制式裝飾的自走人偶。","利姆薩．羅敏薩黑渦團的軍用魔法人偶。基本設計是用來在閱兵式等場合擔當旗手一職。站姿挺拔地舉著團旗的樣子十分威風。但是因為個子太矮，總是被人忽略。","是雕金匠公會的……<hex:02100103>魔法人偶？<hex:02100103>　　　　　——羅伯特","黑渦戰旗","令範圍內敵人的防禦力降低50%。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>15秒","30","45","1","False","True","False","True","True","4"
"7","召喚出寵物「密林人偶003號」。<hex:02100103>按照雙蛇黨制式裝飾的自走人偶。","格里達尼亞雙蛇黨的軍用魔法人偶。基本設計是用來在閱兵式等場合擔當旗手一職。站姿挺拔地舉著黨旗的樣子十分威風。但是因為個子太矮，總是被人忽略。","是雕金匠公會的……<hex:02100103>魔法人偶？<hex:02100103>　　　　　——羅伯特","雙蛇戰旗","令範圍內我方寵物的特殊技點數增加10。對擁有同效果特殊技的寵物無效。","35","55","1","True","True","False","False","True","3"
"8","召喚出寵物「黃沙人偶003號」。<hex:02100103>按照恆輝隊制式裝飾的自走人偶。","烏爾達哈恆輝隊的軍用魔法人偶。基本設計是用來在閱兵式等場合擔當旗手一職。站姿挺拔地舉著隊旗的樣子十分威風。但是因為個子太矮，總是被人忽略。","是雕金匠公會的……<hex:02100103>魔法人偶？<hex:02100103>　　　　　——羅伯特","恆輝戰旗","令範圍內敵人的攻擊力降低40%。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>6秒","30","35","1","False","True","True","False","True","4"
"9","召喚出寵物「黑渦團巧兒陸行鳥」。<hex:02100103>雖然出殼不久，不過體內流淌的鮮血已經染上了黑渦團的紅色。","效忠於黑渦團的陸行鳥雛鳥。負責打掃的廄舍管理員在某天進入陸行鳥房時發現了這隻雛鳥，它一副理所應當的樣子把那裡當作自己的家。之後它就成為了隊裡的吉祥物，並根據它自己的意願調任到了冒險者部隊。","大家想讓陸行鳥也以清<hex:02100103>爽的姿態迎接新年吧？<hex:02100103>　　　　——鳥欄管理員","黑渦陸行鳥怒吼","令範圍內的敵人止步。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>5秒","50","35","3","False","False","True","False","False","4"
"10","召喚出寵物「雙蛇黨巧兒陸行鳥」。<hex:02100103>雖然出殼不久，不過已經受到了森林元靈的感召。","效忠於雙蛇黨的陸行鳥雛鳥。負責打掃的廄舍管理員在某天進入陸行鳥房時發現了這隻雛鳥，它一副理所應當的樣子把那裡當作自己的家。之後它就成為了隊裡的吉祥物，並根據它自己的意願調任到了冒險者部隊。","大家想讓陸行鳥也以清<hex:02100103>爽的姿態迎接新年吧？<hex:02100103>　　　　——鳥欄管理員","雙蛇陸行鳥怒吼","打消範圍內敵我雙方身上的附加效果。","55","35","3","False","False","False","True","False","6"
