"35500","皮革專業專用圍裙裝","0","","0","0","1","0","0","","皮革專業專用圍裙裝","42756","570","3","4","0","35","0","4","5","54080","1","True","True","False","False","2","0","False","True","True","0","2","0","12","8","21800","6389","False","False","0","90","0","1","13","0","0","9","701, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","325","651","70","877","71","334","11","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","False","False","0","True"
"35501","皮革專業專用護臂","0","","0","0","1","0","0","","皮革專業專用護臂","44866","570","3","4","0","37","0","5","5","54080","1","True","True","False","False","2","0","False","True","False","0","2","0","12","8","21800","6389","False","False","0","90","0","1","13","0","0","9","701, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","243","486","71","334","11","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","False","False","0","True"
"35502","皮革專業專用腿套","0","","0","0","1","0","0","","皮革專業專用腿套","46005","570","3","4","0","36","0","7","5","54080","1","True","True","False","False","2","0","False","True","False","0","2","0","13","8","21800","6389","False","False","0","90","0","1","13","0","0","9","701, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","325","651","71","334","70","58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","False","False","0","True"
"35503","皮革專業專用筒靴","0","","0","0","1","0","0","","皮革專業專用筒靴","49342","570","3","4","0","38","0","8","5","54080","1","True","True","False","False","2","0","False","True","False","0","2","0","12","8","21800","6389","False","False","0","90","0","1","13","0","0","9","701, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","243","486","71","334","70","58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","False","False","0","True"
"35504","衣裝專業專用帽","0","","0","0","1","0","0","","衣裝專業專用帽","41850","570","3","4","0","34","0","3","5","55080","1","True","True","False","False","2","0","False","True","True","0","2","0","13","8","21800","6389","False","False","0","90","0","1","14","0","0","9","702, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","243","486","71","334","11","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","False","False","0","True"
"35505","衣裝專業專用燕尾服","0","","0","0","1","0","0","","衣裝專業專用燕尾服","42764","570","3","4","0","35","0","4","5","55080","1","True","True","False","False","2","0","False","True","True","0","2","0","13","8","21800","6389","False","False","0","90","0","1","14","0","0","9","702, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","325","651","70","877","71","334","11","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","False","False","0","True"
"35506","衣裝專業專用護袖","0","","0","0","1","0","0","","衣裝專業專用護袖","44874","570","3","4","0","37","0","5","5","55080","1","True","True","False","False","2","0","False","True","False","0","2","0","13","8","21800","6389","False","False","0","90","0","1","14","0","0","9","702, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","243","486","71","334","11","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","False","False","0","True"
"35507","衣裝專業專用禮褲","0","","0","0","1","0","0","","衣裝專業專用禮褲","46013","570","3","4","0","36","0","7","5","55080","1","True","True","False","False","2","0","False","True","False","0","2","0","13","8","21800","6389","False","False","0","90","0","1","14","0","0","9","702, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","325","651","71","334","70","58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","False","False","0","True"
"35508","衣裝專業專用皮靴","0","","0","0","1","0","0","","衣裝專業專用皮靴","49350","570","3","4","0","38","0","8","5","55080","1","True","True","False","False","2","0","False","True","False","0","2","0","12","8","21800","6389","False","False","0","90","0","1","14","0","0","9","702, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","243","486","71","334","70","58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","False","False","0","True"
"35509","煉化專業專用帽","0","","0","0","1","0","0","","煉化專業專用帽","41866","570","3","4","0","34","0","3","5","56080","1","True","True","False","False","2","0","False","True","True","0","2","0","13","8","21800","6389","False","False","0","90","0","1","15","0","0","9","703, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","243","486","71","334","11","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","False","False","0","True"
"35510","煉化專業專用斗篷","0","","0","0","1","0","0","","煉化專業專用斗篷","42780","570","3","4","0","35","0","4","5","56080","1","True","True","False","False","2","0","False","True","True","0","2","0","13","8","21800","6389","False","False","0","90","0","1","15","0","0","9","703, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","325","651","70","877","71","334","11","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","False","False","0","True"
"35511","煉化專業專用手套","0","","0","0","1","0","0","","煉化專業專用手套","44890","570","3","4","0","37","0","5","5","56080","1","True","True","False","False","2","0","False","True","False","0","2","0","12","8","21800","6389","False","False","0","90","0","1","15","0","0","9","703, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","243","486","71","334","11","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","False","False","0","True"
"35512","煉化專業專用腿套","0","","0","0","1","0","0","","煉化專業專用腿套","46029","570","3","4","0","36","0","7","5","56080","1","True","True","False","False","2","0","False","True","False","0","2","0","13","8","21800","6389","False","False","0","90","0","1","15","0","0","9","703, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","325","651","71","334","70","58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","False","False","0","True"
"35513","煉化專業專用鞋","0","","0","0","1","0","0","","煉化專業專用鞋","49366","570","3","4","0","38","0","8","5","56080","1","True","True","False","False","2","0","False","True","False","0","2","0","12","8","21800","6389","False","False","0","90","0","1","15","0","0","9","703, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","243","486","71","334","70","58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","False","False","0","True"
"35514","營養專業專用無簷帽","0","","0","0","1","0","0","","營養專業專用無簷帽","41860","570","3","4","0","34","0","3","5","57080","1","True","True","False","False","2","0","False","True","True","0","2","0","13","8","21800","6389","False","False","0","90","0","1","16","0","0","9","704, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","243","486","71","334","11","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","False","False","0","True"
"35515","營養專業專用圍裙裝","0","","0","0","1","0","0","","營養專業專用圍裙裝","42774","570","3","4","0","35","0","4","5","57080","1","True","True","False","False","2","0","False","True","True","0","2","0","13","8","21800","6389","False","False","0","90","0","1","16","0","0","9","704, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","325","651","70","877","71","334","11","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","False","False","0","True"
"35516","營養專業專用連指手套","0","","0","0","1","0","0","","營養專業專用連指手套","44884","570","3","4","0","37","0","5","5","57080","1","True","True","False","False","2","0","False","True","False","0","2","0","13","8","21800","6389","False","False","0","90","0","1","16","0","0","9","704, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","243","486","71","334","11","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","False","False","0","True"
"35517","營養專業專用軟甲褲","0","","0","0","1","0","0","","營養專業專用軟甲褲","46023","570","3","4","0","36","0","7","5","57080","1","True","True","False","False","2","0","False","True","False","0","2","0","13","8","21800","6389","False","False","0","90","0","1","16","0","0","9","704, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","325","651","71","334","70","58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","False","False","0","True"
"35518","營養專業專用鞋","0","","0","0","1","0","0","","營養專業專用鞋","49360","570","3","4","0","38","0","8","5","57080","1","True","True","False","False","2","0","False","True","False","0","2","0","12","8","21800","6389","False","False","0","90","0","1","16","0","0","9","704, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","243","486","71","334","70","58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","False","False","0","True"
"35519","地質專業專用頭燈帽","0","","0","0","1","0","0","","地質專業專用頭燈帽","41849","570","3","4","0","34","0","3","5","59080","1","True","True","False","False","2","0","False","True","True","0","2","0","10","8","21800","6389","False","False","0","90","0","1","17","0","0","9","705, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","243","486","73","599","3","54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","False","False","0","True"
"35520","地質專業專用工作衫","0","","0","0","1","0","0","","地質專業專用工作衫","42763","570","3","4","0","35","0","4","5","59080","1","True","True","False","False","2","0","False","True","True","0","2","0","13","8","21800","6389","False","False","0","90","0","1","17","0","0","9","705, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","325","651","72","599","73","300","10","7","3","86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","False","False","0","True"
"35521","地質專業專用工作手套","0","","0","0","1","0","0","","地質專業專用工作手套","44873","570","3","4","0","37","0","5","5","59080","1","True","True","False","False","2","0","False","True","False","0","2","0","12","8","21800","6389","False","False","0","90","0","1","17","0","0","9","705, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","243","486","72","449","10","7","3","54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","False","False","0","True"
"35522","地質專業專用工作褲","0","","0","0","1","0","0","","地質專業專用工作褲","46012","570","3","4","0","36","0","7","5","59080","1","True","True","False","False","2","0","False","True","False","0","2","0","13","8","21800","6389","False","False","0","90","0","1","17","0","0","9","705, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","325","651","72","300","73","150","10","7","3","86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","False","False","0","True"
