"0","0","0","0","0","0","0","0","0","0","0",""
"1","10","100","10","100","15","100","15","100","20","100","身体能力＋<hex:022003E80203>％"
"2","10","100","10","100","15","100","15","100","20","100","精神力＋<hex:022003E80203>％"
"3","10","100","10","100","15","100","15","100","20","100","戦術練度＋<hex:022003E80203>％"
"4","3","100","3","100","3","100","3","100","5","100","全員の身体能力＋<hex:022003E80203>％"
"5","3","100","3","100","3","100","3","100","5","100","全員の精神力＋<hex:022003E80203>％"
"6","3","100","3","100","3","100","3","100","5","100","全員の戦術練度＋<hex:022003E80203>％"
"7","10","100","10","100","20","100","20","100","30","100","獲得経験値量＋<hex:022003E80203>％"
"8","5","100","5","100","10","100","10","100","15","100","全員の獲得経験値量＋<hex:022003E80203>％"
"9","10","100","20","100","30","100","40","100","50","100","全員のジンクス獲得率＋<hex:022003E80203>％"
"10","0","10","0","20","0","30","0","40","0","50","<hex:022003E80203>％で「戦闘技術教本：守勢」を入手"
"11","0","10","0","20","0","30","0","40","0","50","<hex:022003E80203>％で「戦闘技術教本：魔法」を入手"
"12","0","10","0","20","0","30","0","40","0","50","<hex:022003E80203>％で「戦闘技術教本：攻勢」を入手"
"13","0","10","0","20","0","30","0","40","0","50","<hex:022003E80203>％でギルを入手"
"14","0","10","0","20","0","30","0","40","0","50","<hex:022003E80203>％で軍票を入手"
"15","0","10","0","20","0","30","0","40","0","50","<hex:022003E80203>％でMGPを入手"
"16","0","10","0","20","0","30","0","40","0","50","<hex:022003E80203>％でタンク向けマテリアを入手"
"17","0","10","0","20","0","30","0","40","0","50","<hex:022003E80203>％で物理DPS向けマテリアを入手"
"18","0","10","0","20","0","30","0","40","0","50","<hex:022003E80203>％でソーサラー向けマテリアを入手"
"19","0","10","0","20","0","30","0","40","0","50","<hex:022003E80203>％でギャザラー向けマテリアを入手"
"20","0","10","0","20","0","30","0","40","0","50","<hex:022003E80203>％でクラフター向けマテリアを入手"
"21","0","10","0","20","0","30","0","40","0","50","<hex:022003E80203>％でクラスターを入手"
"22","0","10","0","20","0","30","0","40","0","50","<hex:022003E80203>％でギャザラースクリップを入手"
"23","0","10","0","20","0","30","0","40","0","50","<hex:022003E80203>％でクラフタースクリップを入手"
