"0",""
"1","チェイン数 <hex:022003E80203>以上"
"2","STR <hex:022003E80203>以上"
"3","DEX <hex:022003E80203>以上"
"4","VIT <hex:022003E80203>以上"
"5","INT <hex:022003E80203>以上"
"6","MND <hex:022003E80203>以上"
"7","PIE <hex:022003E80203>以上"
"8","<hex:0212023903>火 <hex:022003E80203>以上"
"9","<hex:0212023A03>氷 <hex:022003E80203>以上"
"10","<hex:0212023B03>風 <hex:022003E80203>以上"
"11","<hex:0212023C03>土 <hex:022003E80203>以上"
"12","<hex:0212023D03>雷 <hex:022003E80203>以上"
"13","<hex:0212023E03>水 <hex:022003E80203>以上"
"14","獲得力 <hex:022003E80203>以上"
"15","技術力 <hex:022003E80203>以上"
"16","獲得力 <hex:022003E80203>未満"
"17","技術力 <hex:022003E80203><hex:020813E803FF07E4BBA5E4B88AFF07E69CAAE6BA8003>"
"18","「<hex:02280CFF07537461747573E8020103>」付与"
"19","GPmax <hex:022003E80203>以上"
"20","<hex:02280AFF054974656DE8020103><hex:02081CE803FF0AE8A385E58299E69982FF0DE99D9EE8A385E58299E6998203>"
