"0","0","0","False","0","0","0","False","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","",""
"1","0","0","False","0","0","0","False","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","",""
"2","0","0","False","0","0","0","False","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","",""
"3","0","0","False","0","0","0","False","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","",""
"4","0","0","False","0","0","0","False","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","",""
"5","0","0","False","0","0","0","False","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","",""
"6","0","0","False","0","0","0","False","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","",""
"7","0","0","False","0","0","0","False","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","",""
"8","0","0","False","0","0","0","False","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","",""
"9","0","0","False","0","0","0","False","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","",""
"10","0","0","False","0","0","0","False","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","",""
"11","0","0","False","0","0","0","False","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","",""
"12","0","0","False","0","0","0","False","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","",""
"13","0","0","False","0","0","0","False","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","",""
"14","0","0","False","0","0","0","False","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","",""
"15","3","0","False","0","0","0","False","0","0","0","0","0","0","0","0","0","0","必要MGP：<hex:022206E802FF022C03>MGP","やる","やる(無料券)","キャンセル","","","","","","",""
"16","2","0","False","0","2","764","False","0","0","0","0","0","0","0","0","0","0","挑戦には<hex:022003E80203>MGPが必要です。<hex:02100103>よろしいですか？<hex:02100103>[所持MGP：<hex:022206E803FF022C03>]<hex:02100103>[残り挑戦回数：<hex:022003E80503>回]","はい","いいえ","","","","","","","",""
"17","1","0","False","44","2","0","False","0","0","0","0","0","0","0","0","0","0","どうやら、MGPが足りないようですね……。<hex:02100103>まずは、「MGP交換窓口」を覗いてみてはいかがでしょう？","","","","","","","","","",""
"18","1","0","False","45","2","0","False","0","0","0","0","0","0","0","0","0","0","おや、お客様は、先ほども挑戦してらっしゃいましたね……。<hex:02100103>「ミニ・くじテンダー」を気に入っていただき光栄ですが、<hex:02100103>おひとり様につき、挑戦は3回までとなっております……。","","","","","","","","","",""
"19","1","0","False","16","2","764","False","0","0","0","0","0","0","0","0","0","0","第<hex:022003E80403>回「ミニ・くじテンダー」を開催中です！<hex:02100103>今日という日の運試しに、いかがでしょうか？","","","","","","","","","",""
"20","1","0","False","21","2","764","False","0","0","0","0","0","0","0","0","0","0","ああっ、あなた、大変でございます！<hex:02100103>迷子になっているヒナチョコボを見つけたのですが、<hex:02100103>意地悪なゴブリン族が、近づくのを阻んでくるのです。","","","","","","","","","",""
"21","1","0","False","158","2","0","False","0","0","0","0","0","0","0","0","0","0","爆弾がドンドン落ちてくるせいで、私では助けにいけず……。<hex:02100103>どうか、「マウント・コレル」の頂上まで登って、<hex:02100103>あの子を助けだしてあげてください！","","","","","","","","","",""
"22","1","0","False","23","2","764","False","0","0","0","0","0","0","0","0","0","0","勇敢に挑み、そして落ちていく姿……とても感動的でした！<hex:02100103>しかし、ヒナチョコボはまだ頂上で震えています……。<hex:02100103>あの子を助けだしてはいただけませんか？","","","","","","","","","",""
"23","2","0","False","0","2","764","False","0","0","0","0","0","0","0","0","0","0","もう一度、挑戦しますか？","はい","いいえ","","","","","","","",""
