"595977","0","1","2","0","0","763","0","0","1","1","1","0","0","0","0","0","0","False","False","False","なんでも、エルフ族の古い伝承によると、<hex:02100103>この世で最初に形作られたのが、この始まりの湖なのだそうです。<hex:02100103>これからもずっと、この湖を大切に守って行きたいものですね。","0","0"
"595976","0","1","2","0","0","4218","0","0","1","1","1","0","0","0","0","0","0","False","False","False","なんでも、エルフ族の古い伝承によると、<hex:02100103>この世で最初に形作られたのが、この始まりの湖なのだそうです。<hex:02100103>だとすれば、この世が終わるときも……なんてね。","0","0"
"595979","0","1","2","0","0","4218","0","0","1","1","1","0","0","0","0","0","0","False","False","False","「光耀教会の人たち」が付けてた指輪に似てたって！<hex:02100103>僕、絵本で見たことがあるもん！<hex:02100103><hex:02081FE905FF0DE3818AE5A789E38195E38293FF0DE3818AE58584E38195E3829303>も、そう思うよね！？","0","0"
"595978","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","False","False","False","ダメだって！<hex:02100103>母さんに見つかったら叱られるよ！","0","0"
"595981","0","1","2","0","0","764","0","0","1","1","1","0","0","0","0","0","0","False","False","False","あっ、<hex:020825E905FF10E3818AE5A789E381A1E38283E38293FF10E3818AE58584E381A1E38283E3829303>！<hex:02100103>こないだは、お宝探してくれて、ありがとうございましたっ！","0","0"
"595980","0","1","0","0","0","950","0","0","1","1","1","0","0","0","0","0","0","False","False","False","いいじゃない、ヴォンデン～！<hex:02100103>おもしろそうだし、絶対にバレないって！","0","0"
"595983","0","1","2","0","0","763","0","0","1","1","1","0","0","0","0","0","0","False","False","False","おっ、お宝を見つけてくれた<hex:02081FE905FF0DE5A789E381A1E38283E38293FF0DE58584E381A1E38283E3829303>！<hex:02100103>選んだ宝は、役に立ってる！？","0","0"
"595982","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","False","False","False","なあ、大丈夫だって！<hex:02100103>俺らでお宝を探しに行こうぜ！","0","0"
"595969","0","1","2","0","0","764","0","0","1","1","1","0","0","0","0","0","0","False","False","False","永遠に、同じ一日が続くって思っていたけど、<hex:02100103>まさか空に夜闇が戻ってくるなんてね……。<hex:02100103>それでも、魚を干すことには、変わりないんだけどさ。","0","0"
"595968","0","1","2","0","0","763","0","0","1","1","1","0","0","0","0","0","0","False","False","False","今日も今日とて、<hex:02100103>採った魚をさばいて干しての繰り返し。<hex:02100103>永遠に、同じ一日が続いていくんだろうさ……。","0","0"
"595971","0","1","2","0","0","763","0","0","1","1","1","0","0","0","0","0","0","False","False","False","今日も今日とて、<hex:02100103>採った魚をさばいて干しての繰り返し。<hex:02100103>それでも、この日々が続くのが嬉しい今日この頃さ。","0","0"
"595970","0","1","2","0","0","4218","0","0","1","1","1","0","0","0","0","0","0","False","False","False","永遠に続いてほしいと思った、<hex:02100103>昼と夜の巡りが、また元通りになっちまった。<hex:02100103>それでも、魚を干すことには、変わりないけどね……。","0","0"
"595973","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","False","False","False","いくら星空が映る「始まりの湖」が綺麗だからって、<hex:02100103>夜更かしのしすぎは考えものよ！<hex:02100103>漁師の朝は早いんだから！","0","0"
"595972","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","False","False","False","漁具が壊れて直すこともできないなら、<hex:02100103>クリスタリウムに行って、ミーン工芸館に依頼しなくちゃ。<hex:02100103>必要な物の洗い出しをしましょう……！","0","0"
"595975","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","False","False","False","漁具を直してくれた職人さんに、<hex:02100103>何かお礼をしなくっちゃ……。<hex:02100103>次の漁で採れた魚を、干物にして持っていきましょう！","0","0"
"595974","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","False","False","False","漁具の手入れは終わったの？<hex:02100103>ケンの島が、クジラになって空を飛ぼうが、<hex:02100103>漁師の仕事に変わりがあるわけじゃないのよ！","0","0"
