"0","0","0","0","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","5","8","1","0","7500","100","0","1","都市内の巡察","<hex:02093CE802FF19E383AAE383A0E382B5E383BBE383ADE3839FE383B3E382B5FF10E382B0E383AAE38380E3838BE382A2FF0DE382A6E383ABE38380E3838F03>都市内の定期巡回を命じる。指定された巡回地点を巡り、都市内の安全を確保されたし。","0","0","0","0","0","0","0","0","0","0","0","0","145","145","145","145","145","145","20","20","20","20","20","20","140","140","140","140","140","140","20","20","20","20","20","20","140","140","140","140","140","140","20","20","20","20","20","20","20","20","20","20","20","20"
"2","8","0","1","500","7500","20","0","1","近隣拠点への伝令","<hex:020945E802FF16E38387E3838DE38399E383BCE383ABE996A2E99680FF16E38390E3838EE38383E382AFE7B7B4E585B5E68980FF13E382B5E382B4E383AAE383BCE996A2E6898003>への伝令を命じる。軍関係の書類を該当施設に駐屯する部隊へと届けるべし。","0","0","0","0","0","0","0","0","0","0","0","0","165","165","165","150","160","150","20","20","20","20","20","20","160","160","170","170","150","160","20","20","20","20","20","20","160","160","150","165","175","175","20","20","20","20","20","20","20","20","20","20","20","20"
"3","8","0","1","500","9000","20","0","1","都市周辺の街道巡回","<hex:020948E802FF13E4B8ADE5A4AEE383A9E3838EE382B7E382A2FF19E9BB92E8A1A3E6A3AEEFBC9AE4B8ADE5A4AEE6A3AEE69E97FF16E4B8ADE5A4AEE382B6E3838AE383A9E383BCE383B303>の主要街道の巡回を命じる。都市民や旅人、隊商たちの安全を脅かす魔物は、発見次第、排除すべし。","0","0","0","0","0","0","0","0","0","0","0","0","245","245","150","195","155","195","20","20","20","20","20","20","155","200","255","255","195","155","20","20","20","20","20","20","200","155","195","150","250","250","20","20","20","20","20","20","20","20","20","20","20","20"
"4","8","0","5","500","10500","20","0","1","蛮族部隊の偵察","<hex:02097EE802FF28E4BD8EE59CB0E383A9E3838EE382B7E382A2E381ABE381A6E382B3E3839CE383ABE38389E6978FFF22E58D97E983A8E6A3AEE69E97E381ABE381A6E382A4E382AFE382B5E383ABE6978FFF2EE4B8ADE5A4AEE382B6E3838AE383A9E383BCE383B3E381ABE381A6E382A2E3839EE383ABE382B8E383A3E6978F03>を目撃したとの情報が寄せられた。ただちに現場に急行し、敵軍の動向を偵察し報告せよ。","0","0","0","0","0","0","0","0","0","0","0","0","150","195","155","245","245","195","20","20","20","20","20","20","255","155","195","200","155","255","20","20","20","20","20","20","195","250","250","155","200","150","20","20","20","20","20","20","20","20","20","20","20","20"
"5","8","0","10","500","12000","20","0","1","補給部隊の護衛","<hex:020960E802FF22E382ADE383A3E383B3E38397E383BBE382B9E382ABE383ABE38390E383ACE383BCFF16E382A2E3839EE383AAE382BBE79BA3E8A696E593A8FF22E382ADE383A3E383B3E38397E383BBE38389E383A9E382A4E3839CE383BCE383B303>に向かう補給部隊の護衛を命じる。いかなる時も警戒を怠らず、補給部隊の安全を確保せよ。","0","0","0","0","0","0","0","0","0","0","0","0","210","125","305","305","210","115","20","20","20","20","20","20","125","210","210","130","320","320","20","20","20","20","20","20","310","310","130","210","115","210","20","20","20","20","20","20","20","20","20","20","20","20"
"6","8","0","15","500","13500","20","0","1","害獣の駆除","<hex:020948E802FF13E4B8ADE5A4AEE383A9E3838EE382B7E382A2FF19E9BB92E8A1A3E6A3AEEFBC9AE4B8ADE5A4AEE6A3AEE69E97FF16E4B8ADE5A4AEE382B6E3838AE383A9E383BCE383B303>の住人から、<hex:020942E802FF10E382B0E382A5E383BCE38396E383BCFF0DE38388E383ACE383B3E38388FF1FE382B8E383A3E382A4E382A2E383B3E38388E38388E383BCE382BFE382B903>の駆除要請が届いた。ただちに現場に赴き、これ以上の害獣被害を食い止めよ。","14945","14945","14945","14945","14945","14945","1","1","1","1","1","1","140","225","320","320","130","225","20","20","20","20","20","20","225","140","145","225","335","335","20","20","20","20","20","20","325","325","225","145","225","130","20","20","20","20","20","20","20","20","20","20","20","20"
"7","10","12","20","2000","21000","0","0","1","重要任務：低級妖異の排除","<hex:020945E802FF13E38195E38195E38284E3818DE381AEE8B0B7FF16E382A6E382A9E383BCE383ACE383B3E789A2E78D84FF16E3838EE38395E382A3E382ABE381AEE4BA95E688B803>にて、低級妖異と思しき影が目撃された。このまま捨て置けば、いずれ現地住民に被害が出かねない。ただちに現場に急行し、確実にすべての妖異を撃滅せよ。","15772","15772","15772","15772","15772","15772","1","1","1","1","1","1","225","225","225","225","225","225","0","0","0","0","0","0","205","205","205","205","205","205","0","0","0","0","0","0","230","230","230","230","230","230","0","0","0","0","0","0","100","100","100","100","100","100"
"8","12","0","20","1000","15000","20","0","2","前線部隊の支援","<hex:020957E802FF22E382ADE383A3E383B3E38397E383BBE382B9E382ABE383ABE38390E383ACE383BCFF19E383A6E383BCE382B8E3838BE382A2E79BA3E8A696E593A8FF16E383AAE38388E383ABE382A2E383A9E3839FE382B403>の駐留部隊より、支援要請が入った。<hex:020939E802FF10E382B3E3839CE383ABE38389E6978FFF10E382A4E382AFE382B5E383ABE6978FFF13E382A2E3839EE383ABE382B8E383A3E6978F03>の迎撃に向かう当地の部隊を支援せよ。","0","0","0","0","0","0","0","0","0","0","0","0","265","410","265","140","410","125","20","20","20","20","20","20","140","145","435","265","270","435","20","20","20","20","20","20","420","270","125","420","145","265","20","20","20","20","20","20","20","20","20","20","20","20"
"9","12","0","20","1000","16500","20","0","2","同盟軍将校の護衛","重要な会合のため、<hex:020924E802FF0AE58F8CE89B87E5859AFF0AE4B88DE6BB85E99A8AFF0AE9BB92E6B8A6E59BA303>の将校が我が都市に来訪することになった。ランディングにて出迎え、滞在期間中の案内と護衛に万全を尽くせ。","0","0","0","0","0","0","0","0","0","0","0","0","270","130","270","145","415","415","20","20","20","20","20","20","440","440","145","270","275","150","20","20","20","20","20","20","130","270","425","425","150","275","20","20","20","20","20","20","20","20","20","20","20","20"
