"0","0",""
"1","4","マウント・コレルの頂上で<hex:02100103>迷子なヒナチョコボが動けなくなっている<hex:02100103>爆弾をかいくぐり、ヒナチョコボを救出せよ"
"2","4","マウント・コレルの頂上で<hex:02100103>迷子なヒナチョコボが動けなくなっている<hex:02100103>爆弾をかいくぐり、ヒナチョコボを救出せよ"
"3","4","マウント・コレルの頂上で<hex:02100103>迷子なヒナチョコボが動けなくなっている<hex:02100103>爆弾をかいくぐり、ヒナチョコボを救出せよ"
"4","4","マウント・コレルの頂上で<hex:02100103>迷子なヒナチョコボが動けなくなっている<hex:02100103>爆弾をかいくぐり、ヒナチョコボを救出せよ"
"5","4","マウント・コレルの頂上で<hex:02100103>迷子なヒナチョコボが動けなくなっている<hex:02100103>爆弾をかいくぐり、ヒナチョコボを救出せよ"
"6","4","マウント・コレルの頂上で<hex:02100103>迷子なヒナチョコボが動けなくなっている<hex:02100103>爆弾をかいくぐり、ヒナチョコボを救出せよ"
"7","4","マウント・コレルの頂上で<hex:02100103>迷子なヒナチョコボが動けなくなっている<hex:02100103>爆弾をかいくぐり、ヒナチョコボを救出せよ"
"8","4","ジャボテンダーのてっぺんで<hex:02100103>迷子なヒナチョコボが動けなくなっている<hex:02100103>爆弾をかいくぐり、ヒナチョコボを救出せよ"
"9","4","ジャボテンダーのてっぺんで<hex:02100103>迷子なヒナチョコボが動けなくなっている<hex:02100103>爆弾をかいくぐり、ヒナチョコボを救出せよ"
"10","4","ジャボテンダーのてっぺんで<hex:02100103>迷子なヒナチョコボが動けなくなっている<hex:02100103>爆弾をかいくぐり、ヒナチョコボを救出せよ"
"11","4","ジャボテンダーのてっぺんで<hex:02100103>迷子なヒナチョコボが動けなくなっている<hex:02100103>爆弾をかいくぐり、ヒナチョコボを救出せよ"
"12","4","ジャボテンダーのてっぺんで<hex:02100103>迷子なヒナチョコボが動けなくなっている<hex:02100103>爆弾をかいくぐり、ヒナチョコボを救出せよ"
"13","4","ジャボテンダーのてっぺんで<hex:02100103>迷子なヒナチョコボが動けなくなっている<hex:02100103>爆弾をかいくぐり、ヒナチョコボを救出せよ"
"14","4","ジャボテンダーのてっぺんで<hex:02100103>迷子なヒナチョコボが動けなくなっている<hex:02100103>爆弾をかいくぐり、ヒナチョコボを救出せよ"
