"3473413","獣人貨幣証書の交換","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","True"
"3473412","獣人貨幣証書の交換","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","True"
"3473415","獣人貨幣証書の交換","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","True"
"3473414","獣人貨幣証書の交換","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","True"
"3473409","特殊品納品窓口","1","4","4","2","3","0","0","0","0","235","210","0","0","0","0","0","True"
"3473408","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False"
"3473411","獣人貨幣証書の交換","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","True"
"3473410","証書の交換","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","True"
"3473421","戦果記録の交換（その他）","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","True"
"3473420","戦果記録の交換（ロックボックス）","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","True"
"3473422","戦果記録の交換（その他）","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","True"
"3473417","獣人貨幣証書の交換","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","True"
"3473416","獣人貨幣証書の交換","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","True"
"3473419","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","True"
"3473418","獣人貨幣証書の交換","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","True"
