"0",""
"1","対象を討伐"
"2","目標物を入手"
"3","対象をせん滅"
"4","対象を追撃して倒せ"
"5","対象を弱らせて<hex:02100103><hex:020839E4E80201FF1FE382A8E383A2E383BCE38388E3808CE381AAE381A0E38281E3828BE3808DFF1302280FFF0A4576656E744974656DE802010303>を使って手懐けろ"
"6","<hex:020839E4E80201FF13E5AFBEE8B1A1E38292E694BBE69283E38197FF1F02280FFF0A4576656E744974656DE8020103E38292E4BDBFE794A8E3819703><hex:02100103>正体を見破って討伐せよ"
"7","所定の地点を巡り、敵を撃退せよ"
"8","「妖異全集」の紙片を回収し<hex:02100103>封じられた魔物を召喚して倒せ"
"9","エモート「手まねきする」を使って<hex:02100103><hex:02280EFF09424E70634E616D65E8020103>を目的地まで導け"
"10","すべての目標地点を採集しつくせ<hex:02100103>評価値により報酬ボーナス：<hex:02100103>320以上　+25%<hex:02100103>303以上　+10%<hex:02100103>286以上　+05%"
"11","目標物を入手せよ"
"12","すべての目標地点を採集しつくし、目標物を入手せよ"
"13","すべての目標地点で、採集結果を記録せよ<hex:02100103>評価値により報酬ボーナス：<hex:02100103>160以上　+25%<hex:02100103>152以上　+10%<hex:02100103>143以上　+05%"
"14","依頼品を対象に設置せよ"
"15","目標物が足りない場合は任務失敗"
"16","目標地点を捜索"
"17","対象を誘い出して倒せ"
"18","すべての目標地点を採集しつくせ<hex:02100103>評価値により報酬ボーナス：<hex:02100103>479以上　+25%<hex:02100103>454以上　+10%<hex:02100103>429以上　+05%"
"19","すべての目標地点で、採集結果を記録せよ<hex:02100103>評価値により報酬ボーナス：<hex:02100103>240以上　+25%<hex:02100103>227以上　+10%<hex:02100103>215以上　+05%"
"20","出現する魔物を倒して<hex:02100103>「妖異全集」の紙片を回収し<hex:02100103>封じられた魔物を召喚して倒せ"
"21","進捗率"
"22","巡回した目的地"
"23","弱らせずに懐柔を試みると<hex:02100103>対象が興奮状態に陥るため注意せよ<hex:02100103>懐柔対象を倒すと任務失敗"
"24","<hex:02280EFF09424E70634E616D65E8020103>を倒すと手に入る<hex:02100103><hex:02280FFF0A4576656E744974656DE8030103>を使用し<hex:02100103>魔物の正体を見破れ"
"25","<hex:02280EFF09424E70634E616D65E8020103>が倒されると任務失敗"
"26","対象を守りつつ敵を撃退せよ"
"27","制限時間内に、より多くの敵を倒せ"
"28","<hex:02280FFF0A4576656E744974656DE8020103>の保有者を発見し<hex:02100103>正体を見破って倒せ"
"29",""
"30","増援を呼び出す敵を倒せ"
"31","失敗条件：目標討伐数に達しない"
"32","エモート「<hex:020821E4E80202FF0AE381A4E381A4E3818FFF10E5958FE38184E8A9B0E38281E3828B03>」に反応した敵を倒し<hex:02100103><hex:02280FFF0A4576656E744974656DE8030103>を入手せよ"
"33","失敗条件：<hex:02280EFF09424E70634E616D65E8020103>が全て失われる"
"34","<hex:02280EFF09424E70634E616D65E8020103>から手に入る<hex:02100103><hex:02280FFF0A4576656E744974656DE8030103>を<hex:02280AFF05454F626AE8040103>に使用し<hex:02100103><hex:02280EFF09424E70634E616D65E8050103>を誘い出せ"
"35","弱らせずに懐柔を試みると<hex:02100103>対象が興奮状態に陥るため注意せよ"
