"0","0","0","0","False",""
"1","0","0","0","False",""
"2","0","0","0","False",""
"3","0","0","0","False",""
"4","0","0","0","False",""
"5","1","0","0","True",""
"6","1","0","0","True",""
"7","1","0","0","True",""
"8","1","0","0","True",""
"9","1","0","0","True",""
"10","1","0","0","True",""
"11","1","0","0","True",""
"12","2","1","1","True","<hex:02097DE802FF37E5908DE38282E784A1E3818DE88085E3819FE381A1E381AEE5BA83E5A0B4EFBC9AE7ACACE4B880E69C9FE695B4E58299E8A888E794BBFF41E7ACAC31E5A0B1E38080E5908DE38282E784A1E3818DE88085E3819FE381A1E381AEE5BA83E5A0B4EFBC9AE7ACACE4B880E69C9FE695B4E58299E8A888E794BB03>"
"13","2","1","2","False","<hex:020967E802FF2CE6B182E383A0EFBC8120E5BEA9E88888E585B1E5908CE4BD9CE6A5ADE381B8E381AEE58F82E58AA0EFBC81FF36E7ACAC32E5A0B1E38080E6B182E383A0EFBC8120E5BEA9E88888E585B1E5908CE4BD9CE6A5ADE381B8E381AEE58F82E58AA0EFBC8103>"
"14","2","4","3","True","<hex:02097DE802FF37E5908DE38282E784A1E3818DE88085E3819FE381A1E381AEE5BA83E5A0B4EFBC9AE7ACACE4BA8CE69C9FE695B4E58299E8A888E794BBFF41E7ACAC33E5A0B1E38080E5908DE38282E784A1E3818DE88085E3819FE381A1E381AEE5BA83E5A0B4EFBC9AE7ACACE4BA8CE69C9FE695B4E58299E8A888E794BB03>"
"15","2","4","4","False","<hex:020959E802FF25E381B5E3819FE3819FE381B3E381AEE5BEA9E88888E585B1E5908CE4BD9CE6A5ADEFBC81FF2FE7ACAC34E5A0B1E38080E381B5E3819FE3819FE381B3E381AEE5BEA9E88888E585B1E5908CE4BD9CE6A5ADEFBC8103>"
"16","2","7","5","True","<hex:02097DE802FF37E5908DE38282E784A1E3818DE88085E3819FE381A1E381AEE5BA83E5A0B4EFBC9AE7ACACE4B889E69C9FE695B4E58299E8A888E794BBFF41E7ACAC35E5A0B1E38080E5908DE38282E784A1E3818DE88085E3819FE381A1E381AEE5BA83E5A0B4EFBC9AE7ACACE4B889E69C9FE695B4E58299E8A888E794BB03>"
"17","2","7","6","False","<hex:02096BE802FF2EE383AAE382BAE38399E382B9E381AEE8A888E794BBE381ABE58D94E58A9BE38197E381A6E3818FE3828CEFBC81FF38E7ACAC36E5A0B1E38080E383AAE382BAE38399E382B9E381AEE8A888E794BBE381ABE58D94E58A9BE38197E381A6E3818FE3828CEFBC8103>"
"18","2","10","7","True","<hex:02096BE802FF2EE5908DE38282E784A1E3818DE88085E3819FE381A1E381AEE5BA83E5A0B4EFBC9AE695B4E58299E5AE8CE4BA86FF38E7ACAC37E5A0B1E38080E5908DE38282E784A1E3818DE88085E3819FE381A1E381AEE5BA83E5A0B4EFBC9AE695B4E58299E5AE8CE4BA8603>"
"19","3","1","2","True","製作物の納品について"
"20","3","1","3","True","復興共同作業について"
"21","3","1","1","True","「イシュガルド復興」とは"
"22","1","0","0","True",""
"23","1","0","0","True",""
"24","1","0","0","True",""
"25","1","0","0","True",""
"26","2","11","1","True","<hex:020947E802FF1CE58D81E5AD97E98DACE9809AE3828AE695B4E58299E8A888E794BBFF26E7ACAC31E5A0B1E38080E58D81E5AD97E98DACE9809AE3828AE695B4E58299E8A888E794BB03>"
"27","2","11","2","False","<hex:02095FE802FF28E5BEA9E88888E4BD9CE6A5ADE381AEE38081E696B0E3819FE381AAE4B880E6ADA9E381A0EFBC81FF32E7ACAC32E5A0B1E38080E5BEA9E88888E4BD9CE6A5ADE381AEE38081E696B0E3819FE381AAE4B880E6ADA9E381A0EFBC8103>"
"28","2","14","3","False","<hex:020989E802FF3DE58D81E5AD97E98DACE9809AE3828AE381AEE5BEA9E88888E585B1E5908CE4BD9CE6A5ADE38081E980B2E38293E381A7E3828BE381A3E38199EFBC81FF47E7ACAC33E5A0B1E38080E58D81E5AD97E98DACE9809AE3828AE381AEE5BEA9E88888E585B1E5908CE4BD9CE6A5ADE38081E980B2E38293E381A7E3828BE381A3E38199EFBC8103>"
