"0","0",""
"1","86801","<hex:0248020803><hex:0249020403>「南方ボズヤ戦線」は、独自ルールや専用システムが多数盛り込まれたコンテンツです！<hex:02100103>特徴を理解し、ガレマール帝国第IV軍団との戦いに勝利しましょう！！<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103><hex:0248020F03>※次ページより、「南方ボズヤ戦線」の特殊ルールの解説が行われます。<hex:02100103>ぜひご一読の上、新たな大規模コンテンツをお楽しみください。<hex:0248020103>"
"2","86801","<hex:0248020803><hex:0249020403>■コンテンツ参加ジョブはレベル80に特殊レベルシンク！<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>「南方ボズヤ戦線」は、いずれのジョブであってもレベル71から突入可能です。<hex:02100103>ただし、コンテンツに突入したあとは、いずれのジョブもレベル80へと特殊レベルシンクされます。<hex:02100103>また、どんな装備をしていても、アイテムレベルが最適な状態に調整されますので、<hex:02100103>装備を整える必要はありません。<hex:02100103><hex:02100103><hex:0248020F03>※コンテンツに突入したジョブは、レベル80までのすべてのアクションが使用可能になります。<hex:0248020103>"
"3","86802","<hex:0248020803><hex:0249020403>■戦果をあげてレジスタンスランクを上昇させよう！<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>「南方ボズヤ戦線」では、コンテンツ内でのみ適用される「レジスタンスランク」が存在します。<hex:02100103>戦果は、”スカーミッシュ”や”クリティカルエンゲージメント”と呼ばれる、<hex:02100103>大規模な作戦行動に参加し、一定以上の評価を得ることで高まります。<hex:02100103><hex:02100103><hex:0248020F03>※戦果は、魔獣や帝国兵などを倒すだけでは得られません。<hex:02100103>作戦行動のクリア時に得られますので、ご注意ください！<hex:0248020103>"
"4","86802","ある程度の戦果を稼いだ場合には、拠点に駐在している、<hex:02100103>「レジスタンスの司令部付き将校（RANK UP）」に報告しましょう。<hex:02100103>一定数以上の戦果があれば、レジスタンスランクが上昇します。<hex:02100103><hex:02100103>レジスタンスランクが上昇することで、行動範囲が広がり、クエストが進行します。<hex:02100103>活動を有利にするためにも、積極的にレジスタンスランクを上昇させましょう。<hex:02100103><hex:02100103><hex:0248020F03>※レジスタンスランクを上昇させるには、必ず戦果報告が必要になります。<hex:02100103>戦果をある程度稼いだら、将校への報告を忘れないようにしましょう！<hex:0248020103>"
"5","86802","<hex:0248020803><hex:0249020403>■ジョブのレベリングにも活用しよう！<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>大規模な作戦行動である“スカーミッシュ”や“クリティカルエンゲージメント”では、<hex:02100103>これらのクリア時にジョブレベルアップ用の経験値も得られます。<hex:02100103><hex:02100103>こちらは戦果と異なり、報告を行わなくても通常時と同じように、<hex:02100103>規定経験値に達すると、自動的にレベルアップします。<hex:02100103><hex:02100103>レベル80に達していないジョブがあるのなら、積極的にレベリングにも活用しましょう！"
"6","86803","<hex:0248020803><hex:0249020403>■わからなくなった！　そんな時は……<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>その他のルールやシステムは、<hex:02100103>ガンゴッシュのセロウシュや、コンテンツ内のNPCたちが説明してくれます。<hex:02100103>わからないことがあれば、積極的にNPCと話してみましょう！"
"7","86804","<hex:0248020803><hex:0249020403>新たな冒険として、ダンジョンの攻略が発生しました！<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>ダンジョンでは、<hex:0248020F03><hex:0249021003>他のプレイヤー<hex:0249020103><hex:0248020103>や<hex:0248020F03><hex:0249021003>NPC<hex:0249020103><hex:0248020103>と<hex:0248020F03><hex:0249021003>協力して<hex:0249020103><hex:0248020103>、モンスターを討伐したり、<hex:02100103>ギミックを解きながら、<hex:0248020F03><hex:0249021003>ダンジョンの奥にいるボスを倒して報酬を得る<hex:0249020103><hex:0248020103>ことができます。<hex:02100103>また、<hex:0248020F03><hex:0249021003>ストーリーを進めるためには、ダンジョンの攻略が必須となる場合<hex:0249020103><hex:0248020103>があります。<hex:02100103>攻略には時間制限があり、攻略中はクラス・ジョブの変更ができません。<hex:02100103><hex:02100103>次ページより、ダンジョンへの突入方法について説明します。"
"8","86805","<hex:0248020803><hex:0249020403>いざダンジョンへ！① ふたつの突入方法について<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>ダンジョンへ突入するには、<hex:0248020F03><hex:0249021003>サポートNPCと協力して単独突入する<hex:0249020103><hex:0248020103>方法と、<hex:02100103><hex:0248020F03><hex:0249021003>マッチング機能を利用<hex:0249020103><hex:0248020103>して<hex:0248020F03><hex:0249021003>他のプレイヤーと共に突入する<hex:0249020103><hex:0248020103>方法があります。<hex:02100103><hex:02100103>もちろん、事前にプレイヤー同士でパーティを編成して突入することも可能で、<hex:02100103><hex:0248020F03><hex:0249021003>いずれの方法で突入<hex:0249020103><hex:0248020103>しても、<hex:0248020F03><hex:0249021003>同じようにダンジョンを攻略可能<hex:0249020103><hex:0248020103>です。"
"9","86806","<hex:0248020803><hex:0249020403>いざダンジョンへ！② サポートNPCを利用しての攻略<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>プレイヤーである貴方は、<hex:0248020F03><hex:0249021003>サポートNPC<hex:0249020103><hex:0248020103>の助けを借りることで、<hex:02100103><hex:0248020F03><hex:0249021003>単独でのダンジョン攻略に挑むことが可能<hex:0249020103><hex:0248020103>です。<hex:02100103>このシステムのことを<hex:0248020F03><hex:0249021003>「コンテンツサポーター」<hex:0249020103><hex:0248020103>と呼びます。<hex:02100103><hex:02100103>コンテンツサポーターに対応しているダンジョンの入り口には、<hex:02100103><hex:0248020F03><hex:0249021003>「進入地点とサポーター対応アイコン」<hex:0249020103><hex:0248020103>が設置されています。"
