"10500","ブルースチール","0","","0","0","1","0","0","","ブルースチール","34619","43","2","1","0","88","0","13","5","27270","1","True","True","False","True","9919","155","False","False","False","0","2","0","9","5","21800","6145","False","False","0","41","0","1","96","0","0","4","2001, 13, 1, 0","2099, 1, 1, 0","31","2","47","24","2640","25","0","0","0","0","2","11","3","13","44","17","27","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","False","False","0","True"
"10501","ブラッディマーダー","0","","0","0","1","0","0","","ブラッディマーダー","34652","49","2","1","0","88","0","13","5","27270","1","True","True","False","True","12421","194","False","False","False","0","2","0","9","5","21800","6153","False","False","0","47","0","1","96","0","0","4","2002, 2, 6, 0","2099, 1, 1, 0","31","2","56","28","2560","25","0","0","0","0","2","13","3","17","27","23","22","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","False","False","0","True"
"10502","エーテリアル・スチールマスケトン","0","","0","0","1","0","0","","エーテリアル・スチールマスケトン","34645","34","7","1","0","88","0","13","5","27250","1","False","True","False","True","6153","28","False","False","False","0","2","0","9","4","21800","6131","False","False","0","34","0","1","96","0","0","4","2002, 2, 1, 0","2099, 1, 1, 0","31","2","39","20","2560","25","0","0","0","0","2","8","3","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","False","False","1","True"
"10503","エーテリアル・ミスリルカービン","0","","0","0","1","0","0","","エーテリアル・ミスリルカービン","34611","38","7","1","0","88","0","13","5","27250","1","False","True","False","True","7403","34","False","False","False","0","2","0","9","4","21800","6135","False","False","0","38","0","1","96","0","0","4","2001, 11, 3, 0","2099, 1, 1, 0","31","2","42","21","2640","25","0","0","0","0","2","9","3","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","False","False","1","True"
"10504","エーテリアル・ミスリルマスケトン","0","","0","0","1","0","0","","エーテリアル・ミスリルマスケトン","34647","41","7","1","0","88","0","13","5","27250","1","False","True","False","True","8413","38","False","False","False","0","2","0","9","4","21800","6141","False","False","0","40","0","1","96","0","0","4","2002, 2, 2, 0","2099, 1, 1, 0","31","2","44","22","2560","25","0","0","0","0","2","10","3","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","False","False","1","True"
"10505","エーテリアル・コバルトカービン","0","","0","0","1","0","0","","エーテリアル・コバルトカービン","34609","45","7","1","0","88","0","13","5","27250","1","False","True","False","True","9867","45","False","False","False","0","2","0","9","5","21800","6141","False","False","0","44","0","1","96","0","0","4","2001, 11, 2, 0","2099, 1, 1, 0","31","2","50","25","2640","25","0","0","0","0","2","11","3","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","False","False","1","True"
"10506","イフリートマスケトン","0","","0","0","1","0","0","","イフリートマスケトン","34623","60","3","1","0","88","0","13","5","27060","1","True","True","False","True","18532","321","False","False","False","0","2","0","9","5","21800","6048","False","False","0","50","0","1","96","0","0","4","2001, 15, 1, 0","2099, 1, 1, 0","31","2","58","29","2640","25","0","0","0","0","2","18","3","20","44","26","22","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","False","False","0","True"
"10507","ガルーダアバンドン","0","","0","0","1","0","0","","ガルーダアバンドン","34643","70","3","1","0","88","0","13","5","27060","1","True","True","False","True","21621","375","False","False","False","0","2","0","9","5","21800","6053","False","False","0","50","0","1","96","0","0","4","2002, 1, 1, 0","2099, 1, 1, 0","31","2","59","30","2560","25","0","0","0","0","2","22","3","24","45","29","22","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","False","False","0","True"
"10508","モグモグエアガン","0","","0","0","1","0","0","","モグモグエアガン","34657","75","3","1","0","88","0","13","5","27060","1","True","True","False","True","23166","401","False","False","False","0","2","0","9","5","21800","6182","False","False","0","50","0","1","96","0","0","4","2006, 1, 1, 0","2099, 1, 1, 0","31","2","60","30","2720","25","0","0","0","0","2","24","3","26","22","31","45","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","False","False","0","True"
"10509","タイタンカルバリン","0","","0","0","1","0","0","","タイタンカルバリン","34633","80","3","1","0","88","0","13","5","27060","1","True","True","False","True","24710","428","False","False","False","0","2","0","14","5","21800","6066","False","False","0","50","0","1","96","0","0","4","2001, 25, 1, 0","2099, 1, 1, 0","31","2","60","30","2640","25","0","0","0","0","2","27","3","28","22","33","44","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","False","False","0","True"
